p,q,r,output
PersonX disregards PersonY's course,self-absorbed,xAttr,1
PersonX disregards PersonY's course,uncaring,xAttr,1
PersonX disregards PersonY's course,doesn't learn,xEffect,1
PersonX disregards PersonY's course,makes mistake,xEffect,1
PersonX disregards PersonY's course,to go their own way,xIntent,1
PersonX disregards PersonY's course,to be alone,xIntent,1
PersonX disregards PersonY's course,to make their own way,xIntent,1
PersonX disregards PersonY's course,independence,xIntent,1
PersonX disregards PersonY's course,be aware of the course,xNeed,1
PersonX disregards PersonY's course,decide to ignore the course,xNeed,1
PersonX disregards PersonY's course,correct,xReact,1
PersonX disregards PersonY's course,independent,xReact,1
PersonX disregards PersonY's course,headstrong,xReact,1
PersonX disregards PersonY's course,determined,xReact,1
PersonX disregards PersonY's course,go their own way,xWant,1
PersonX disregards PersonY's course,avoid personY,xWant,1
PersonX disregards PersonY's course,their own course,xWant,1
PersonX disregards PersonY's course,to be independent,xWant,1
PersonX refuses to dance with PersonY.,Rejected,oReact,1
PersonX refuses to dance with PersonY.,Disappointed,oReact,1
PersonX refuses to dance with PersonY.,to go cry,oWant,1
PersonX refuses to dance with PersonY.,to ask someone else to dance,oWant,1
PersonX refuses to dance with PersonY.,receive an apology,oWant,1
PersonX refuses to dance with PersonY.,dance with someone else,oWant,1
PersonX refuses to dance with PersonY.,cold,xAttr,1
PersonX refuses to dance with PersonY.,tired,xAttr,1
PersonX refuses to dance with PersonY.,rude,xAttr,1
PersonX refuses to dance with PersonY.,picky,xAttr,1
PersonX refuses to dance with PersonY.,Scolded by personY,xEffect,1
PersonX refuses to dance with PersonY.,Dumped by personY,xEffect,1
PersonX refuses to dance with PersonY.,Dance with somebody else,xIntent,1
PersonX refuses to dance with PersonY.,To not dance,xIntent,1
PersonX refuses to dance with PersonY.,to be at a dance,xNeed,1
PersonX refuses to dance with PersonY.,to dislike peronY,xNeed,1
PersonX refuses to dance with PersonY.,be asked to dance,xNeed,1
PersonX refuses to dance with PersonY.,decide not to dance,xNeed,1
PersonX refuses to dance with PersonY.,shy,xReact,1
PersonX refuses to dance with PersonY.,afraid,xReact,1
PersonX refuses to dance with PersonY.,Guilty,xReact,1
PersonX refuses to dance with PersonY.,Selfish,xReact,1
PersonX refuses to dance with PersonY.,to find someone else to dance with,xWant,1
PersonX refuses to dance with PersonY.,to get away from PersonY,xWant,1
PersonX refuses to dance with PersonY.,dance with someone else,xWant,1
PersonX refuses to dance with PersonY.,avoid dancing,xWant,1
PersonX refuses to invite PersonY's girlfriend,becomes angry with PersonX,oEffect,1
PersonX refuses to invite PersonY's girlfriend,cries,oEffect,1
PersonX refuses to invite PersonY's girlfriend,left out,oReact,1
PersonX refuses to invite PersonY's girlfriend,unwanted,oReact,1
PersonX refuses to invite PersonY's girlfriend,receive an apology,oWant,1
PersonX refuses to invite PersonY's girlfriend,receive an explanation,oWant,1
PersonX refuses to invite PersonY's girlfriend,to avoid person x,oWant,1
PersonX refuses to invite PersonY's girlfriend,punish person x,oWant,1
PersonX refuses to invite PersonY's girlfriend,rude,xAttr,1
PersonX refuses to invite PersonY's girlfriend,inconsiderate,xAttr,1
PersonX refuses to invite PersonY's girlfriend,mean,xAttr,1
PersonX refuses to invite PersonY's girlfriend,contact with PersonY is cut off,xEffect,1
PersonX refuses to invite PersonY's girlfriend,a guys night out,xIntent,1
PersonX refuses to invite PersonY's girlfriend,to avoid arguing,xIntent,1
PersonX refuses to invite PersonY's girlfriend,to keep the party happy,xIntent,1
PersonX refuses to invite PersonY's girlfriend,to get revenge,xIntent,1
PersonX refuses to invite PersonY's girlfriend,create a guest list,xNeed,1
PersonX refuses to invite PersonY's girlfriend,contemplate inviting personY's girlfriend,xNeed,1
PersonX refuses to invite PersonY's girlfriend,arrange an event,xNeed,1
PersonX refuses to invite PersonY's girlfriend,tell person y not to bring the girlfriend,xNeed,1
PersonX refuses to invite PersonY's girlfriend,like a jerk,xReact,1
PersonX refuses to invite PersonY's girlfriend,like they made a valid request,xReact,1
PersonX refuses to invite PersonY's girlfriend,powerful,xReact,1
PersonX refuses to invite PersonY's girlfriend,happy,xReact,1
PersonX refuses to invite PersonY's girlfriend,avoid personX's girlfriend,xWant,1
PersonX refuses to invite PersonY's girlfriend,explain,xWant,1
PersonX refuses to invite PersonY's girlfriend,to talk to other people,xWant,1
PersonX refuses to invite PersonY's girlfriend,meet somewhere else,xWant,1
PersonX never saw PersonX's friends again,depressed,oReact,1
PersonX never saw PersonX's friends again,clueless,oReact,1
PersonX never saw PersonX's friends again,reclusive,xAttr,1
PersonX never saw PersonX's friends again,a loner,xAttr,1
PersonX never saw PersonX's friends again,an outcast,xAttr,1
PersonX never saw PersonX's friends again,weakened,xAttr,1
PersonX never saw PersonX's friends again,they cry every night,xEffect,1
PersonX never saw PersonX's friends again,they go into a depression,xEffect,1
PersonX never saw PersonX's friends again,to get lost in space,xNeed,1
PersonX never saw PersonX's friends again,to be mean to everyone,xNeed,1
PersonX never saw PersonX's friends again,lonely,xReact,1
PersonX never saw PersonX's friends again,sad,xReact,1
PersonX never saw PersonX's friends again,forgotten,xReact,1
PersonX never saw PersonX's friends again,left out,xReact,1
PersonX never saw PersonX's friends again,to contact their friends to see how they are,xWant,1
PersonX never saw PersonX's friends again,to try and create some new friendships,xWant,1
PersonX never saw PersonX's friends again,to cry,xWant,1
PersonX never saw PersonX's friends again,to find new friends,xWant,1
PersonX avoids taking pictures,considerate,xAttr,1
PersonX avoids taking pictures,restrained,xAttr,1
PersonX avoids taking pictures,private,xAttr,1
PersonX avoids taking pictures,particular,xAttr,1
PersonX avoids taking pictures,to hide his identity,xIntent,1
PersonX avoids taking pictures,to keep his region a secret,xIntent,1
PersonX avoids taking pictures,serious,xReact,1
PersonX avoids taking pictures,careful,xReact,1
PersonX avoids taking pictures,paranoid,xReact,1
PersonX avoids taking pictures,wary,xReact,1
PersonX avoids taking pictures,get a camera,xWant,1
PersonX avoids taking pictures,point the camera,xWant,1
PersonX avoids taking pictures,to give the couple their privacy,xWant,1
PersonX avoids taking pictures,run away from the murder scene,xWant,1
PersonX avoids PersonY's affairs,yells,oEffect,1
PersonX avoids PersonY's affairs,screams,oEffect,1
PersonX avoids PersonY's affairs,comfortable,oReact,1
PersonX avoids PersonY's affairs,private,oReact,1
PersonX avoids PersonY's affairs,unknowing,oReact,1
PersonX avoids PersonY's affairs,independent,oReact,1
PersonX avoids PersonY's affairs,Fix PersonY's problems,oWant,1
PersonX avoids PersonY's affairs,Avoid PersonX,oWant,1
PersonX avoids PersonY's affairs,calm,xAttr,1
PersonX avoids PersonY's affairs,peaceful,xAttr,1
PersonX avoids PersonY's affairs,standoffish,xAttr,1
PersonX avoids PersonY's affairs,aloof,xAttr,1
PersonX avoids PersonY's affairs,cries,xEffect,1
PersonX avoids PersonY's affairs,depressed,xEffect,1
PersonX avoids PersonY's affairs,to mind his own business,xIntent,1
PersonX avoids PersonY's affairs,stay neutral,xIntent,1
PersonX avoids PersonY's affairs,to stay uninvolved,xIntent,1
PersonX avoids PersonY's affairs,to mind their own business,xIntent,1
PersonX avoids PersonY's affairs,leave when PersonY shows up,xNeed,1
PersonX avoids PersonY's affairs,change the subject,xNeed,1
PersonX avoids PersonY's affairs,relieved,xReact,1
PersonX avoids PersonY's affairs,okay,xReact,1
PersonX avoids PersonY's affairs,content,xReact,1
PersonX avoids PersonY's affairs,avoidant,xReact,1
PersonX avoids PersonY's affairs,to stay free,xWant,1
PersonX avoids PersonY's affairs,to be happy,xWant,1
PersonX avoids PersonY's affairs,tell PersonY they don't want to know about it,xWant,1
PersonX avoids PersonY's affairs,tell PersonY to leave them out of it,xWant,1
PersonX gives PersonY no battle,unchallenged,oReact,1
PersonX gives PersonY no battle,strong,oReact,1
PersonX gives PersonY no battle,satisfied,oReact,1
PersonX gives PersonY no battle,victorious,oReact,1
PersonX gives PersonY no battle,to accept person x's alligence,oWant,1
PersonX gives PersonY no battle,finish off person x,oWant,1
PersonX gives PersonY no battle,naive,xAttr,1
PersonX gives PersonY no battle,chill,xAttr,1
PersonX gives PersonY no battle,peaceful,xAttr,1
PersonX gives PersonY no battle,strategic,xAttr,1
PersonX gives PersonY no battle,Went outside,xEffect,1
PersonX gives PersonY no battle,Change the place,xEffect,1
PersonX gives PersonY no battle,to avoid conflict,xIntent,1
PersonX gives PersonY no battle,to admit defeat,xIntent,1
PersonX gives PersonY no battle,passive,xReact,1
PersonX gives PersonY no battle,resigned,xReact,1
PersonX gives PersonY no battle,defeated,xReact,1
PersonX gives PersonY no battle,relieved,xReact,1
PersonX gives PersonY no battle,to retreat and regroup,xWant,1
PersonX gives PersonY no battle,join sides with person y,xWant,1
PersonX gives PersonY no battle,stay with y,xWant,1
PersonX gives PersonY no battle,be friends with y,xWant,1
PersonX never enters raffles,Excited,xAttr,1
PersonX never enters raffles,Hopeful,xAttr,1
PersonX never enters raffles,careful,xAttr,1
PersonX never enters raffles,prudent,xAttr,1
PersonX never enters raffles,Feel tried,xEffect,1
PersonX never enters raffles,Stay at home,xEffect,1
PersonX never enters raffles,does not have chance to win prize money,xEffect,1
PersonX never enters raffles,has an extra couple dollars that wouldve been spent on the raffle,xEffect,1
PersonX never enters raffles,to wake up,xNeed,1
PersonX never enters raffles,to take bath,xNeed,1
PersonX never enters raffles,bored,xReact,1
PersonX never enters raffles,dissapointed,xReact,1
PersonX never enters raffles,unlucky,xReact,1
PersonX never enters raffles,disinterested,xReact,1
PersonX never enters raffles,to eat lunch,xWant,1
PersonX never enters raffles,to go out,xWant,1
PersonX never enters raffles,to save their money,xWant,1
PersonX never enters raffles,go home,xWant,1
PersonX avoids PersonX's friends.,wonder why the avoidance,oEffect,1
PersonX avoids PersonX's friends.,thinks about new friends,oEffect,1
PersonX avoids PersonX's friends.,ignored,oReact,1
PersonX avoids PersonX's friends.,rejected,oReact,1
PersonX avoids PersonX's friends.,to ask what's wrong,oWant,1
PersonX avoids PersonX's friends.,to text X,oWant,1
PersonX avoids PersonX's friends.,tired of it all,xAttr,1
PersonX avoids PersonX's friends.,cowardly,xAttr,1
PersonX avoids PersonX's friends.,antisocial,xAttr,1
PersonX avoids PersonX's friends.,withdrawn,xAttr,1
PersonX avoids PersonX's friends.,to be alone,xIntent,1
PersonX avoids PersonX's friends.,to keep to themselves,xIntent,1
PersonX avoids PersonX's friends.,to know where friends are,xNeed,1
PersonX avoids PersonX's friends.,to have friends,xNeed,1
PersonX avoids PersonX's friends.,happy,xReact,1
PersonX avoids PersonX's friends.,excited,xReact,1
PersonX avoids PersonX's friends.,ashamed,xReact,1
PersonX avoids PersonX's friends.,embarrassed,xReact,1
PersonX avoids PersonX's friends.,to be alone,xWant,1
PersonX avoids PersonX's friends.,to relax,xWant,1
PersonX avoids PersonX's friends.,to set time aside to spend with friends,xWant,1
PersonX avoids PersonX's friends.,to ask if friends want to come to their house,xWant,1
PersonX hires no one,apply for the job,oWant,1
PersonX hires no one,work harder to take up the missing person's slack,oWant,1
PersonX hires no one,hard to please,xAttr,1
PersonX hires no one,unwilling to delegate,xAttr,1
PersonX hires no one,stubborn,xAttr,1
PersonX hires no one,anti social,xAttr,1
PersonX hires no one,they're overworked,xEffect,1
PersonX hires no one,must complete all work by themselves,xEffect,1
PersonX hires no one,overworks themselves,xEffect,1
PersonX hires no one,to be a supervisor,xNeed,1
PersonX hires no one,to need a job to fill,xNeed,1
PersonX hires no one,alone,xReact,1
PersonX hires no one,selfish,xReact,1
PersonX hires no one,mean,xReact,1
PersonX hires no one,to keep looking for a candidate,xWant,1
PersonX hires no one,put an ad in the paper,xWant,1
PersonX hires no one,find other applicants,xWant,1
PersonX hires no one,do more interviews,xWant,1
Person X has no more children,old,xAttr,1
Person X has no more children,elderly,xAttr,1
Person X has no more children,divorced,xAttr,1
Person X has no more children,the house to themselves,xIntent,1
Person X has no more children,to retire,xIntent,1
Person X has no more children,to get sterilized,xNeed,1
Person X has no more children,to grow older,xNeed,1
Person X has no more children,sad,xReact,1
Person X has no more children,worried,xReact,1
Person X has no more children,accomplished,xReact,1
Person X has no more children,like they have done enough,xReact,1
Person X has no more children,to get a vasectomy,xWant,1
Person X has no more children,raise their kids,xWant,1
Person X has no more children,to save money,xWant,1
Person X has no more children,to avoid responsibility,xWant,1
Person X is unsure of Person Y's position in the company,is approached by PersonX,oEffect,1
Person X is unsure of Person Y's position in the company,gets questioned by PersonX,oEffect,1
Person X is unsure of Person Y's position in the company,to give an explanation to PersonX,oWant,1
Person X is unsure of Person Y's position in the company,to tell PersonX their title,oWant,1
Person X is unsure of Person Y's position in the company,unknowledgable,xAttr,1
Person X is unsure of Person Y's position in the company,is new,xAttr,1
Person X is unsure of Person Y's position in the company,uncertain,xAttr,1
Person X is unsure of Person Y's position in the company,confused,xAttr,1
Person X is unsure of Person Y's position in the company,gets scolded,xEffect,1
Person X is unsure of Person Y's position in the company,gets given information,xEffect,1
Person X is unsure of Person Y's position in the company,searching,xReact,1
Person X is unsure of Person Y's position in the company,confused,xReact,1
Person X is unsure of Person Y's position in the company,unsure,xReact,1
Person X is unsure of Person Y's position in the company,questioning,xReact,1
Person X is unsure of Person Y's position in the company,to find out more about PersonY,xWant,1
Person X is unsure of Person Y's position in the company,ask questions about PersonY,xWant,1
Person X is unsure of Person Y's position in the company,to ask them,xWant,1
Person X is unsure of Person Y's position in the company,to find out,xWant,1
PersonX refuses to set foot in Texas,illogical,xAttr,1
PersonX refuses to set foot in Texas,stupid,xAttr,1
PersonX refuses to set foot in Texas,stubborn,xAttr,1
PersonX refuses to set foot in Texas,afraid,xAttr,1
PersonX refuses to set foot in Texas,loses experience,xEffect,1
PersonX refuses to set foot in Texas,saves money,xEffect,1
PersonX refuses to set foot in Texas,to stay away from Texas,xIntent,1
PersonX refuses to set foot in Texas,to stay at different state,xIntent,1
PersonX refuses to set foot in Texas,careful,xReact,1
PersonX refuses to set foot in Texas,meaning,xReact,1
PersonX refuses to set foot in Texas,bothered,xReact,1
PersonX refuses to set foot in Texas,annoyed,xReact,1
PersonX refuses to set foot in Texas,to live in a cold state,xWant,1
PersonX refuses to set foot in Texas,to stay home,xWant,1
PersonX refuses to set foot in Texas,to stay away form Texas,xWant,1
PersonX refuses to set foot in Texas,to travel far away from Texas,xWant,1
PersonX refuses to give anything to PersonY.,is left without something,oEffect,1
PersonX refuses to give anything to PersonY.,is abandoned,oEffect,1
PersonX refuses to give anything to PersonY.,unaware,oReact,1
PersonX refuses to give anything to PersonY.,annoyed,oReact,1
PersonX refuses to give anything to PersonY.,get back at person x for not helping,oWant,1
PersonX refuses to give anything to PersonY.,not be friends with person x again,oWant,1
PersonX refuses to give anything to PersonY.,greedy,xAttr,1
PersonX refuses to give anything to PersonY.,inconsiderate,xAttr,1
PersonX refuses to give anything to PersonY.,selfish,xAttr,1
PersonX refuses to give anything to PersonY.,uncooperative,xAttr,1
PersonX refuses to give anything to PersonY.,gets yelled at,xEffect,1
PersonX refuses to give anything to PersonY.,loses a friend,xEffect,1
PersonX refuses to give anything to PersonY.,gets fired,xEffect,1
PersonX refuses to give anything to PersonY.,person y to fail,xIntent,1
PersonX refuses to give anything to PersonY.,to keep things hidden from person y,xIntent,1
PersonX refuses to give anything to PersonY.,person y has to be mean or give person x a reason,xNeed,1
PersonX refuses to give anything to PersonY.,person y needs to ask for something,xNeed,1
PersonX refuses to give anything to PersonY.,mean,xReact,1
PersonX refuses to give anything to PersonY.,selfish,xReact,1
PersonX refuses to give anything to PersonY.,secretive,xReact,1
PersonX refuses to give anything to PersonY.,punishing,xReact,1
PersonX refuses to give anything to PersonY.,to be alone,xWant,1
PersonX refuses to give anything to PersonY.,to be go early,xWant,1
PersonX refuses to give anything to PersonY.,taunt person y,xWant,1
PersonX refuses to give anything to PersonY.,ignore person y,xWant,1
PersonX unloads PersonY's car.,thanks PersonX,oEffect,1
PersonX unloads PersonY's car.,thinks about how empty the car trunk is,oEffect,1
PersonX unloads PersonY's car.,grateful,oEffect,1
PersonX unloads PersonY's car.,avoids hurting arms,oEffect,1
PersonX unloads PersonY's car.,grateful,oReact,1
PersonX unloads PersonY's car.,pleased,oReact,1
PersonX unloads PersonY's car.,thank personX,oWant,1
PersonX unloads PersonY's car.,buy personX a beer,oWant,1
PersonX unloads PersonY's car.,useful,xAttr,1
PersonX unloads PersonY's car.,productive,xAttr,1
PersonX unloads PersonY's car.,responsible,xAttr,1
PersonX unloads PersonY's car.,organized,xAttr,1
PersonX unloads PersonY's car.,breathes heavier,xEffect,1
PersonX unloads PersonY's car.,sits down to rest,xEffect,1
PersonX unloads PersonY's car.,gets thanked,xEffect,1
PersonX unloads PersonY's car.,gets sore muscles,xEffect,1
PersonX unloads PersonY's car.,to be helpful,xIntent,1
PersonX unloads PersonY's car.,to save time,xIntent,1
PersonX unloads PersonY's car.,know personY,xNeed,1
PersonX unloads PersonY's car.,want to help personY,xNeed,1
PersonX unloads PersonY's car.,helpful,xReact,1
PersonX unloads PersonY's car.,assisting,xReact,1
PersonX unloads PersonY's car.,tired,xReact,1
PersonX unloads PersonY's car.,sweaty,xReact,1
PersonX unloads PersonY's car.,CLEAN THE CAR,xWant,1
PersonX unloads PersonY's car.,to go for a ride,xWant,1
PersonX unloads PersonY's car.,drink a beer,xWant,1
PersonX unloads PersonY's car.,relax with personY,xWant,1
PersonX denies PersonY's involvement,PersonY gets away with it,oEffect,1
PersonX denies PersonY's involvement,does not get in trouble,oEffect,1
PersonX denies PersonY's involvement,does not face any penalties,oEffect,1
PersonX denies PersonY's involvement,grateful,oReact,1
PersonX denies PersonY's involvement,appreciative,oReact,1
PersonX denies PersonY's involvement,grateful they had a reliable witness,oReact,1
PersonX denies PersonY's involvement,hopeful the real criminal will be caught,oReact,1
PersonX denies PersonY's involvement,deny their involvement as well,oWant,1
PersonX denies PersonY's involvement,be upfront,oWant,1
PersonX denies PersonY's involvement,protective,xAttr,1
PersonX denies PersonY's involvement,self-sacrificing,xAttr,1
PersonX denies PersonY's involvement,selfish,xAttr,1
PersonX denies PersonY's involvement,to take the blame,xIntent,1
PersonX denies PersonY's involvement,to give alibi to Y,xIntent,1
PersonX denies PersonY's involvement,to tell the truth,xIntent,1
PersonX denies PersonY's involvement,to convey what they witnessed,xIntent,1
PersonX denies PersonY's involvement,be aware of personY,xNeed,1
PersonX denies PersonY's involvement,know who is involved,xNeed,1
PersonX denies PersonY's involvement,protective,xReact,1
PersonX denies PersonY's involvement,helpful,xReact,1
PersonX denies PersonY's involvement,compliant with the officers,xReact,1
PersonX denies PersonY's involvement,honest,xReact,1
PersonX denies PersonY's involvement,ask opinion,xWant,1
PersonX denies PersonY's involvement,share knowledge,xWant,1
PersonX denies PersonY's involvement,continue to deny,xWant,1
PersonX denies PersonY's involvement,find out if personY is actually involved,xWant,1
PersonX avoids stepping on PersonY's body,get declared dead,oEffect,1
PersonX avoids stepping on PersonY's body,gets buried,oEffect,1
PersonX avoids stepping on PersonY's body,is taken care of,oEffect,1
PersonX avoids stepping on PersonY's body,is buried,oEffect,1
PersonX avoids stepping on PersonY's body,is done an autopsy on,oEffect,1
PersonX avoids stepping on PersonY's body,grateful X was careful,oReact,1
PersonX avoids stepping on PersonY's body,happy to be safe,oReact,1
PersonX avoids stepping on PersonY's body,careful,xAttr,1
PersonX avoids stepping on PersonY's body,considerate,xAttr,1
PersonX avoids stepping on PersonY's body,watchful,xAttr,1
PersonX avoids stepping on PersonY's body,to be courteous,xIntent,1
PersonX avoids stepping on PersonY's body,to not hurt person Y,xIntent,1
PersonX avoids stepping on PersonY's body,relieved did not hurt them,xReact,1
PersonX avoids stepping on PersonY's body,relaxed to keep walking,xReact,1
PersonX avoids stepping on PersonY's body,considerate,xReact,1
PersonX avoids stepping on PersonY's body,understanding,xReact,1
PersonX avoids stepping on PersonY's body,to keep the police off their trail,xWant,1
PersonX avoids stepping on PersonY's body,hide their tracks,xWant,1
PersonX avoids stepping on PersonY's body,stepping y body,xWant,1
PersonX avoids stepping on PersonY's body,avoiding y,xWant,1
PersonX is unwilling to share,annoyed,oReact,1
PersonX is unwilling to share,frustrated,oReact,1
PersonX is unwilling to share,to convince PersonX,oWant,1
PersonX is unwilling to share,to attack PersonX,oWant,1
PersonX is unwilling to share,greedy,xAttr,1
PersonX is unwilling to share,self centered,xAttr,1
PersonX is unwilling to share,secretive,xAttr,1
PersonX is unwilling to share,unhelpful,xAttr,1
PersonX is unwilling to share,Scolded by mother,xEffect,1
PersonX is unwilling to share,Grounded for a week,xEffect,1
PersonX is unwilling to share,becomes overcome with greed,xEffect,1
PersonX is unwilling to share,keeps more of the stock,xEffect,1
PersonX is unwilling to share,to keep something to themselves,xIntent,1
PersonX is unwilling to share,to shun someone,xIntent,1
PersonX is unwilling to share,to be stingy,xIntent,1
PersonX is unwilling to share,to be mean,xIntent,1
PersonX is unwilling to share,to hoard,xNeed,1
PersonX is unwilling to share,to want resources,xNeed,1
PersonX is unwilling to share,guilty,xReact,1
PersonX is unwilling to share,blameworthy,xReact,1
PersonX is unwilling to share,indifferent,xReact,1
PersonX is unwilling to share,unconcerned,xReact,1
PersonX is unwilling to share,to run away,xWant,1
PersonX is unwilling to share,to protect their stuff,xWant,1
PersonX is unwilling to share,to keep it for themselves,xWant,1
PersonX is unwilling to share,to be shy,xWant,1
PersonX dislikes tricks,somber,xAttr,1
PersonX dislikes tricks,tightly wound,xAttr,1
PersonX dislikes tricks,uninterested,xAttr,1
PersonX dislikes tricks,bored,xAttr,1
PersonX dislikes tricks,Is untrustworthy,xEffect,1
PersonX dislikes tricks,Not funny,xEffect,1
PersonX dislikes tricks,irritated,xReact,1
PersonX dislikes tricks,indifferent,xReact,1
PersonX dislikes tricks,disappointed,xReact,1
PersonX dislikes tricks,disgusted,xReact,1
PersonX dislikes tricks,annoyed,xReact,1
PersonX dislikes tricks,bothered,xReact,1
PersonX dislikes tricks,watches comedy,xWant,1
PersonX dislikes tricks,stays alone,xWant,1
PersonX dislikes tricks,to avoid surprises,xWant,1
PersonX dislikes tricks,to stay away from people who do tricks,xWant,1
PersonX brings no one,aloof,xAttr,1
PersonX brings no one,independent,xAttr,1
PersonX brings no one,alone,xAttr,1
PersonX brings no one,depressed,xAttr,1
PersonX brings no one,feels alone,xEffect,1
PersonX brings no one,is embarrassed,xEffect,1
PersonX brings no one,to relax,xNeed,1
PersonX brings no one,to meet people,xNeed,1
PersonX brings no one,to be invited to a party,xNeed,1
PersonX brings no one,to be invited to a wedding,xNeed,1
PersonX brings no one,lonely,xReact,1
PersonX brings no one,alone,xReact,1
PersonX brings no one,mean,xReact,1
PersonX brings no one,to watch movie,xWant,1
PersonX brings no one,to switch off the laptop,xWant,1
PersonX brings no one,to be alone,xWant,1
PersonX brings no one,to meet someone,xWant,1
PersonX  lets the other person fail,other person is hurt,oEffect,1
PersonX  lets the other person fail,other person cries out for help,oEffect,1
PersonX  lets the other person fail,uncoordinated,oReact,1
PersonX  lets the other person fail,inept,oReact,1
PersonX  lets the other person fail,unsatisfied,oReact,1
PersonX  lets the other person fail,frustrated,oReact,1
PersonX  lets the other person fail,to be helped,oWant,1
PersonX  lets the other person fail,to be assited,oWant,1
PersonX  lets the other person fail,selfish,xAttr,1
PersonX  lets the other person fail,untruthful,xAttr,1
PersonX  lets the other person fail,impertinent,xAttr,1
PersonX  lets the other person fail,inconsiderate,xAttr,1
PersonX  lets the other person fail,think about the reason for allowing the failure,xEffect,1
PersonX  lets the other person fail,think about how to make it up in the future,xEffect,1
PersonX  lets the other person fail,someone to learn a lesson,xIntent,1
PersonX  lets the other person fail,to be a teacher,xIntent,1
PersonX  lets the other person fail,unresponsible,xReact,1
PersonX  lets the other person fail,justified,xReact,1
PersonX  lets the other person fail,correct,xReact,1
PersonX  lets the other person fail,right,xReact,1
PersonX  lets the other person fail,to see them get hurt,xWant,1
PersonX  lets the other person fail,be pushed above them,xWant,1
PersonX  lets the other person fail,to be indifferent,xWant,1
PersonX  lets the other person fail,to be unbothered,xWant,1
PersonX spends less time with personY,lonely,oReact,1
PersonX spends less time with personY,distant,oReact,1
PersonX spends less time with personY,confused,oReact,1
PersonX spends less time with personY,sad,oReact,1
PersonX spends less time with personY,distant,xAttr,1
PersonX spends less time with personY,unfriendly,xAttr,1
PersonX spends less time with personY,cold,xAttr,1
PersonX spends less time with personY,insulted,xAttr,1
PersonX spends less time with personY,more alone time,xIntent,1
PersonX spends less time with personY,to think things over without influence,xIntent,1
PersonX spends less time with personY,to get away from person Y,xIntent,1
PersonX spends less time with personY,to move on,xIntent,1
PersonX spends less time with personY,guilty,xReact,1
PersonX spends less time with personY,like they are not attentive enough,xReact,1
PersonX spends less time with personY,bored,xReact,1
PersonX spends less time with personY,agitated,xReact,1
PersonX spends less time with personY,to go out with his girlfriend,xWant,1
PersonX spends less time with personY,to go shopping,xWant,1
PersonX spends less time with personY,to spend more time with them,xWant,1
PersonX spends less time with personY,to know them better,xWant,1
PersonX urges PersonY to refuse,they sweat from the pressure,oEffect,1
PersonX urges PersonY to refuse,they stumble,oEffect,1
PersonX urges PersonY to refuse,person y feel vulnerable,oEffect,1
PersonX urges PersonY to refuse,person y get anguish,oEffect,1
PersonX urges PersonY to refuse,to get detail from x,oWant,1
PersonX urges PersonY to refuse,to understand the reasoning of x,oWant,1
PersonX urges PersonY to refuse,forceful,xAttr,1
PersonX urges PersonY to refuse,aggressive,xAttr,1
PersonX urges PersonY to refuse,responsible,xAttr,1
PersonX urges PersonY to refuse,disciplined,xAttr,1
PersonX urges PersonY to refuse,to protect PersonY from scam,xIntent,1
PersonX urges PersonY to refuse,to avoid the headache that will follow,xIntent,1
PersonX urges PersonY to refuse,to cause a fight,xIntent,1
PersonX urges PersonY to refuse,to be alone,xIntent,1
PersonX urges PersonY to refuse,relieved that PersonY listened,xReact,1
PersonX urges PersonY to refuse,angry that they almost fell for it,xReact,1
PersonX urges PersonY to refuse,spiteful,xReact,1
PersonX urges PersonY to refuse,mean,xReact,1
PersonX urges PersonY to refuse,to talk with Y,xWant,1
PersonX urges PersonY to refuse,to explain their viewpoint,xWant,1
PersonX urges PersonY to refuse,to avoid y,xWant,1
PersonX urges PersonY to refuse,and move on,xWant,1
PersonX is of no interest to PersonY,to look for interesting people,oWant,1
PersonX is of no interest to PersonY,to leave PersonX alone,oWant,1
PersonX is of no interest to PersonY,INDEPENDENT,xAttr,1
PersonX is of no interest to PersonY,ALONE,xAttr,1
PersonX is of no interest to PersonY,uninteresting,xAttr,1
PersonX is of no interest to PersonY,boring,xAttr,1
PersonX is of no interest to PersonY,dull,xAttr,1
PersonX is of no interest to PersonY,Devastated emotionally,xEffect,1
PersonX is of no interest to PersonY,Cannot sleep at night,xEffect,1
PersonX is of no interest to PersonY,bad,xReact,1
PersonX is of no interest to PersonY,ignored,xReact,1
PersonX is of no interest to PersonY,unwanted,xReact,1
PersonX is of no interest to PersonY,not liked,xReact,1
PersonX is of no interest to PersonY,to live their life,xWant,1
PersonX is of no interest to PersonY,to avoid PersonY,xWant,1
PersonX is of no interest to PersonY,to become interesting to PersonY,xWant,1
PersonX is of no interest to PersonY,to ignore PersonY,xWant,1
Person X fails PersonY's mission,is punished,oEffect,1
Person X fails PersonY's mission,reprimanded,oEffect,1
Person X fails PersonY's mission,disappointed,oReact,1
Person X fails PersonY's mission,annoyed,oReact,1
Person X fails PersonY's mission,to shout at PersonX for failure,oWant,1
Person X fails PersonY's mission,to assign a new assignment,oWant,1
Person X fails PersonY's mission,to fire personx,oWant,1
Person X fails PersonY's mission,to suspend personx,oWant,1
Person X fails PersonY's mission,unqualified,xAttr,1
Person X fails PersonY's mission,lacking in skill,xAttr,1
Person X fails PersonY's mission,incapable,xAttr,1
Person X fails PersonY's mission,helpless,xAttr,1
Person X fails PersonY's mission,is reprimanded,xEffect,1
