p,q,r,output
Person X has no more children,to eat with PersonX,xIntent,0
PersonX doesn't refuse PersonY's gift.,unwelcoming,xWant,0
PersonX doesn't avoid eye contact with PersonY,alone,xAttr,0
PersonX is in no way very kind to PersonY,greedy,xAttr,0
Person X doesn't avoid Person Y's friends.,bothered,xWant,0
PersonX denies that they write stories,to hide something from PersonY,xEffect,0
PersonX avoids PersonX's mom,Be consider innocent,xNeed,0
PersonX doesn't resist lying next to PersonY,like they don't have to be nice,oEffect,0
PersonX ceases putting PersonY's hands up,to find an another way,oEffect,0
PersonX dismantles PersonY's organization,not advance in life,oWant,0
PersonX rarely accepts PersonY's proposal,To be don't go early,xWant,0
PersonX avoids finding a date,to keep distant,xEffect,0
PersonX seldomly doesn't ask PersonY to see,get stuck,xReact,0
PersonX is under no circumstances a really nice guy,don't be rebellious,xAttr,0
PersonX parks without incident.,distant,xEffect,0
PersonX doesn't avoid a fight with PersonY,to beat persony,xReact,0
PersonX avoids PersonX's mom,stays still,xReact,0
PersonX gives PersonY no battle,uncaring,xIntent,0
PersonX really doesn't unwant a new car,make a commitment,xAttr,0
PersonX never doesn't purchase tickets,resilient,xAttr,0
PersonX under no circumstances doesn't play professional basketball,Unsatisfied,xAttr,0
PersonX doesn't urge PersonY to refuse,upset,oEffect,0
PersonX doesn't go well without PersonY,Avoid person Y,oWant,0
PersonX doesn't avoid PersonY,to observe PersonY,xReact,0
PersonX no longer trains,Don't stop being friends with person,xWant,0
PersonX doesn't avoid PersonX's friends.,Careless,xIntent,0
PersonX invites a few people.,unable,xWant,0
PersonX wants nothing to do with PersonY,not neglectful,xAttr,0
PersonX doesn't refuse to speak to PersonY.,loathing,oEffect,0
PersonX doesn't discourage PersonY.,curious about X avoiding them,xEffect,0
PersonX disavows the real estate deed.,stay alone,xNeed,0
PersonX takes it uneasy,help,xAttr,0
PersonX rarely failed,try to purchase additional service from this company,xAttr,0
PersonX avoids wanting to leave PersonY,sad,xNeed,0
PersonX hardly ever pushes PersonY on the ground,not happy,xAttr,0
PersonX doesn't disapprove releasing PersonY,to hate the band,xReact,0
PersonX has met PersonY's parents.,impolite,xReact,0
PersonX halts making decisions for PersonY,careful,xIntent,0
PersonX resists biting PersonY's tongue,find places to put things,xNeed,0
PersonX disengages PersonY's attention,manipulated,xWant,0
PersonX denys PersonY treatment,get close to Y,xWant,0
PersonX stops racing PersonY's friend,curmudgeon,xIntent,0
PersonX asks PersonY nothing,not interested,xIntent,0
PersonX refused to play checkers with PersonY.,not fearful,xAttr,0
PersonX ceases playing ball,unconcerned,xWant,0
PersonX doesn't give PersonY no battle,satisfied,oReact,0
PersonX doesn't disapprove following PersonY's home,agitated,xReact,0
PersonX doesn't spend some time in the absence of PersonY,scared,xAttr,0
PersonX buys no bread,don't be alone,xReact,0
PersonX is on no condition invited to a party,is upset,xEffect,0
PersonX doesn't refuse to help PersonY.,off-putting,xReact,0
PersonX has never met PersonY's parents.,not upsset,xAttr,0
PersonX avoids PersonX's family.,to work hard,xWant,0
PersonX doesn't spend some time in the absence of PersonY,reclusive,oWant,0
PersonX is by no means PersonY's passion,play others sports,oReact,0
PersonX never takes PersonY to see,not distant,xAttr,0
PersonX refused to take PersonY's order.,don't avoid any awkward workplace-altering events,xAttr,0
PersonX is of no interest to PersonY,logical,xAttr,0
PersonX never makes fun of PersonY,liked,xIntent,0
PersonX not at all grabs PersonY's purse,Don't win a scholarship,xIntent,0
PersonX has problem with giving PersonY a book,not warm,oEffect,0
PersonX hardly ever doesn't call customer service,forgetful,xIntent,0
PersonX fails to invite PersonY's friends and family.,Doesn't keep their job,xAttr,0
PersonX doesn't hire no one,busy,xEffect,0
PersonX avoids PersonX's family.,lazy,xWant,0
PersonX avoids buying a cake,enjoyment,xNeed,0
PersonX rarely gives PersonY's hand,to teach person y a lesson,oReact,0
PersonX hardly looks for PersonY,not Bore,oWant,0
PersonX would avoid PersonY,uncomfortable,xAttr,0
Person could find a time to ask.,preoccupied,xWant,0
PersonX fails high school,lonely,xEffect,0
PersonX doesn't avoid all contact with PersonY.,to enslave persony,xIntent,0
PersonX on no condition drops PersonY's arms,to throw water on Y so that he will stop pestering him,oEffect,0
PersonX gives PersonY no tips,cries by himself,xReact,0
PersonX never doesn't wear PersonY's helmet,disinterested,xWant,0
PersonX seldomly doesn't ask PersonY to see,gets yelled at by personx,xAttr,0
PersonX never flies to PersonY,their friend choices to be respected,xWant,0
PersonX never wants to see PersonY again.,don't sleep,xNeed,0
PersonX doesn't disagree to try it,exercises patience,xAttr,0
PersonX rarely doesn't give PersonY some tips,that personX can be judgmental,xReact,0
PersonX doesn't resist giving PersonY a clue,avoid it,xEffect,0
PersonX pretends to dislike it,gets phone call,xAttr,0
PersonX refuses to bring PersonX's daughter,There isn't no number,oEffect,0
PersonX prevents themselves from swerving off the road,not unwanted,xAttr,0
PersonX doesn't displease PersonY's partner,to make a new friend,oEffect,0
PersonX avoiding hide and seek.,don't ignore PersonY,xReact,0
PersonX doesn't halt making decisions for PersonY,turn their head away,xReact,0
PersonX dislikes personY,tears come out,xReact,0
PersonX seldomly doesn't take PersonY's husband,frowns,xReact,0
PersonX hardly ever doesn't lift PersonY's hands,to avoid X in the future,xReact,0
PersonX in no way misses PersonX's friends,Don't talk to an eye doctor,oReact,0
PersonX doesn't avoid killing PersonY animal,insulted,xNeed,0
PersonX doesn't borrow no money,to be left alone,xEffect,0
PersonX is unafraid of the water,fails their task,oEffect,0
PersonX doesn't avoid releasing PersonY's hand,to set things right,oWant,0
PersonX  lets the other person fail,is thanked,xReact,0
PersonX avoids touching PersonY,becomes awkward,xReact,0
PersonX doesn't refuse to get out of PersonY's car,is pushed down,xWant,0
PersonX not at all looks PersonY straight in the eye,not decisive,oWant,0
PersonX not by any means turns PersonY's back on PersonY,To get criticize,oReact,0
PersonX no longer doesn't cheer loudly,disappointed,oWant,0
PersonX doesn't untie PersonY's shoes,closed-minded,xWant,0
PersonX disproves PersonX's innocence,competitive,xNeed,0
PersonX thinks PersonY incapable of learning.,not Reject,oEffect,0
PersonX  opposes PersonY's stance,passive,xReact,0
PersonY isn't unconvinced by PersonX to do otherwise,prudent and responsible,xWant,0
PersonX hardly ever pushes PersonY on the ground,to destroy the business,xWant,0
PersonX spends some time without PersonY,not mean,xReact,0
PersonX doesn't stop PersonY from studying,repentant,xAttr,0
PersonX refuses to speak of PersonY,upsset,oReact,0
PersonX unpacks PersonY's stuff.,not Control,xAttr,0
PersonX avoid hide and seek.,punishing,xAttr,0
PersonX stays at home and has no friends.,don't end a transaction,xEffect,0
PersonX intentionally doesn't avoid and ignores PersonY,unsatisfied,xReact,0
PersonX gives PersonY a disadvantage,don't know PersonY's friend,xAttr,0
PersonX gives PersonY a disadvantage,not unwanted,xEffect,0
PersonX wants to avoid time with PersonY.,don't focus on their own pet,xEffect,0
PersonX discontinues doing PersonY's research,has no bad feelings,xWant,0
PersonX avoids PersonY's lips.,be somewhere else,xEffect,0
PersonX doesn't spend less time with personY,becomes sad with person x,xReact,0
PersonX dislikes PersonY anymore,to do something else,xWant,0
PersonX refuses to make love to PersonY,Don't get person y fired,xEffect,0
PersonX has never met PersonY's parents.,content,xAttr,0
PersonX is barely proud of PersonY's work,annoyed,oEffect,0
PersonX not by any means doesn't give PersonY the information,rebellious,oReact,0
PersonX doesn't deny that they tell PersonY's parents,unsatisfied,oEffect,0
PersonX avoids meeting PersonY.,not Disapoint,xAttr,0
PersonX hardly ever doesn't support PersonY's family,incompetent,xAttr,0
PersonX restrains themselves from buying PersonY ice cream,prudent,xAttr,0
PersonX refuses to sit at PersonY's table,ingenious,oWant,0
PersonX refuses to help PersonY with chores,Doesn't get frustrated,xAttr,0
PersonX by no means doesn't go fishing with PersonY's father,to work,oWant,0
PersonX by no means returns PersonY's phone,not uncomfortable,xAttr,0
PersonX opposes PersonY's weight,Cringes at burn food,oReact,0
PersonX would avoid PersonY,Don't go out and find something to do,xReact,0
PersonX no longer cheers loudly,do it anyway,xAttr,0
PersonX unties PersonY's hair,to part ways with PersonY,oEffect,0
PersonX opposes supporting PersonY's cause,to speak to someone else,xWant,0
PersonX under no circumstances tries to talk to PersonY,to back a little step,xWant,0
PersonX doesn't have trouble with owing PersonY money,to find another companion,xReact,0
PersonX hardly ever calls customer service,forgetful,xIntent,0
PersonX disengages PersonY in conversation,to apologize,xWant,0
PersonX discontinues calling PersonY's wife,not careful,xAttr,0
PersonX doesn't untie PersonY's hair,they don't get the item,xNeed,0
PersonX doesn't spend less time with personY,distracted,xAttr,0
PersonX refuses to help PersonY.,trying to win against person y,oEffect,0
PersonX opposes PersonY,to be angry with PersonX,xAttr,0
PersonX seldomly doesn't invite PersonY to PersonX's house,rude,xEffect,0
PersonX disagrees to PersonY agreement,don't stop playing,xReact,0
PersonX avoids PersonX's family.,to know the other person,xReact,0
PersonX resists giving PersonY employment,not disinterested,xIntent,0
PersonX stops speaking to PersonX's wife,not Offend,xWant,0
PersonX doesn't want to hang out without PersonY,fatherless,xEffect,0
PersonX refuses to contact PersonY,Doesn't ignore PersonX,xAttr,0
PersonX fails to impress PersonY.,not sore,xAttr,0
PersonX doesn't deny that they pick up PersonY's bag,uncaring,xIntent,0
PersonX doesn't discontinue turning PersonY's head,to be angry at PersonY,oWant,0
PersonX doesn't refuse to set foot in Texas,to save their energy,xWant,0
PersonX leaves without paying.,Doesn't apologize,xAttr,0
PersonX under no circumstances doesn't go to the beach with PersonY's friends,plan a way to dismantle the organization,xIntent,0
PersonX hardly ever sees PersonY,Isn't also charmed by him,xEffect,0
PersonX doesn't stop calling PersonY friend,incompetant,xWant,0
PersonX doesn't pretend to dislike it,be allowed to go,xIntent,0
PersonX doesn't think PersonY incapable of learning.,to make Y made,oReact,0
PersonX doesn't overcook spaghetti.,Forced to find new friends,xAttr,0
PersonX stops coming after PersonY,thinks about things he can't afford to buy,xAttr,0
PersonX on no condition unpacks PersonY's things,not ingenious,xIntent,0
PersonX doesn't cease taking care of PersonX's children,sad,xReact,0
PersonX asks PersonY nothing,Gets scream at,xWant,0
PersonX doesn't stop touching PersonX's head.,still be friends with person y,xIntent,0
PersonX avoids PersonY's closet,Yarn gets tangle,xWant,0
PersonX avoids PersonY's friends,don't get into an argument,xReact,0
PersonX doesn't stop turning in homework,to find someone else to dance with,xWant,0
PersonX remains unquiet,to avoid talking to person y,xIntent,0
PersonX denies PersonY notice,not bad,xReact,0
PersonX doesn't refuse to make love to PersonY,to be interested in personx crush,xEffect,0
PersonX makes no attempt to find the problem,not timid,xEffect,0
PersonX doesn't forbid themselves from leaving PersonY in the lurch,alone,xReact,0
PersonX refuses PersonY's help.,loyal to accomplices,xAttr,0
PersonX decides to refuse help to PersonY.,Doesn't cry out in pain,xNeed,0
PersonX restrains themselves from eating pumpkin pie,Don't do something else,xIntent,0
PersonX on no condition calls PersonY's friend,Don't maintain job,xReact,0
PersonX doesn't stop evaluating PersonY's performance,to save their money,xNeed,0
PersonX doesn't refuse to look at PersonY,to be invited to a wedding,xWant,0
Person X  never goes to Person Y's home,stay home,oReact,0
PersonX isn't usually somber and rarely laughs,look for someone else to care for them,xWant,0
PersonX avoids talking to PersonY.,naps,xReact,0
PersonX doesn't deny that they see a shark,to stay home,oReact,0
PersonX doesn't dismantle PersonY's organization,angry,oEffect,0
PersonX prevents PersonY from winning,not Collect,xWant,0
PersonX doesn't prevent PersonY from staying,helpless,xAttr,0
PersonX has trouble with throwing PersonY out,not frugal,oReact,0
PersonX doesn't see no friends,distant,xAttr,0
PersonX stops enjoying the music,don't make their own cake,xReact,0
PersonX avoids PersonX's friends.,Don't voice their decision,oReact,0
PersonX resists giving PersonY employment,angry,xWant,0
PersonX isn't scarcely in a lot of trouble,plan a way to dismantle the organization,xAttr,0
PersonX refuses to speak to PersonY.,Doesn't think about organizing newly unpacked stuff,xNeed,0
PersonX never saw PersonY again,not individualistic,xEffect,0
PersonX avoids PersonY's gestures,be close to personY,xWant,0
PersonX doesn't disagree to try it,to put on a good front,xNeed,0
PersonX avoids PersonY,dance with someone else,xIntent,0
PersonX never gets a girlfriend,Scolded by colleagues,xAttr,0
PersonX avoids becoming a writer,like other participants are more talented that they are,xNeed,0
PersonX doesn't refuse to look at PersonY,to be left alone,oReact,0
PersonX dislikes school,has no bad feelings,xWant,0
PersonX stops reducing PersonX's costs,Doesn't become upset at themselves,xEffect,0
PersonX rarely gives PersonY another chance,a loner,xReact,0
PersonX urges PersonY to refuse,guilty,xAttr,0
PersonX is under no circumstances able to go,to get an invitation to see the band,xNeed,0
PersonX is unwilling to share,not rigid,xReact,0
PersonX creates no opportunity,cold-blooded,xWant,0
PersonX doesn't refuse to call on PersonY,to lock the house,xIntent,0
PersonX doesn't oppose securing PersonY's release,keeps an employee,oWant,0
PersonX no longer goes to PersonY's friend's house,not uninterested,oReact,0
PersonX has no fun,don't spread love,xAttr,0
PersonX doesn't dislike PersonX's grandparents,peaceful,xWant,0
PersonX has a lack of health issues,irritated,xWant,0
PersonX applies to few jobs,to talk to PersonX,xWant,0
PersonX discontinues bringing PersonY inside,to avoid an accident,xNeed,0
PersonX doesn't refuse to help,to have an opinion,xReact,0
PersonX avoids  PersonY,to talk to PersonX,xAttr,0
PersonX denies PersonY power,Someone to don't learn a lesson,xAttr,0
PersonX really doesn't unwant a new car,rejected,xWant,0
PersonX doesn't deny PersonY notice,bad,xReact,0
PersonX doesn't give nothing to PersonY,intimidated,xReact,0
PersonX has a lack of health issues,don't chase,xReact,0
PersonX is ungrateful to everyone,not nice,xWant,0
PersonX doesn't have problem with letting PersonY win,start the research,xWant,0
PersonX doesn't avoid PersonY's shoulder,to shame PersonY,xWant,0
PersonX dislikes PersonY's food,unfriendly,oWant,0
PersonX has never met PersonY's parents.,not impolite,xReact,0
PersonX stops calling PersonY friend,not Respectful,xEffect,0
PersonX disagrees to try it,concerned,xAttr,0
PersonX doesn't dislike to cook,hurt,xWant,0
PersonX intentionally doesn't avoid and ignores PersonY,to do something,xAttr,0
Person x never does a good job,not heedless,xReact,0
PersonX discontinues PersonX's education,don't get a plan,xReact,0
PersonX doesn't want nothing to do with PersonY,Help Y remove their coat,xNeed,0
PersonX doesn't dislike PersonY the most.,to tell PersonX to stop,xReact,0
PersonX not at all provides PersonY service,ignored,oWant,0
PersonX doesn't have trouble with ringing PersonY's bell,despondent,xEffect,0
PersonX avoids PersonX's mom,Don't save money,xIntent,0
PersonX intentionally avoids and ignores PersonY,not Exhaust,xWant,0
PersonX doesn't halt recruiting PersonY,Person Y did not do a good job,oReact,0
PersonX hardly ever pushes PersonY on the ground,to keep the peace,oWant,0
PersonX barely holds the ring,to not feel awkward,xReact,0
PersonX under no circumstances doesn't tell PersonY to call,gets confronted,xAttr,0
PersonX will never return.,unknowing,xWant,0
PersonX doesn't dislike PersonY's friend.,to be financialy in a burden,oReact,0
PersonX hardly ever gives PersonY treatment,inadequate,xAttr,0
PersonX doesn't refuse to help PersonY,try to get person y in trouble,xNeed,0
PersonX in no way doesn't miss PersonX's friends,take things slow,xEffect,0
PersonX doesn't spend some time in the absence of PersonY,to check the price of the cake,xAttr,0
PersonX is barely having a yard sale,not tech smart,xReact,0
PersonX hardly sees PersonY's aunt,Don't ask why the job stopped,xEffect,0
PersonX hardly starts talking to PersonY,to be alone,xReact,0
PersonX never doesn't visit PersonY's relatives,unphysical,xAttr,0
PersonX never didn't see PersonX's friends again,to go tuition to develop the skill,xAttr,0
PersonX barely ever calls PersonY's boyfriend,to show persony,xAttr,0
PersonX hardly ever doesn't see PersonY,absent minded,xReact,0
PersonX doesn't avoid becoming a writer,to stand up to PersonY,xAttr,0
PersonX doesn't stop racing PersonY's friend,to be at a restaurant,oWant,0
PersonX undrapes herself across chest,Can make blanket,xWant,0
PersonX plays games in the absence of PersonX's friends,Busy,xWant,0
PersonX avoids PersonX's boss,Be ask for information,oEffect,0
PersonX rarely doesn't hold out PersonY's arms,to have power,xWant,0
PersonX doesn't ask PersonY nothing,annoyed,xReact,0
PersonX doesn't have no influence on PersonY decisions.,mean,xWant,0
PersonX never doesn't fly to PersonY,betrayed,xNeed,0
PersonX refuses PersonY's gift.,secretive,oEffect,0
PersonX not by any means kills PersonY's husband,to be forgetful,xIntent,0
PersonX makes a unsatisfactory grade,uncaring,xEffect,0
PersonX makes no noise,Doesn't have a talking to,xIntent,0
PersonX is rarely driving PersonY nuts,Didn't receive criticism for cheering loud,oReact,0
PersonX hardly ever gets a job,not Depressed,xAttr,0
PersonX denies PersonY access.,Don't ignore her,xAttr,0
PersonX doesn't stop calling PersonY friend,becomes concerned,xAttr,0
PersonX never doesn't take PersonY to see,to move away,oEffect,0
PersonX doesn't avoid becoming a writer,to yell at X,xReact,0
PersonX prevents PersonY from staying,to be lazy,xIntent,0
PersonX resists lying next to PersonY,to get a plan,xWant,0
PersonX not at all doesn't look PersonY straight in the eye,thinks about how empty the car trunk is,oReact,0
PersonX fails to add PersonY,don't find the ribbon,xWant,0
PersonX stops calling PersonY friend,Selfish,oWant,0
PersonX never gets a girlfriend,don't do good,xWant,0
PersonX isn't in no way very kind to PersonY,asks person y to go home,xReact,0
PersonX never doesn't visit PersonY's relatives,to reach out to their friends,xReact,0
PersonX no longer doesn't lift PersonY's head,self reliant,xWant,0
PersonX doesn't cease taking care of PersonX's children,invite guests,oReact,0
Person X never doesn't go to Person Y's home,to argue,xIntent,0
PersonX refuses to meet PersonX's mom,to hold PersonY's head,xReact,0
PersonX avoids Person Y,They mustn't find other food,xEffect,0
PersonX avoids PersonY's son.,don't avoid socializing,xReact,0
PersonX rarely hands it to PersonY,Don't respect y,oWant,0
PersonX prevents PersonY from winning,don't text X,xAttr,0
PersonX refuses to want PersonY to leave,like they want more tobacco,xIntent,0
PersonX refuses to contact PersonY,not iilitrate,xReact,0
PersonX under no circumstances tries to talk to PersonY,to never talk to PersonY,xReact,0
PersonX doesn't avoid PersonX's mom,have alone time,xWant,0
PersonX avoids all contact with PersonY.,to try and keep their hair looking good for the photo,oWant,0
PersonX discontinues doing PersonY's research,avoids personY,oEffect,0
PersonX in no way misses PersonX's friends,Doesn't stress how people will judge him,oWant,0
PersonX doesn't refuse to own PersonX's own business,becomes isolated,xWant,0
PersonX isn't by no means selling cookies,check at the contest for winners,xWant,0
PersonX doesn't disquiet PersonY's mind,unpopular,xReact,0
PersonX could never enlighten PersonY,not safe,xAttr,0
PersonX denies wrongdoing to PersonX's boss.,stubborn,xWant,0
PersonX under no circumstances tries to talk to PersonY,don't set up cribs,xAttr,0
PersonX makes no noise,not independent,xWant,0
PersonX has trouble with doing PersonY's hair,Kicked out of friend group,xWant,0
PersonX isn't in no way very kind to PersonY,to (be),oEffect,0
PersonX doesn't get a ride home without PersonY,gets hit,xWant,0
PersonX doesn't have no kids,Inept,xEffect,0
PersonX stops training PersonY's dog,not disappointed,xNeed,0
PersonX refuses to look at PersonY,loving,xAttr,0
PersonX never didn't see PersonY again,resolve their differences with personX,xReact,0
PersonX has problem with giving PersonY a book,not unkind,xIntent,0
PersonX no longer doesn't go to PersonY's friend's house,to convince PersonX,xIntent,0
PersonX wants nothing to do with PersonY,not unhappy,oEffect,0
PersonX hardly ever kisses PersonY tenderly,becomes angry,xAttr,0
Person X doesn't detest and avoids person Y,understanding,xEffect,0
PersonX intentionally avoids and ignores PersonY,lost,xIntent,0
PersonX has problem with surprising PersonX's parents,to stay away from people who do tricks,oEffect,0
PersonX doesn't hire nobody,know person y,xAttr,0
PersonX refuses to give PersonY lessons,not lonely,oReact,0
PersonX refuses to sit at PersonY's table,fails,xAttr,0
PersonX discourages PersonX's wife.,Don't carry in Y's suitcase,xWant,0
PersonX would avoid PersonY,don't decide to stop judging,xEffect,0
PersonX displaces the flowers,Don't encourage personY to help themselves,xReact,0
PersonX doesn't have no kids,unaided,xIntent,0
PersonX doesn't disagree to try it,incapable,xWant,0
PersonX borrows no money,are uninformed,xAttr,0
PersonX doesn't dislike personY,relieved,xWant,0
PersonX discontinues kissing PersonY's hands,anti social,xReact,0
PersonX doesn't stop the attack,to go with person x at some point,xEffect,0
PersonX seldomly doesn't take PersonY's husband,good about themselves,oWant,0
PersonX didn't refuse to take PersonY's order.,continue working,oWant,0
PersonX is hardly running for president,to be away from PersonY,xEffect,0
PersonX avoids a party.,is warmed up by PersonX,xWant,0
PersonX ceases taking care of PersonX's children,not friendly,xNeed,0
PersonX meets no one,persony to be unsuccessful,xAttr,0
PersonX doesn't avoid PersonY,unreliable,oWant,0
PersonX opposes supporting PersonY's cause,hear the view point,xReact,0
PersonX resists lying next to PersonY,content,oEffect,0
PersonX isn't on no condition invited to a party,is upset,xEffect,0
PersonX doesn't have problem with giving PersonY a book,be cleaning Y's room,xAttr,0
PersonX is by no means PersonY's passion,not worried,xAttr,0
PersonX doesn't think PersonY incapable of learning.,rejected,oEffect,0
PersonX denies that they demonstrate PersonX's ability,don't save up more,xReact,0
PersonX doesn't displace the flowers,pigheaded,xNeed,0
PersonX avoids PersonY's family.,make requested changes,xAttr,0
PersonX persuades PersonY to stop,to get a plan,xAttr,0
PersonX avoids Person Y,they must find other food,xEffect,0
PersonX dislikes school,is angry at PersonY,xReact,0
Person X usually tries to avoid Person Y.,not inconsiderate,xWant,0
PersonX avoids PersonY,don't observe PersonY,xReact,0
PersonX isn't hardly dating PersonY,sad,xWant,0
PersonX has trouble with owing PersonY money,happy,xNeed,0
PersonX has no influence,don't stay alone,xAttr,0
PersonX not by any means goes to PersonY's car,Doesn't stretch arms,xNeed,0
PersonX barely meets PersonY's mom,wishful,xWant,0
PersonX is hardly with PersonY's friends,not spent,oReact,0
PersonX doesn't refuse to dance with PersonY.,antisocial,xIntent,0
PersonX doesn't avoid PersonY.,is believed,xWant,0
PersonX doesn't refuse to invite PersonY's girlfriend,lazy,xAttr,0
PersonX opposes PersonY's weight,satisfied,oReact,0
PersonX avoids PersonY,not frowns,xReact,0
PersonX doesn't disprove PersonX's innocence,to make the waitress look bad,xAttr,0
PersonX prevents themselves from loving video games,disciplined,xIntent,0
PersonX avoids PersonY's affairs,be supported,xAttr,0
PersonX has won anything.,to reassess whether PersonY is the right fit,xReact,0
PersonX isn't unwilling to share,gets stalked,xAttr,0
PersonX has won anything.,to sustain the marriage,xReact,0
PersonX doesn't stop redoing PersonY's kitchen,to stay way,xEffect,0
PersonX spends less money,not distant,xReact,0
PersonX avoids playing with PersonY's dad.,don't work,xWant,0
PersonX never lifts a finger for PersonY.,not good,oWant,0
PersonX discontinues calling PersonY's wife,not calm,xWant,0
PersonX urges PersonY to refuse,dejected,xReact,0
PersonX discontinues doing PersonY's research,not Investigative,xReact,0
PersonX disproves PersonX's innocence,go to sleep,xWant,0
PersonX denies PersonY's friends.,don't leave PersonX alone,xReact,0
PersonX is rarely driving PersonY nuts,sad,xAttr,0
PersonX avoids finding a date,Don't apologize to PersonY,xWant,0
PersonX has no effect on PersonY,look for a good time to ask,xWant,0
PersonX no longer cheers loudly,gets threatening phone calls,xEffect,0
PersonX dislikes personY,hands on,xReact,0
PersonX stops PersonY program.,don't meet the parents,xAttr,0
PersonX doesn't avoid PersonY's parents.,be told that there is a problem,xWant,0
PersonX plays games in the absence of PersonX's friends,to get a plan,xReact,0
PersonX doesn't refuse to bring PersonX's daughter,cries,oReact,0
PersonX dislikes PersonY's friend.,breaks up with person y,xWant,0
PersonX displeases PersonY's partner,avoid personx,xIntent,0
PersonX didn't stop smoking cigarettes.,to want to keep the peace,xIntent,0
PersonX isn't barely having a yard sale,goes into debt,xIntent,0
PersonX doesn't dishonor PersonY,to find a mission,xWant,0
PersonX doesn't take it uneasy,cautious,xWant,0
PersonX doesn't discontinue PersonX's education,does not face any penalties,xEffect,0
PersonX doesn't refuse to get out of PersonY's car,to be alone,oReact,0
PersonX wants to avoid time with PersonY.,it is difficult,oReact,0
PersonX doesn't prevent themselves from loving video games,disciplined,xIntent,0
PersonX doesn't undress PersonX,to get a plan,xReact,0
PersonX doesn't deny PersonY from food.,stubborn,xAttr,0
PersonX doesn't avoid playing with PersonY's dad.,to work,xWant,0
PersonX does it without any help.,to argue with PersonX,xAttr,0
PersonX doesn't resist giving PersonY a clue,controlled,xIntent,0
PersonX denies PersonY's request,cries,oWant,0
PersonX fails PersonY's father.,Hasn't had enough of PersonY's wishy-washy-ness,xWant,0
PersonX isn't hardly with PersonY's friends,tired,oWant,0
PersonX refuses to help,Tell to try and meet someone,oWant,0
PersonX avoids new people,not disrespectful,xWant,0
PersonX invites a few people.,don't avoid trouble,xAttr,0
PersonX by no means returns PersonY's phone,not spiteful,oReact,0
PersonX hardly ever gets a job,decided,xWant,0
PersonX barely doesn't settle PersonX's affairs,to be friends,xReact,0
PersonX discontinues doing PersonY's research,don't save money,xAttr,0
PersonX parks without incident.,to meet someone,xAttr,0
Person x never does a good job,not good,xEffect,0
PersonX doesn't undress PersonX,Told to come back,xEffect,0
PersonX unties PersonY's hair,gets sweaty,xIntent,0
PersonX is avoiding PersonY.,not thankful,xReact,0
PersonX not at all doesn't persuade PersonY to leave,To be taken somewhere,xWant,0
PersonX ceases putting PersonY's hands up,repeats,xNeed,0
PersonX refuses to compromise with PersonY,poor,xWant,0
PersonX doesn't oppose PersonY,promiscuous,xIntent,0
PersonX disengages PersonY in conversation,heroic,oWant,0
PersonX is hardly with PersonY's friends,Humiliated in front of everyone,xWant,0
PersonX doesn't disengage PersonY's attention,uninstructive,xEffect,0
PersonX hardly ever meets a beautiful woman,not unsympathetic,xWant,0
PersonX brings no one,unknowing,xWant,0
PersonX not at all tells PersonY's story,stays in jail,xNeed,0
PersonX stays at home and has no friends.,not Dislike,xAttr,0
PersonX doesn't avoid PersonY,harrassed,xAttr,0
Person X is unable to fix my car,Don't obtain something,oWant,0
PersonX refuses to consider the article.,not friendly,xAttr,0
PersonX would avoid PersonY,don't have another opportunity,xWant,0
PersonX makes no attempt to know PersonY's place,become quiet,xReact,0
PersonX doesn't avoid PersonX's son.,plan for meet a person,xWant,0
PersonX fails high school,not lonely,xEffect,0
PersonX is unafraid of the water,Doesn't fail their task,oEffect,0
PersonX doesn't disjoin the army,Carried to bed by boyfriend,xNeed,0
PersonX discontinues calling PersonY's wife,not Bother,xWant,0
PersonX has no interest in skateboards,Don't put on a different outfit,xAttr,0
PersonX refuses PersonY,Doesn't exercise patience,xWant,0
PersonX dislikes a boy,not lonely,xWant,0
PersonX avoids PersonY's friends,not confused,xWant,0
PersonX never didn't see PersonY again,have a great time at the gathering,xAttr,0
PersonX refuses to bring PersonX's daughter,disinclined,xReact,0
PersonX doesn't oppose offering a job,to hangout with person y alone,xReact,0
PersonX doesn't refuse to play beach volleyball,selfish,xAttr,0
PersonX never visits PersonY's relatives,not stressed,xNeed,0
PersonX isn't hardly dating PersonY,to be playing ball,xEffect,0
PersonX never listens to PersonY's favorite song.,fearful,xWant,0
PersonX doesn't restrain themselves from eating pumpkin pie,to be alone,xIntent,0
PersonX denied there was a problem,is smothered in kisses,xIntent,0
PersonX doesn't dislike PersonX's grandparents,to do physical labor,xReact,0
PersonX not by any means turns PersonY's back on PersonY,brave,xAttr,0
PersonX avoids touching PersonY,hairy,oEffect,0
PersonX barely ever calls PersonY's boyfriend,don't disrespect person y,xReact,0
PersonX intentionally avoids and ignores PersonY,go take a shower,oWant,0
PersonX doesn't urge PersonY to refuse,frustrated,oWant,0
PersonX doesn't hire no one,take a shower,xNeed,0
PersonX doesn't disapprove releasing PersonY,enjoy the guests that arrived,xAttr,0
PersonX avoids eye contact with PersonY,careful,xReact,0
PersonX displeases PersonY's partner,to avoid confrontation,xNeed,0
PersonX under no circumstances doesn't go to the beach with PersonY's friends,avoidant,xReact,0
PersonX doesn't oppose supporting PersonY's cause,annoyed,xNeed,0
PersonX dishonors PersonY,safe,xIntent,0
