p,q,r,output
PersonX does not let PersonY sign up,them to go away,xWant,1
PersonX does not let PersonY sign up,to kick them out,xWant,1
PersonX does not let PersonY sign up,advice y,xWant,1
PersonX does not let PersonY sign up,earn more,xWant,1
PersonX can not wait to see PersonY,impatient,xAttr,1
PersonX can not wait to see PersonY,yearning,xAttr,1
PersonX can not wait to see PersonY,UNEXPECTED,xAttr,1
PersonX can not wait to see PersonY,UNANTICIPATED,xAttr,1
PersonX can not wait to see PersonY,fidgets with excitement,xEffect,1
PersonX can not wait to see PersonY,smiles in anticipation,xEffect,1
PersonX can not wait to see PersonY,excited,xReact,1
PersonX can not wait to see PersonY,anxious,xReact,1
PersonX can not wait to see PersonY,missed,xReact,1
PersonX can not wait to see PersonY,alone,xReact,1
PersonX can not wait to see PersonY,anxious,xWant,1
PersonX can not wait to see PersonY,longing,xWant,1
PersonX can not wait to see PersonY,to welcome PersonY in their home,xWant,1
PersonX can not wait to see PersonY,to invite more people over,xWant,1
PersonX won't speak to PersonY,PersonY misses personX,oEffect,1
PersonX won't speak to PersonY,PersonY becomes sad and lonely,oEffect,1
PersonX won't speak to PersonY,gets ignored,oEffect,1
PersonX won't speak to PersonY,is avoided,oEffect,1
PersonX won't speak to PersonY,sorry,oReact,1
PersonX won't speak to PersonY,apologetic,oReact,1
PersonX won't speak to PersonY,to apologize,oWant,1
PersonX won't speak to PersonY,to go to personx's house,oWant,1
PersonX won't speak to PersonY,receive an explanation,oWant,1
PersonX won't speak to PersonY,talk to personX,oWant,1
PersonX won't speak to PersonY,cold,xAttr,1
PersonX won't speak to PersonY,unreasonable,xAttr,1
PersonX won't speak to PersonY,Upset,xAttr,1
PersonX won't speak to PersonY,Annoyed,xAttr,1
PersonX won't speak to PersonY,is confronted,xEffect,1
PersonX won't speak to PersonY,loses a friend,xEffect,1
PersonX won't speak to PersonY,them to know how disappointed they are,xIntent,1
PersonX won't speak to PersonY,them to know they are mad,xIntent,1
PersonX won't speak to PersonY,to get into an argument,xNeed,1
PersonX won't speak to PersonY,to become angry with persony,xNeed,1
PersonX won't speak to PersonY,know personY,xNeed,1
PersonX won't speak to PersonY,be compelled not to speak,xNeed,1
PersonX won't speak to PersonY,like they made a point,xReact,1
PersonX won't speak to PersonY,a little guilty,xReact,1
PersonX won't speak to PersonY,sad,xReact,1
PersonX won't speak to PersonY,unwanted,xReact,1
PersonX won't speak to PersonY,to turn off his phone,xWant,1
PersonX won't speak to PersonY,to stay home alone,xWant,1
PersonX won't speak to PersonY,explain,xWant,1
PersonX won't speak to PersonY,avoid personY,xWant,1
PersonX does not like PersonY's friends.,hurt,oReact,1
PersonX does not like PersonY's friends.,upset,oReact,1
PersonX does not like PersonY's friends.,confused,oReact,1
PersonX does not like PersonY's friends.,worried,oReact,1
PersonX does not like PersonY's friends.,resented,oReact,1
PersonX does not like PersonY's friends.,ignored,oReact,1
PersonX does not like PersonY's friends.,their friends to get along,oWant,1
PersonX does not like PersonY's friends.,to get PersonX to hang out anyway,oWant,1
PersonX does not like PersonY's friends.,to find out why PersonX doesn't like their other friends,oWant,1
PersonX does not like PersonY's friends.,everyone to get along,oWant,1
PersonX does not like PersonY's friends.,no drama between friends,oWant,1
PersonX does not like PersonY's friends.,cold,xAttr,1
PersonX does not like PersonY's friends.,aloof,xAttr,1
PersonX does not like PersonY's friends.,hard to please,xAttr,1
PersonX does not like PersonY's friends.,standoffish,xAttr,1
PersonX does not like PersonY's friends.,reserved,xAttr,1
PersonX does not like PersonY's friends.,petty,xAttr,1
PersonX does not like PersonY's friends.,rude,xAttr,1
PersonX does not like PersonY's friends.,unique,xAttr,1
PersonX does not like PersonY's friends.,different,xAttr,1
PersonX does not like PersonY's friends.,to meet PersonY's friends,xNeed,1
PersonX does not like PersonY's friends.,to try to get to know PersonY's friends,xNeed,1
PersonX does not like PersonY's friends.,to meet the group of pals,xNeed,1
PersonX does not like PersonY's friends.,to be put off by their personalities,xNeed,1
PersonX does not like PersonY's friends.,annoyed,xReact,1
PersonX does not like PersonY's friends.,frustrated,xReact,1
PersonX does not like PersonY's friends.,bothered,xReact,1
PersonX does not like PersonY's friends.,sad,xReact,1
PersonX does not like PersonY's friends.,lonely,xReact,1
PersonX does not like PersonY's friends.,pique,xReact,1
PersonX does not like PersonY's friends.,disdain,xReact,1
PersonX does not like PersonY's friends.,to tell them so,xWant,1
PersonX does not like PersonY's friends.,to go away,xWant,1
PersonX does not like PersonY's friends.,to meet with PersonY one on one,xWant,1
PersonX does not like PersonY's friends.,to avoid PersonY's friends,xWant,1
PersonX does not like PersonY's friends.,to spend time alone with Person Y,xWant,1
PersonX does not like PersonY's friends.,for them to see what jerks their friends are,xWant,1
PersonX does not like PersonY's friends.,to book the cab,xWant,1
PersonX does not like PersonY's friends.,to go hotel,xWant,1
PersonX doesn't eat it,picky,xAttr,1
PersonX doesn't eat it,fussy,xAttr,1
PersonX doesn't eat it,unhungry,xAttr,1
PersonX doesn't eat it,sated,xAttr,1
PersonX doesn't eat it,looks for something else to eat,xEffect,1
PersonX doesn't eat it,becomes hungry,xEffect,1
PersonX doesn't eat it,satsfied,xReact,1
PersonX doesn't eat it,full,xReact,1
PersonX doesn't eat it,healthy,xReact,1
PersonX doesn't eat it,hungry,xReact,1
PersonX doesn't eat it,to eat pizza,xWant,1
PersonX doesn't eat it,to eat fries,xWant,1
PersonX doesn't eat it,to diet,xWant,1
PersonX doesn't eat it,avoid snacking,xWant,1
PersonX does not know PersonY's friends or acquaintances,unintroduced,oReact,1
PersonX does not know PersonY's friends or acquaintances,confused,oReact,1
PersonX does not know PersonY's friends or acquaintances,not very social,xAttr,1
PersonX does not know PersonY's friends or acquaintances,shy,xAttr,1
PersonX does not know PersonY's friends or acquaintances,lonely,xAttr,1
PersonX does not know PersonY's friends or acquaintances,socially awkward,xAttr,1
PersonX does not know PersonY's friends or acquaintances,need to be know,xEffect,1
PersonX does not know PersonY's friends or acquaintances,get something to learn,xEffect,1
PersonX does not know PersonY's friends or acquaintances,to have more friends,xNeed,1
PersonX does not know PersonY's friends or acquaintances,to talk with the friends,xNeed,1
PersonX does not know PersonY's friends or acquaintances,solitary,xReact,1
PersonX does not know PersonY's friends or acquaintances,uninvolved,xReact,1
PersonX does not know PersonY's friends or acquaintances,isolated,xReact,1
PersonX does not know PersonY's friends or acquaintances,lonely,xReact,1
PersonX does not know PersonY's friends or acquaintances,to meet PersonY's friends and acquaintances,xWant,1
PersonX does not know PersonY's friends or acquaintances,to schedule with PersonY,xWant,1
PersonX does not know PersonY's friends or acquaintances,to learn about person y,xWant,1
PersonX does not know PersonY's friends or acquaintances,to be a good friend of person y,xWant,1
Person X decides not to tell Person Y,left in the dark,oEffect,1
Person X decides not to tell Person Y,sneaky,xAttr,1
Person X decides not to tell Person Y,secretive,xAttr,1
Person X decides not to tell Person Y,quiet,xAttr,1
Person X decides not to tell Person Y,anti social,xAttr,1
Person X decides not to tell Person Y,sectretive,xReact,1
Person X decides not to tell Person Y,dependable,xReact,1
Person X decides not to tell Person Y,secretive,xReact,1
Person X decides not to tell Person Y,mean,xReact,1
Person X decides not to tell Person Y,to go home,xWant,1
Person X decides not to tell Person Y,to talk to someone,xWant,1
PersonX does not grab PersonY's bags,they carry the bags,oEffect,1
PersonX does not grab PersonY's bags,they leave them,oEffect,1
PersonX does not grab PersonY's bags,grateful,oReact,1
PersonX does not grab PersonY's bags,relieved,oReact,1
PersonX does not grab PersonY's bags,to confront personx,oWant,1
PersonX does not grab PersonY's bags,to yell at personx,oWant,1
PersonX does not grab PersonY's bags,get someone to help,oWant,1
PersonX does not grab PersonY's bags,put the bags down,oWant,1
PersonX does not grab PersonY's bags,rude,xAttr,1
PersonX does not grab PersonY's bags,thoughtless,xAttr,1
PersonX does not grab PersonY's bags,uncaring,xAttr,1
PersonX does not grab PersonY's bags,selfish,xAttr,1
PersonX does not grab PersonY's bags,doesn't think of others,xAttr,1
PersonX does not grab PersonY's bags,persony to go,xIntent,1
PersonX does not grab PersonY's bags,to be alone,xIntent,1
PersonX does not grab PersonY's bags,to be respectful,xIntent,1
PersonX does not grab PersonY's bags,to not steal,xIntent,1
PersonX does not grab PersonY's bags,worried,xReact,1
PersonX does not grab PersonY's bags,sad,xReact,1
PersonX does not grab PersonY's bags,nice,xReact,1
PersonX does not grab PersonY's bags,respectful,xReact,1
PersonX does not grab PersonY's bags,to lose personY's bags,xWant,1
PersonX does not grab PersonY's bags,to be free of heavy loads,xWant,1
PersonX does not grab PersonY's bags,leave personY alone,xWant,1
PersonX does not grab PersonY's bags,carry their own bags,xWant,1
PersonX cannot find anyone to take to the prom.,alone,xAttr,1
PersonX cannot find anyone to take to the prom.,unwanted,xAttr,1
PersonX cannot find anyone to take to the prom.,despondent,xAttr,1
PersonX cannot find anyone to take to the prom.,embarrassed,xAttr,1
PersonX cannot find anyone to take to the prom.,doesn't go to prom,xEffect,1
PersonX cannot find anyone to take to the prom.,is depressed,xEffect,1
PersonX cannot find anyone to take to the prom.,lonely,xReact,1
PersonX cannot find anyone to take to the prom.,confused,xReact,1
PersonX cannot find anyone to take to the prom.,sad,xReact,1
PersonX cannot find anyone to take to the prom.,upset,xReact,1
PersonX cannot find anyone to take to the prom.,find a date,xWant,1
PersonX cannot find anyone to take to the prom.,stay home,xWant,1
PersonX cannot find anyone to take to the prom.,Plan for go outside,xWant,1
PersonX cannot find anyone to take to the prom.,ask friends to join,xWant,1
Person X does not get what Person Y needed,is left without something that is needed,oEffect,1
Person X does not get what Person Y needed,loses a friend,oEffect,1
Person X does not get what Person Y needed,upset,oReact,1
Person X does not get what Person Y needed,angry,oReact,1
Person X does not get what Person Y needed,to have what they need,oWant,1
Person X does not get what Person Y needed,for PersonX to come through for them,oWant,1
Person X does not get what Person Y needed,insensitive,xAttr,1
Person X does not get what Person Y needed,unsympathetic,xAttr,1
Person X does not get what Person Y needed,unkind,xAttr,1
Person X does not get what Person Y needed,mean,xAttr,1
Person X does not get what Person Y needed,PersonX is yelled at,xEffect,1
Person X does not get what Person Y needed,PersonX is scolded by personY,xEffect,1
Person X does not get what Person Y needed,gets scolded,xEffect,1
Person X does not get what Person Y needed,gets asked to get the items,xEffect,1
Person X does not get what Person Y needed,to make a shopping list,xNeed,1
Person X does not get what Person Y needed,to drive to the store,xNeed,1
Person X does not get what Person Y needed,guilty,xReact,1
Person X does not get what Person Y needed,ashamed for not doing what was needed,xReact,1
Person X does not get what Person Y needed,unhappy,xReact,1
Person X does not get what Person Y needed,sad,xReact,1
Person X does not get what Person Y needed,to look around for alternatives,xWant,1
Person X does not get what Person Y needed,to make it up to PersonY with dinner,xWant,1
Person X does not get what Person Y needed,to get what PersonY needs,xWant,1
Person X does not get what Person Y needed,to not make PersonY angry,xWant,1
PersonX does not talk.,stirred up,oReact,1
PersonX does not talk.,annoyed,oReact,1
PersonX does not talk.,reserved,xAttr,1
PersonX does not talk.,shy,xAttr,1
PersonX does not talk.,silent,xAttr,1
PersonX does not talk.,hushed,xAttr,1
PersonX does not talk.,gets asked what is wrong,xEffect,1
PersonX does not talk.,is left alone,xEffect,1
PersonX does not talk.,loses friends,xEffect,1
PersonX does not talk.,becomes awkward in social situations,xEffect,1
PersonX does not talk.,to remain distant,xIntent,1
PersonX does not talk.,to keep out of it,xIntent,1
PersonX does not talk.,to stay quiet,xIntent,1
PersonX does not talk.,to not look dumb,xIntent,1
PersonX does not talk.,aloof,xReact,1
PersonX does not talk.,separate,xReact,1
PersonX does not talk.,quiet,xReact,1
PersonX does not talk.,ignored,xReact,1
PersonX does not talk.,to keep silent,xWant,1
PersonX does not talk.,not speak their mind,xWant,1
PersonX does not talk.,to remain silent and be calm,xWant,1
PersonX does not talk.,to go home,xWant,1
PersonX doesn't make PersonY's sandwhich,goes hungry,oEffect,1
PersonX doesn't make PersonY's sandwhich,loses respect from personx,oEffect,1
PersonX doesn't make PersonY's sandwhich,they must find something else to eat,oEffect,1
PersonX doesn't make PersonY's sandwhich,miffed,oReact,1
PersonX doesn't make PersonY's sandwhich,angry,oReact,1
PersonX doesn't make PersonY's sandwhich,to beg personx to stay,oWant,1
PersonX doesn't make PersonY's sandwhich,beg personx to make more sandwiches,oWant,1
PersonX doesn't make PersonY's sandwhich,stubborn,xAttr,1
PersonX doesn't make PersonY's sandwhich,non compliant,xAttr,1
PersonX doesn't make PersonY's sandwhich,impolite,xAttr,1
PersonX doesn't make PersonY's sandwhich,intrusive,xAttr,1
PersonX doesn't make PersonY's sandwhich,gets glared at by persony,xEffect,1
PersonX doesn't make PersonY's sandwhich,gets chewed out by persony,xEffect,1
PersonX doesn't make PersonY's sandwhich,to do something for themselves,xIntent,1
PersonX doesn't make PersonY's sandwhich,to avoid work,xIntent,1
PersonX doesn't make PersonY's sandwhich,helpful,xReact,1
PersonX doesn't make PersonY's sandwhich,friendly,xReact,1
PersonX doesn't make PersonY's sandwhich,justified,xReact,1
PersonX doesn't make PersonY's sandwhich,self-concerned,xReact,1
PersonX doesn't make PersonY's sandwhich,to make breakfast,xWant,1
PersonX doesn't make PersonY's sandwhich,to order food,xWant,1
PersonX doesn't make PersonY's sandwhich,to divorce persony,xWant,1
PersonX doesn't make PersonY's sandwhich,to leave persony,xWant,1
PersonX can't tell if PersonY believes it.,concerned,xAttr,1
PersonX can't tell if PersonY believes it.,interested,xAttr,1
PersonX can't tell if PersonY believes it.,intrigued,xAttr,1
PersonX can't tell if PersonY believes it.,interrogative,xAttr,1
PersonX can't tell if PersonY believes it.,get scold from y,xEffect,1
PersonX can't tell if PersonY believes it.,to ask sorry to y,xEffect,1
PersonX can't tell if PersonY believes it.,confused,xReact,1
PersonX can't tell if PersonY believes it.,unsure,xReact,1
PersonX can't tell if PersonY believes it.,anxious,xReact,1
PersonX can't tell if PersonY believes it.,nervous,xReact,1
PersonX can't tell if PersonY believes it.,uncertain,xReact,1
PersonX can't tell if PersonY believes it.,to ask Y about beliefs,xWant,1
PersonX can't tell if PersonY believes it.,to get Y to explain themselves,xWant,1
PersonX can't tell if PersonY believes it.,to be more careful,xWant,1
PersonX can't tell if PersonY believes it.,to be more attentive,xWant,1
PersonX does not believe PersonY,they get convicted of a crime,oEffect,1
PersonX does not believe PersonY,they go to jail,oEffect,1
PersonX does not believe PersonY,wronged,oReact,1
PersonX does not believe PersonY,unhappy,oReact,1
PersonX does not believe PersonY,misunderstood,oReact,1
PersonX does not believe PersonY,ineffective,oReact,1
PersonX does not believe PersonY,to have someone listen to them,oWant,1
PersonX does not believe PersonY,to be beleived,oWant,1
PersonX does not believe PersonY,to insist on their version of events,oWant,1
PersonX does not believe PersonY,to come clean,oWant,1
PersonX does not believe PersonY,suspicious,xAttr,1
PersonX does not believe PersonY,doubtful,xAttr,1
PersonX does not believe PersonY,unsure,xAttr,1
PersonX does not believe PersonY,skeptical,xAttr,1
PersonX does not believe PersonY,wise about persony,xAttr,1
PersonX does not believe PersonY,having bad opinion on person y,xEffect,1
PersonX does not believe PersonY,have some bad past,xEffect,1
PersonX does not believe PersonY,to befriend persony,xIntent,1
PersonX does not believe PersonY,to trust persony,xIntent,1
PersonX does not believe PersonY,to be near PersonY,xNeed,1
PersonX does not believe PersonY,to have listened to PersonY tell a story,xNeed,1
PersonX does not believe PersonY,betrayed,xReact,1
PersonX does not believe PersonY,terrible,xReact,1
PersonX does not believe PersonY,unsure,xReact,1
PersonX does not believe PersonY,confused,xReact,1
PersonX does not believe PersonY,to say sorry,xWant,1
PersonX does not believe PersonY,to think about their actions in the future,xWant,1
PersonX does not believe PersonY,to confront PersonY,xWant,1
PersonX does not believe PersonY,ask PersonY for the trutg,xWant,1
PersonX didn't convince me.,Confident,xAttr,1
PersonX didn't convince me.,Indifferent,xAttr,1
PersonX didn't convince me.,unsure,xAttr,1
PersonX didn't convince me.,not thorough,xAttr,1
PersonX didn't convince me.,doubtful,xReact,1
PersonX didn't convince me.,unsatisfied,xReact,1
PersonX didn't convince me.,inactive,xReact,1
PersonX didn't convince me.,disinterested,xReact,1
PersonX didn't convince me.,to convince me,xWant,1
PersonX didn't convince me.,to make me see things differently,xWant,1
PersonX didn't convince me.,to change their mind,xWant,1
PersonX didn't convince me.,to go have lunch,xWant,1
PersonX does not act as PersonY's agent,is without representation,oEffect,1
PersonX does not act as PersonY's agent,needs help,oEffect,1
PersonX does not act as PersonY's agent,disappointed,oReact,1
PersonX does not act as PersonY's agent,irritated,oReact,1
PersonX does not act as PersonY's agent,someone to be their agent,oWant,1
PersonX does not act as PersonY's agent,someone to help,oWant,1
PersonX does not act as PersonY's agent,receive help,oWant,1
PersonX does not act as PersonY's agent,receive an explanation,oWant,1
PersonX does not act as PersonY's agent,withholding,xAttr,1
PersonX does not act as PersonY's agent,unaffiliated,xAttr,1
PersonX does not act as PersonY's agent,unprofessional,xAttr,1
PersonX does not act as PersonY's agent,uncaring,xAttr,1
PersonX does not act as PersonY's agent,Scolded by personY,xEffect,1
PersonX does not act as PersonY's agent,Fired from position,xEffect,1
PersonX does not act as PersonY's agent,to be left alone,xIntent,1
PersonX does not act as PersonY's agent,to do something else,xIntent,1
PersonX does not act as PersonY's agent,relaxed,xReact,1
PersonX does not act as PersonY's agent,glad,xReact,1
PersonX does not act as PersonY's agent,disappointed,xReact,1
PersonX does not act as PersonY's agent,envious,xReact,1
PersonX does not act as PersonY's agent,freedom,xWant,1
PersonX does not act as PersonY's agent,to not be responsible,xWant,1
PersonX does not act as PersonY's agent,avoid getting involved,xWant,1
PersonX does not act as PersonY's agent,find someone else to assist,xWant,1
PersonX does not cooperate with others,annoyed with personx,oReact,1
PersonX does not cooperate with others,ready for the task to be done,oReact,1
PersonX does not cooperate with others,angry,oReact,1
PersonX does not cooperate with others,furious,oReact,1
PersonX does not cooperate with others,uncooperative,xAttr,1
PersonX does not cooperate with others,solitary,xAttr,1
PersonX does not cooperate with others,Stubborn,xAttr,1
PersonX does not cooperate with others,Set in ways,xAttr,1
PersonX does not cooperate with others,Rebellious,xAttr,1
PersonX does not cooperate with others,to be stubborn,xIntent,1
PersonX does not cooperate with others,to make other miserable,xIntent,1
PersonX does not cooperate with others,to be adamant,xIntent,1
PersonX does not cooperate with others,to be different,xIntent,1
PersonX does not cooperate with others,stronger,xReact,1
PersonX does not cooperate with others,like a winner,xReact,1
PersonX does not cooperate with others,unbothered,xReact,1
PersonX does not cooperate with others,indifferent,xReact,1
PersonX does not cooperate with others,to be silent,xWant,1
PersonX does not cooperate with others,to be alone,xWant,1
PersonX does not cooperate with others,be alone,xWant,1
PersonX does not cooperate with others,cook,xWant,1
PersonX is not a fit for PersonY,They ask personX why they are not compatible,oEffect,1
PersonX is not a fit for PersonY,They search for a better fit themselves,oEffect,1
PersonX is not a fit for PersonY,to cry,oWant,1
PersonX is not a fit for PersonY,be upset at personx,oWant,1
PersonX is not a fit for PersonY,wavering,xAttr,1
PersonX is not a fit for PersonY,hopeful,xAttr,1
PersonX is not a fit for PersonY,noncomformist,xAttr,1
PersonX is not a fit for PersonY,independent,xAttr,1
PersonX is not a fit for PersonY,They search for a better bit,xEffect,1
PersonX is not a fit for PersonY,They end their connection with personY,xEffect,1
PersonX is not a fit for PersonY,Discouraged,xReact,1
PersonX is not a fit for PersonY,Disappointed,xReact,1
PersonX is not a fit for PersonY,disappointed,xReact,1
PersonX is not a fit for PersonY,sad,xReact,1
PersonX is not a fit for PersonY,to be with someone else,xWant,1
PersonX is not a fit for PersonY,a new relationship,xWant,1
PersonX is not a fit for PersonY,to get a fit person,xWant,1
PersonX is not a fit for PersonY,to leave Y,xWant,1
PersonX is not on the baseball team.,certain,xAttr,1
PersonX is not on the baseball team.,indifferent,xAttr,1
PersonX is not on the baseball team.,inactive,xAttr,1
PersonX is not on the baseball team.,untalented,xAttr,1
PersonX is not on the baseball team.,gets told to try out,xEffect,1
PersonX is not on the baseball team.,is ignored,xEffect,1
PersonX is not on the baseball team.,sad about not making the team,xReact,1
PersonX is not on the baseball team.,excluded from sports,xReact,1
PersonX is not on the baseball team.,busy,xReact,1
PersonX is not on the baseball team.,irritable,xReact,1
PersonX is not on the baseball team.,to ask to  be added to the team,xWant,1
PersonX is not on the baseball team.,to play a different game,xWant,1
PersonX is not on the baseball team.,to join baseball,xWant,1
PersonX is not on the baseball team.,study serious,xWant,1
PersonX doesn't keep promises to PersonY,Is hurt,oEffect,1
PersonX doesn't keep promises to PersonY,Feels betrayed,oEffect,1
PersonX doesn't keep promises to PersonY,betrayed,oReact,1
PersonX doesn't keep promises to PersonY,like they cannot trust others,oReact,1
PersonX doesn't keep promises to PersonY,abandoned,oReact,1
PersonX doesn't keep promises to PersonY,untrustworthy,xAttr,1
PersonX doesn't keep promises to PersonY,rude,xAttr,1
PersonX doesn't keep promises to PersonY,flaky,xAttr,1
PersonX doesn't keep promises to PersonY,to do whatever they feel like doing,xIntent,1
PersonX doesn't keep promises to PersonY,to disappoint personY,xIntent,1
PersonX doesn't keep promises to PersonY,ashamed,xReact,1
PersonX doesn't keep promises to PersonY,like they are dishonest,xReact,1
PersonX doesn't keep promises to PersonY,selfish,xReact,1
PersonX doesn't keep promises to PersonY,narcissistic,xReact,1
PersonX doesn't keep promises to PersonY,be a better person,xWant,1
PersonX doesn't keep promises to PersonY,keep promises,xWant,1
PersonX doesn't keep promises to PersonY,to ask for forgiveness,xWant,1
PersonX doesn't keep promises to PersonY,to apologize,xWant,1
PersonX wouldn't hurt a fly,Admires,oEffect,1
PersonX wouldn't hurt a fly,Thanks them,oEffect,1
PersonX wouldn't hurt a fly,peaceful,xAttr,1
PersonX wouldn't hurt a fly,timid,xAttr,1
PersonX wouldn't hurt a fly,kind hearted,xAttr,1
PersonX wouldn't hurt a fly,loving,xAttr,1
PersonX wouldn't hurt a fly,to be kind,xIntent,1
PersonX wouldn't hurt a fly,be a good person,xIntent,1
PersonX wouldn't hurt a fly,to be kind to animals,xIntent,1
PersonX wouldn't hurt a fly,people to like them,xIntent,1
PersonX wouldn't hurt a fly,happy,xReact,1
PersonX wouldn't hurt a fly,content,xReact,1
PersonX wouldn't hurt a fly,kind,xReact,1
PersonX wouldn't hurt a fly,like a good person,xReact,1
PersonX wouldn't hurt a fly,play with their pets,xWant,1
PersonX wouldn't hurt a fly,to do something that helps the environment,xWant,1
PersonX wouldn't hurt a fly,to be friendly,xWant,1
PersonX wouldn't hurt a fly,to be agreeable,xWant,1
PersonX won't treat PersonY,frowns,oEffect,1
PersonX won't treat PersonY,ask PersonX why,oEffect,1
PersonX won't treat PersonY,helpless,oReact,1
PersonX won't treat PersonY,like dying,oReact,1
PersonX won't treat PersonY,selfish,xAttr,1
PersonX won't treat PersonY,mean,xAttr,1
PersonX won't treat PersonY,insensitive,xAttr,1
PersonX won't treat PersonY,angry,xAttr,1
PersonX won't treat PersonY,to be exclusive,xIntent,1
PersonX won't treat PersonY,to pick and choose,xIntent,1
PersonX won't treat PersonY,proud,xReact,1
PersonX won't treat PersonY,defiant,xReact,1
PersonX won't treat PersonY,mean,xReact,1
PersonX won't treat PersonY,selfish,xReact,1
PersonX won't treat PersonY,to be alone,xWant,1
PersonX won't treat PersonY,to not be bothered,xWant,1
PersonX won't treat PersonY,to let them die,xWant,1
PersonX won't treat PersonY,to be paid first,xWant,1
PersonX doesn't find PersonY an apartment,shudders to think where they would be without PersonX,oEffect,1
PersonX doesn't find PersonY an apartment,is thankful to PersonX,oEffect,1
PersonX doesn't find PersonY an apartment,sweats from nervousness about not having an apartment,oEffect,1
PersonX doesn't find PersonY an apartment,loses faith in person x,oEffect,1
PersonX doesn't find PersonY an apartment,to get a place,oWant,1
PersonX doesn't find PersonY an apartment,to have someone else help them,oWant,1
PersonX doesn't find PersonY an apartment,lost,xAttr,1
PersonX doesn't find PersonY an apartment,confused,xAttr,1
PersonX doesn't find PersonY an apartment,unsure,xAttr,1
PersonX doesn't find PersonY an apartment,empty handed,xAttr,1
PersonX doesn't find PersonY an apartment,PersonY stays with them,xEffect,1
PersonX doesn't find PersonY an apartment,PersonY brings in their luggage,xEffect,1
PersonX doesn't find PersonY an apartment,gets yelled at,xEffect,1
PersonX doesn't find PersonY an apartment,gets looked down upon,xEffect,1
PersonX doesn't find PersonY an apartment,decide not to look,xNeed,1
PersonX doesn't find PersonY an apartment,look at the wrong places,xNeed,1
PersonX doesn't find PersonY an apartment,accomplished,xReact,1
PersonX doesn't find PersonY an apartment,well happy,xReact,1
PersonX doesn't find PersonY an apartment,disappointment,xReact,1
PersonX doesn't find PersonY an apartment,sad,xReact,1
PersonX doesn't find PersonY an apartment,to make it up to y,xWant,1
PersonX doesn't find PersonY an apartment,to find the perfect deal,xWant,1
PersonX doesn't find PersonY an apartment,to search PersonY,xWant,1
PersonX doesn't find PersonY an apartment,to register the police complain,xWant,1
PersonX can't see PersonY,gets a call,oEffect,1
PersonX can't see PersonY,gets a text,oEffect,1
PersonX can't see PersonY,invisible,oReact,1
PersonX can't see PersonY,like they aren't even there,oReact,1
PersonX can't see PersonY,blind,xAttr,1
PersonX can't see PersonY,lost,xAttr,1
PersonX can't see PersonY,restrained,xAttr,1
PersonX can't see PersonY,misses a friend,xEffect,1
PersonX can't see PersonY,loses a friend,xEffect,1
PersonX can't see PersonY,is avoided,xEffect,1
PersonX can't see PersonY,does not run into PersonY,xEffect,1
PersonX can't see PersonY,like there is a ghost,xReact,1
PersonX can't see PersonY,curious about where Y is,xReact,1
PersonX can't see PersonY,he missed out,xReact,1
PersonX can't see PersonY,lonely,xReact,1
PersonX can't see PersonY,to go home,xWant,1
PersonX can't see PersonY,to register the police complain,xWant,1
PersonX can't see PersonY,to find persony,xWant,1
PersonX can't see PersonY,to reach out to persony,xWant,1
PersonX does not believe what personY saw.,is harassed,oEffect,1
PersonX does not believe what personY saw.,is doubted,oEffect,1
PersonX does not believe what personY saw.,stubborn,xAttr,1
PersonX does not believe what personY saw.,intelligent,xAttr,1
PersonX does not believe what personY saw.,incredulous,xAttr,1
PersonX does not believe what personY saw.,focused,xAttr,1
PersonX does not believe what personY saw.,is unconvinced,xEffect,1
PersonX does not believe what personY saw.,is pressured to believe,xEffect,1
PersonX does not believe what personY saw.,shocked,xReact,1
PersonX does not believe what personY saw.,scared,xReact,1
PersonX does not believe what personY saw.,doubting,xReact,1
PersonX does not believe what personY saw.,discouraged,xReact,1
PersonX does not believe what personY saw.,shocked,xWant,1
PersonX does not believe what personY saw.,afraid,xWant,1
PersonX does not believe what personY saw.,to trust them,xWant,1
PersonX does not believe what personY saw.,concrete evidence,xWant,1
PersonX doesn't ring the doorbell,shy,xAttr,1
PersonX doesn't ring the doorbell,nervous,xAttr,1
PersonX doesn't ring the doorbell,unsure,xAttr,1
PersonX doesn't ring the doorbell,Too surprised person person y,xIntent,1
PersonX doesn't ring the doorbell,To sneak off Unnoticed,xIntent,1
PersonX doesn't ring the doorbell,to be at someone's door,xNeed,1
PersonX doesn't ring the doorbell,to be seeking to gain entry,xNeed,1
PersonX doesn't ring the doorbell,scared,xReact,1
PersonX doesn't ring the doorbell,nervous,xReact,1
PersonX doesn't ring the doorbell,Satisfied,xReact,1
PersonX doesn't ring the doorbell,Clever,xReact,1
PersonX doesn't ring the doorbell,sneak into the home,xWant,1
PersonX doesn't ring the doorbell,to make sure not to wake up the dogs,xWant,1
PersonX doesn't ring the doorbell,to knock (if there is no doorbell),xWant,1
PersonX doesn't ring the doorbell,to unlock the door and let himself in,xWant,1
PersonX doesn't pay PersonY's way,Has less money,oEffect,1
PersonX doesn't pay PersonY's way,Dislikes person person x,oEffect,1
PersonX doesn't pay PersonY's way,Asks othres for money,oEffect,1
PersonX doesn't pay PersonY's way,Frowns,oEffect,1
PersonX doesn't pay PersonY's way,upset they can;t attend the concert,oReact,1
PersonX doesn't pay PersonY's way,abandoned,oReact,1
