p,q,r,output
PersonX does not rush PersonY to the hospital,don't kill themselves,oReact,0
PersonX plays catch with PersonX's dad,to reserve energy,xAttr,0
PersonX calls customer service,to greet PersonX,xWant,0
PersonX does not make PersonX's mom happy,don't make money elsewhere,xNeed,0
PersonX does not carry PersonY along,to not make things awkward,xNeed,0
PersonX does not start smoking,to know PersonY,xEffect,0
PersonX did not quickly open,Don't play poker alone,xNeed,0
PersonX doesn't touch PersonY,not guilty,oWant,0
PersonX pays PersonY's way,busy,oWant,0
PersonX can not stand PersonY.,Don't have some alone time,xWant,0
PersonX gives PersonY names,unprepared,xReact,0
Person X does not get what Person Y needed,for PersonX to come through for them,oEffect,0
PersonX is playing football with PersonY's friends,sad,xIntent,0
PersonX does not awake PersonY,not lazy,xIntent,0
PersonX takes away from PersonY,civil,xIntent,0
PersonX takes my dog,person y to offer a deal,oReact,0
PersonX plays for hours,to check on PersonY,xReact,0
PersonX is at the mall with PersonY's friends,to be generous,xReact,0
PersonX breaks PersonX's lance,thankful,xIntent,0
PersonX does not walk around town,to practice for the record,xEffect,0
PersonX lays down PersonX's life,safe,xEffect,0
PersonX pulls pranks,to be more serious,xAttr,0
PersonX does not perform PersonY act,don't show concern for their well-being,xWant,0
PersonX does not eat PersonY's breakfast,not vengeful,xAttr,0
PersonX doesn't give PersonY any other options,like they aren't even there,oReact,0
PersonX does not issue PersonY edict,to do something else,xWant,0
PersonX barks at PersonY,ask for permission to play,oWant,0
PersonX does not go to the hardware store,to do something else,xReact,0
PersonX does not keep PersonY in,misunderstood,xAttr,0
PersonX does not know PersonY's friends or acquaintances,not sad,xWant,0
PersonX does not ask PersonY's permission,hurt,xReact,0
PersonX doesn't take a pregnancy test,burnt out,xEffect,0
PersonX supports PersonX's wife,to be safe,oWant,0
PersonX has to go to the hospital,timid,xReact,0
PersonX doesn't tell anyone PersonX is going.,PersonY cannot fall asleep,xReact,0
PersonX doesn't overcome PersonY's fear,moves on from the relationship,xWant,0
PersonX does not hit a parked car,Don't promise to catch person y,xWant,0
PersonX does not mind PersonX's business,not Relieve,xAttr,0
PersonX does not buy a pregnancy test,to register the police complain,xIntent,0
PersonX gives PersonY knowledge,not steal money,oReact,0
PersonX does not kiss PersonY's hands,not happy,xWant,0
PersonX doesn't take a pregnancy test,to but they cannot,xWant,0
PersonX does not make PersonY money,feel alone,oWant,0
PersonX visits some friends,outgoing,oReact,0
PersonX does not own PersonX's own business,moody,xWant,0
PersonX does not pay PersonY's back,They end their friendship with personX,xReact,0
PersonX isn't shy and doesn't help,not pressured,xAttr,0
PersonX does not see PersonY play,just fine,oReact,0
PersonX gives PersonY nothing,to fall asleep,oWant,0
PersonX gets PersonY abortion,personY is upset,oReact,0
PersonX gets PersonY abortion,well,oReact,0
PersonX does not bribe PersonY,don't be happy,xReact,0
PersonX does not take PersonY's purse,not misanthropic,oReact,0
PersonX does not hit PersonY on the head,to respect their feeling,xReact,0
PersonX grabs PersonY's bags,reveal secrets to others,xIntent,0
PersonX does not share PersonX's toy,not unimpressed,xNeed,0
PersonX is on the baseball team.,announce the pregnancy,xReact,0
PersonX doesn't overcome PersonY's fear,like a teacher,xAttr,0
PersonX does not return PersonY's affection,don't punish someone else,oReact,0
PersonX does not snuggle PersonY,not neutral,xIntent,0
PersonX has a baby boy,to do sciences,xWant,0
PersonX makes fun of PersonY's name,mean,xReact,0
PersonX sends to jail,kind,xEffect,0
PersonX does not seem like PersonY,busy,xWant,0
PersonX does not offer PersonY opportunity,doesn't learn to paint,oEffect,0
PersonX doesn't take a pregnancy test,passive,xReact,0
PersonX offers PersonY opportunity,Greeted in a friendly manner by personY,oReact,0
PersonX makes fun,offended,xReact,0
PersonX doesn't touch PersonY,is not paid by PersonY,oEffect,0
PersonX does not give PersonY a discount,don't buy cookies from the store instead,xWant,0
PersonX does not move around,don't talk to person y,xWant,0
PersonX does not comb PersonY hair,not rejective,xAttr,0
PersonX hikes with friends,to practice sewing,oReact,0
PersonX does not pat PersonY's back,generous,xAttr,0
PersonX does not talk.,incapable,xEffect,0
PersonX does not cook for PersonX's friends,to keep silent,oWant,0
PersonX doesn't smile back,not nostalgic,xEffect,0
PersonX does not let PersonY sign up,not worried,oReact,0
PersonX can not wait to see PersonY,Law- abide,xEffect,0
PersonX doesn't overcome PersonY's fear,y to stand up,xReact,0
PersonX won't work on PersonY's essay,Don't stay away form personY,xEffect,0
PersonX doesn't have friends,absentminded,xReact,0
PersonX does not give PersonY some water,not unfriendly,xNeed,0
PersonX starts smoking,to be lazy,xEffect,0
PersonX does not give PersonY employment,careless,oReact,0
PersonX doesn't give PersonY any other options,Don't protect the people's privacy,xReact,0
PersonX does not come to the play.,Different,xReact,0
PersonX gives PersonY a slap,nervous,xAttr,0
PersonX won't work on PersonY's car,considerate,xAttr,0
Person X gets what Person Y needed,to be lazy,oWant,0
PersonX can't remember PersonY from others,reticent,xEffect,0
PersonX can find what PersonY is looking for,feels full,xNeed,0
PersonX can play with PersonX,self-centered,oReact,0
PersonX does not understand PersonY.,don't avoid buying or selling anyone,oEffect,0
PersonX cannot adopt,tired,xReact,0
PersonX does not give PersonX's friends,Don't make a choice,xAttr,0
PersonX brings PersonY's dog,kind,xNeed,0
PersonX does not pressure PersonY,dissapointing,xAttr,0
PersonX gives PersonY a discount,germophobic,xNeed,0
PersonX provides PersonY environment,to be kept out of the ruckus,xAttr,0
PersonX does not beed.,not weak,xReact,0
PersonX does not give PersonY a slap,not frustrated,xWant,0
PersonX does not go near deep end,avoid visiting,xEffect,0
PersonX does not perform PersonY act,His hair doesn't get healthy,oReact,0
PersonX does not try to cheer PersonY up,not frustrated,oWant,0
PersonX cares about PersonY,isolated,xWant,0
PersonX does not take PersonY's money,ask opinions on what a good new home for it would be,xEffect,0
PersonX does not say something,Don't leave the scene quick,xIntent,0
PersonX can't perform PersonX's ability,don't go home,xWant,0
PersonX doesn't give PersonY any other options,don't be selfish,xAttr,0
PersonX acts on PersonY's behalf,Cannot sleep at night,oReact,0
Person does not ask PersonY,not aloof,xReact,0
PersonX won't work on PersonY's car,delete personY's number,xWant,0
PersonX runs very fast,like they aren't even there,xWant,0
PersonX goes to the hardware store,to do something else,xReact,0
PersonX does not influence PersonY.,confused,oReact,0
PersonX does not mean everything to PersonY,considerate,xReact,0
PersonX does not carry PersonY along,thankful,xAttr,0
PersonX does not fight for PersonY's lives,Isn't curious,xAttr,0
PersonX changes PersonX's hair color,make decision on own,xReact,0
PersonX does not invite everyone,not uncaring,xAttr,0
PersonX cooperates with others,ask for person Y's permission,xAttr,0
PersonX expects PersonY,to put themselves in a situation to meet a girl,xWant,0
PersonX does not give PersonY a book,Dumped by girlfriend,oReact,0
PersonX does not carry PersonY along,to stay safe,xWant,0
PersonX takes PersonY's purse,show person y a cool brand,xIntent,0
PersonX does not give PersonY names,becomes concerned with PersonX,xWant,0
PersonX does not pat PersonY's back,don't punish PersonX for not telling names,xAttr,0
PersonX proposes to PersonY's girlfriend,sad,xIntent,0
PersonX does not go for the throat,not lonely,xWant,0
PersonX does not plant a tree in PersonY's backyard,not Entertain,xAttr,0
PersonX loads PersonY's car,goes away guilty,xAttr,0
PersonX pushes PersonY around,to go home,xReact,0
PersonX does not shin PersonY's shoes,not alone,xReact,0
PersonX sees PersonY family,give space,xReact,0
PersonX does not visit some friends,not sad,xReact,0
PersonX gives PersonY a discount,unskilled,oReact,0
PersonX does not pay PersonY's visit,loses friend,xWant,0
PersonX doesn't buy any food.,to start a new career,xAttr,0
PersonX does not give PersonY a slap,disrespectful,oReact,0
PersonX doesn't touch PersonY's test,rude,xAttr,0
PersonX moves around,to keep distance,xAttr,0
PersonX does not play paintball,to save money,xNeed,0
PersonX gives PersonY strength,to be their own person,xNeed,0
PersonX does not walk around town,to be rude,xAttr,0
PersonX goes for the jugular,to go home,xIntent,0
PersonX does not like to cooperate with others.,unworried,xAttr,0
PersonX doesn't place PersonY on the table,not Disgust,xAttr,0
PersonX can spell big words,bored,xReact,0
PersonX does not call PersonY's back,open it on a specific occasion,oEffect,0
PersonX does not kick the man,don't surprise their friend,oWant,0
PersonX does not publish PersonY article,don't work their way out,xIntent,0
PersonX does not offer to help PersonY,excitable,oEffect,0
PersonX doesn't give PersonY any other options,not careful,xWant,0
PersonX lets PersonY sign up,to not make PersonY sick,xIntent,0
PersonX does not offer to help PersonY,not nostalgic,xAttr,0
PersonX looks for PersonY,to surprise everyone,xReact,0
PersonX doesn't tell PersonY to not go out in the rain,withholding,oWant,0
PersonX does not issue PersonY edict,Effects the percentage score,xReact,0
PersonX shares PersonX's toy,unimpressed,xNeed,0
PersonX can't see PersonY,they leave them,xAttr,0
PersonX takes a painting class,annoyed,xReact,0
PersonX does not begin PersonY work,not yells,oReact,0
PersonX does not give PersonY names,not Intimidate,xWant,0
PersonX can wait for the date,drop Y off,xNeed,0
PersonX is not going out with friends,PersonY to don't be clean,xEffect,0
PersonX moves far away,incompetent,xWant,0
PersonX gives PersonY strength,to fight with person y,xAttr,0
PersonX pulls the trigger,look for new book,xWant,0
PersonX does not see PersonY family,see the two interact,xIntent,0
PersonX gives PersonY PersonX's hand,hungry,xIntent,0
PersonX does not kill PersonY enemy,don't save money,xAttr,0
PersonX does not take PersonY's money,to borrow a computer,xNeed,0
PersonX does not buy PersonY's daughter,falls asleep,xWant,0
PersonX gives PersonY a bonus,to be selfish,oReact,0
PersonX doesn't play tennis with PersonX's friend,continue to work,oWant,0
PersonX treats PersonY like a PersonZ,slothful,xAttr,0
PersonX does not give PersonX's friends,private,xAttr,0
PersonX makes PersonY's offer,thinks about letting friends down,xAttr,0
PersonX does not hold PersonY's phone,carefree,oWant,0
PersonX does not say hello to PersonY,to purchase the gidt,xIntent,0
PersonX hires a trainer,To have a good reputation,oEffect,0
PersonX doesn't like PersonX's grandmother and won't go to her house,not lazy,oReact,0
PersonX does not fly off at a tangent,yelled at,xIntent,0
PersonX doesn't like the sweets that PersonY has,scared,xNeed,0
Person X won't play the game,nervous,oReact,0
PersonX doesn't listen to PersonY,Person x's dad not to get hurt,oEffect,0
PersonX does not call PersonY's mom,don't apologize to PersonY,oWant,0
PersonX rids the bus home,to get a divorce,xAttr,0
PersonX does not find it a new home,tired,oWant,0
PersonX cries in front of PersonY,realize that he is unskilled,xAttr,0
PersonX does not mean everything to PersonY,to cry,xAttr,0
PersonX does not flush the toilet,inhibited,xWant,0
Person X decides not to tell Person Y,not respectful,xAttr,0
PersonX does not ask PersonY to meet,professional,xAttr,0
"PersonX was quick to react, and PersonY fell",excluded,xAttr,0
PersonX does not try to reassure PersonY,frustrated,oWant,0
PersonX does not stroke PersonY's hair,don't poison personx,xIntent,0
PersonX hates PersonY anymore.,tired,xWant,0
PersonX begins PersonY work,nervous,xEffect,0
PersonX does not marry soon,determined,xAttr,0
PersonX does not impress PersonY,ask sorry for the mistake,oReact,0
PersonX does not invite all PersonY's friends and family,happiness,oEffect,0
PersonX does not play games with PersonX's friends,Deny access,xAttr,0
PersonX won't work on PersonY's essay,exercises caution while around Y,xReact,0
PersonX does not learn computer programming,competitive,xWant,0
PersonX does not give PersonY strength,not upset,xReact,0
PersonX doesn't pay PersonY's way,distant,oReact,0
PersonX does not pay PersonY's electric bill,not selfish,xReact,0
PersonX pays PersonY's back,to give up,oReact,0
PersonX does not have a great idea,not selfish,xAttr,0
PersonX is going out with friends,upset,xReact,0
PersonX does not play for hours,don't enjoy the commission on the sale,xWant,0
PersonX does not visit PersonX's mom,become concerned with PersonX's act,oReact,0
PersonX does not take the food out,Doesn't find an interesting place to stop,xIntent,0
PersonX does not spend more time with PersonY,Like they are minding their own business,xReact,0
PersonX asks PersonX's parents for one,needs to meet him,oReact,0
PersonX breaks PersonX's lance,hide,xReact,0
PersonX does not spin PersonY around,not Motivate,xReact,0
PersonX explains to PersonY,thankful,xIntent,0
PersonX does not believe PersonY,not disappointed,xReact,0
PersonX thanks PersonX's parents,composed,xAttr,0
PersonX do n't loves PersonY anymore,be in a conflict with someone,oReact,0
PersonX is not an author.,Gets lose,xReact,0
PersonX doesn't propose to PersonY's girlfriend,not Lose,xWant,0
PersonX pushes PersonY out,stays still,xWant,0
PersonX does not play paintball,not Relieve,xReact,0
PersonX has the time of PersonY's life,Meet a new person and make new relationships,xReact,0
PersonX doesn't have money to buy PersonX's gifts for their family,not annoying,xReact,0
PersonX does not know PersonY's friends or acquaintances,to schedule with PersonY,oReact,0
PersonX sees PersonY family,apprehensive,oReact,0
PersonX cannot help PersonY.,wavering,oWant,0
PersonX does not declare war on PersonY,PersonY can fall asleep,xIntent,0
PersonX does not give PersonY a bonus,don't save money,xAttr,0
PersonX does not enjoy PersonX's meal,good,xWant,0
PersonX trains PersonY,afraid,xIntent,0
Person X does not get what Person Y needed,inept,xWant,0
PersonX doesn't give PersonY any other options,take their business elsewhere,oReact,0
PersonX does not move PersonY's furniture,stomach growls,xAttr,0
PersonX does not say something,don't talk to someone else,xWant,0
PersonX does not call out PersonY's name,unfriendly,xNeed,0
PersonX sees PersonY family,To listen to music,xAttr,0
PersonX does not have the time of PersonY's life,to pick up person x phone,xAttr,0
PersonX does not pull the trigger,inconsiderate,xReact,0
PersonX attends the concert,unhelpful,xIntent,0
PersonX does not spin the bottle,to have made some effort to please their mother,xAttr,0
PersonX doesn't notice PersonY,shameful,xWant,0
PersonX does not ask PersonY's permission,satisfied,xReact,0
PersonX does not move to a new city,to be informed,xAttr,0
PersonX pulls PersonY forward,basic,oReact,0
Person X  can't find person y's phone,to refuse to do something,xWant,0
PersonX has a baby boy,lazy,xNeed,0
PersonX orders a salad.,learn how to dance,xAttr,0
PersonX does not pull PersonY forward,basic,oReact,0
PersonX does not take advantage of PersonY,inconsiderate,xEffect,0
PersonX does not feel much better after,cautious,xWant,0
PersonX walks around town,satisfied,xWant,0
PersonX bends PersonY's ear,falls asleep,xEffect,0
PersonX is allowed to play,uninhibited,xWant,0
PersonX kisses PersonY deeply,solve the problem on their own,xAttr,0
PersonX does not bring PersonX's son,not angry,xEffect,0
PersonX doesn't notice PersonY,smiles,xWant,0
PersonX takes the food out,logical,xIntent,0
PersonX does not take the girl,not confused,oWant,0
PersonX doesn't narrow PersonY's choices,Unfriendly,xReact,0
PersonX doesn't care what PersonY is up to.,stomach growls,xWant,0
PersonX does not belong to PersonY group,realistic,xAttr,0
PersonX plays tennis with PersonX's friend,lonely,xAttr,0
PersonX does not offer PersonY opportunity,not cook,oReact,0
PersonX hits a parked car,sated,xEffect,0
PersonX gives PersonY some water,unfriendly,xNeed,0
PersonX does not meet PersonX's sister,to respect their feeling,xReact,0
PersonX does not ask PersonY's on a date,go to school,xAttr,0
PersonX doesn't interact with anyone,don't punish persony,xEffect,0
PersonX does not win the game for PersonX's team,selfish,xNeed,0
PersonX cannot connect with PersonY,energetic,xNeed,0
PersonX preserves PersonX's independence,to abandon Y,xAttr,0
PersonX fits PersonY well,reclusive,oEffect,0
PersonX does not send to jail,bad,xReact,0
PersonX takes care of PersonX's children,to avoid people,xEffect,0
PersonX does not try to help PersonY,not Overwhelm,xIntent,0
PersonX doesn't overcome PersonY's fear,Prepare dishes for friends,xAttr,0
PersonX doesn't know PersonY at all,don't forgive them,xAttr,0
PersonX does not stalk PersonY,don't surprise their friend,xNeed,0
PersonX does not like anyone,not reliant,xWant,0
PersonX does not give PersonY another chance,Send back out for more food,xIntent,0
Person X does not get what Person Y needed,ashamed at themselves,xReact,0
PersonX does not ease PersonY's nerves,try to play later,xReact,0
PersonX does not pat PersonY's back,to stay in bed,xAttr,0
PersonX is not playing football with PersonX's friends,not Focus,oReact,0
PersonX does not call PersonY's back,to avoid getting a ticket,xIntent,0
PersonX does not keep PersonY in,incapable,oReact,0
PersonX does not pass PersonY act,Isn't broken up with,xReact,0
PersonX does not give PersonY some water,not unintested,xReact,0
PersonX does not go for the throat,not apathetic,xWant,0
PersonX does not see PersonZ's friend PersonY,to tell personX that they are still cold,oReact,0
PersonX does not stop to help PersonY,to look person y,oEffect,0
PersonX likes anyone,curious,xWant,0
PersonX does not try to help PersonY,not lazy,oReact,0
PersonX says they don't want their opinion.,to be alone,xAttr,0
PersonX does not introduce PersonX to PersonY,don't rent a dvd,oWant,0
PersonX smiles back,to go fishing with X,xReact,0
PersonX does not make PersonY award,don't sit somewhere else,xAttr,0
PersonX does not take charge of PersonY,don't keep his temper,oReact,0
PersonX hasn't found the perfect one,presented the gift,xReact,0
PersonX invites all PersonY's friends and family,to leave persony,xWant,0
PersonX won't speak to PersonY,not Content,xWant,0
PersonX does not cry in front of PersonY,Realize that he isn't unskilled,xAttr,0
PersonX doesn't remain silent and doesn't share with PersonY.,vengeful,xAttr,0
PersonX does not have a great idea,not unkind,xAttr,0
PersonX does not give PersonY a book,to work lazy,xReact,0
PersonX does not apologize.,don't let friends stay at PersonX's home,oReact,0
PersonX unzips PersonY's pants,pure,oWant,0
PersonX does not drive PersonX's friends home,left alone,xWant,0
PersonX tries to help PersonY,overwhelmed,xIntent,0
PersonX does not speak well of PersonY,not Alienate,xAttr,0
PersonX can not stand PersonY.,to watch over PersonX,xReact,0
PersonX does not advance towards PersonY,don't avoid Y when they listen to their music,oWant,0
PersonX doesn't take a pregnancy test,to wait,xEffect,0
PersonX doesn't touch PersonY,not rude,xAttr,0
PersonX does not call PersonY's dad,Don't stay out of it,xWant,0
PersonX does not support PersonX's wife,to meet PersonY's family,xIntent,0
PersonX kills PersonY enemy,to avoid personx,xIntent,0
PersonX did not quickly open,play poker alone,xNeed,0
PersonX gets the food,too busy to help,xEffect,0
PersonX invites PersonY to a party,cautious,xWant,0
PersonX does not call customer service,to greet PersonX,xWant,0
PersonX doesn't tell anyone PersonX is going.,PersonY can fall asleep,xReact,0
PersonX does not see PersonY in years,intimidated,xWant,0
PersonX does not snuggle PersonY,don't make sure he hasn't forgotten anything,oReact,0
PersonX cannot spell big words,not Bore,xReact,0
PersonX does not warm PersonY,to break up with them,oReact,0
PersonX does not say something,Don't focus on the future life,xIntent,0
PersonX surprises PersonX's mother,ungenerous,oReact,0
PersonX doesn't tell anyone PersonX is going.,remorseful,xNeed,0
PersonX will work on PersonY's car,apathetic,xReact,0
PersonX doesn't educate PersonX's children,untrusting,xWant,0
PersonX works closely with PersonY,is not paid by PersonY,xWant,0
PersonX does not invite everyone,slothful,xNeed,0
PersonX can't make ends meet.,to not deal with PersonY's family,xReact,0
PersonX doesn't want to play with PersonX's dad,not magnamious,xAttr,0
PersonX does not cash PersonY's check,not inadequate,xWant,0
PersonX does not pay PersonY's back,Don't have the same contacts,xIntent,0
PersonX influences PersonY.,to eat the food,xAttr,0
PersonX does not mind PersonX's business,not cool,xWant,0
PersonX does not take PersonY's purse,to not use violence,xReact,0
PersonX walks up to PersonY,lonely,oReact,0
PersonX says they don't want their opinion.,see PersonY struggling,xNeed,0
PersonX does not pay PersonX's friend,unsure,oEffect,0
PersonX tells personY don't ask them to dance.,Slap person person y,oEffect,0
PersonX is not very mean to PersonY,without companionship,xReact,0
PersonX does not pay any of PersonY's bills,finds way to get more money,xAttr,0
PersonX doesn't tell personY don't ask them to dance.,receive an apology,xNeed,0
PersonX has the time of PersonY's life,slightly embarrassed,xWant,0
PersonX grabbed PersonY's wrist,walk away satisfied with the conversation with PersonY,xReact,0
PersonX does not see anyone.,mean,xWant,0
PersonX speaks with PersonY anymore.,disappointment,xReact,0
PersonX runs very fast,stubborn,xEffect,0
Person X cannot go,be in a good mood,xAttr,0
PersonX can't wait for the date,to not crash the car,xAttr,0
PersonX hurts PersonY's feelings,underemployed,xReact,0
PersonX barks at PersonY,careful,xReact,0
PersonX comes to the play.,wild,xAttr,0
PersonX tries to cheer PersonY up,merciful,xReact,0
PersonX does not meet PersonX's sister,uninterested,xAttr,0
PersonX supports PersonY,to find person x's friend,oReact,0
PersonX lets PersonY cheat.,to apologize,xReact,0
PersonX makes PersonY money,unhygienic,oWant,0
PersonX dries PersonY,happy,xReact,0
PersonX does not give PersonY strength,To be threaten to keep silent,oEffect,0
PersonX does not find it a new home,frustrated,xAttr,0
PersonX needs a refund.,lazy,xWant,0
PersonX brings PersonX's son,angry,xEffect,0
PersonX gets PersonY's money,to avoid person Y's mother,xReact,0
PersonX asks PersonY for PersonZ's number,receive an explanation,xIntent,0
PersonX does not load PersonY's car,goes away guilty,xAttr,0
PersonX does not hit a parked car,make their own income,xEffect,0
PersonX does not fight for PersonY's lives,His hair doesn't get healthy,oEffect,0
PersonX does not like anyone,Be let out of school,xIntent,0
PersonX does not get PersonY's mail,to help them make the best life choices,xAttr,0
PersonX does not fight for PersonY's lives,to help PersonX work with others,xWant,0
PersonX doesn't care what PersonY is up to.,not unpredictable,xNeed,0
PersonX gives PersonY another chance,to get well,xWant,0
PersonX does not keep PersonY in,avoids computer jobs,xIntent,0
PersonX supports PersonX's wife,down,xReact,0
PersonX does not lay down PersonX's life,sad,xEffect,0
PersonX baits PersonY's hook,to wonder why,xWant,0
PersonX does not act on PersonY's behalf,save money for better things,xWant,0
PersonX does not plant a tree in PersonY's backyard,has muscles that are more relaxed,xReact,0
PersonX knows how to resolve issues,to use handmade supplies,xAttr,0
PersonX remains silent and doesn't share with PersonY.,don't talk to them after,xWant,0
PersonX brings PersonX's son,content,oWant,0
PersonX will treat PersonY,unwanted,xReact,0
PersonX does not visit some friends,don't scold personX,xEffect,0
PersonX does not open PersonX's gift,pain in the leg,xEffect,0
PersonX can comprehend,failed,xWant,0
PersonX does not move PersonY's furniture,Stomach doesn't growl,xAttr,0
PersonX does not belong to PersonY group,Cannot sleep at night,oWant,0
PersonX doesn't know where PersonY lives,to be spiteful,xAttr,0
PersonX does not win the game for PersonX's team,don't meet with PersonY one on one,oReact,0
PersonX does not have the time of PersonY's life,to shun them,oWant,0
PersonX does not know PersonY's friends or acquaintances,not angry,xEffect,0
PersonX hasn't found the perfect one,to not have to deliver the bad news,xWant,0
PersonX does not share PersonX's toy,a baby,xIntent,0
PersonX does not call customer service,to focus on another skill,xAttr,0
PersonX does not cook PersonY a cake,cowardly,xWant,0
PersonX pulls the trigger,their friends to get along,xReact,0
PersonX does not walk up to PersonY,to be nice,xAttr,0
PersonX does not enjoy PersonX's meal,caring,xNeed,0
PersonX does not go near deep end,doubtful,xReact,0
PersonX does not walk up to PersonY,Them to don't figure it out on their own,oEffect,0
PersonX is shy and doesn't help,not Justify,oEffect,0
PersonX does not awake PersonY,remorse,oWant,0
PersonX does not get PersonY abortion,unskillful,xWant,0
PersonX does not publish PersonY article,To be leave alone,xAttr,0
PersonX does not download the app,not free,xWant,0
PersonX does not drive PersonX's friends home,unexpected,oWant,0
PersonX does not bring PersonX's son,don't eat their own food,xNeed,0
PersonX hides in PersonY's room,unintroduced,xWant,0
PersonX publishes PersonY article,stay away form the place,xNeed,0
PersonX does not point a gun at PersonY,Anxiously doesn't wait for PersonX to call back,xReact,0
PersonX does not take charge of PersonY,Don't save money for better things,xIntent,0
PersonX does not pay PersonY's visit,lets go off hand quickly,xIntent,0
PersonX does not sit opposite PersonY,stay indoors,oReact,0
PersonX notices PersonY,dirty,oReact,0
PersonX does not support PersonY,Not interested,xAttr,0
PersonX conquers PersonX's fears,feel alone,xAttr,0
PersonX loves school,to be more attentive,xNeed,0
PersonX makes PersonX's mom happy,becomes alone,oWant,0
PersonX does not find it a new home,Annoyed to seek help elsewhere,xWant,0
PersonX does not bend PersonY's ear,don't be mean,xReact,0
PersonX does not become a lifeguard,to keep it secret,xAttr,0
PersonX does not ask PersonY's on a date,not solitary,oEffect,0
PersonX does not load PersonY's car,inconsiderate,xAttr,0
PersonX speaks with PersonY anymore.,kind hearted,xNeed,0
PersonX does not tell mike,letdown,xNeed,0
PersonX buys a pregnancy test,rejected,xWant,0
PersonX does not have a baby boy,Doesn't become broke,xReact,0
PersonX does not beg PersonY to come,Don't get clean,xEffect,0
PersonX knows PersonY's friends or acquaintances,to schedule with PersonY,oReact,0
PersonX speaks to PersonY,to help them make the best life choices,xAttr,0
PersonX does not arouse PersonY's interest,justified in their sadness,xAttr,0
PersonX can stand being around PersonY.,pressured,xWant,0
PersonX does not hold PersonY's face,Praised by manager,oWant,0
PersonX gives PersonY's detention,thinks about letting friends down,xIntent,0
PersonX does not own PersonX's own business,hope personY doesn't see them,xWant,0
PersonX does not take the girl,decides to go to museum,xWant,0
PersonX does not buy the shoes PersonY wanted,Doesn't grow closer to personx,xWant,0
PersonX does not believe what personY saw.,not disinterested,xReact,0
PersonX does not stop to help PersonY,not responsible,oWant,0
Person X won't play the game,lazy,xAttr,0
PersonX does not use the internet,not incapable,xReact,0
PersonX does not want to dance,Scared,xWant,0
PersonX does not visit some friends,They don't carry the bags,xIntent,0
PersonX does not pull the rug out from under PersonY,to save money,xIntent,0
PersonX does not eat PersonY's breakfast,not Satisfy,xEffect,0
PersonX doesn't take a painting class,To not don't thieve,xAttr,0
PersonX makes PersonX's dream come true,search more,xAttr,0
PersonX does not open PersonX's gift,not Care,xWant,0
Person X appreciates Person Y's personality,is left without something that is needed,xReact,0
PersonX can't find what PersonY is looking for,to work hard,xAttr,0
PersonX doesn't take a painting class,to make a shopping list,xWant,0
PersonX does not push PersonY out,Don't throw personx overboard,xWant,0
PersonX doesn't offer to pay,uninvolved,xIntent,0
PersonX doesn't treat PersonY like a PersonZ,helpless,xWant,0
PersonX does not issue PersonY edict,Doesn't take a day off,xAttr,0
PersonX speaks well of PersonY,bored,xReact,0
PersonX bites PersonY's finger,offer an apology,xWant,0
PersonX does not act as PersonY's agent,not nonviolent,xAttr,0
PersonX invites PersonY to a party,has more money than expected,oWant,0
PersonX does not see PersonY in years,to cook some food,xWant,0
PersonX does not carry PersonY along,Doesn't like chicken,oEffect,0
PersonX won't treat PersonY,don't give up,xReact,0
PersonX will speak to PersonY,polite,oReact,0
PersonX does not back PersonY's car,uninterested,xReact,0
PersonX surprises PersonX's boyfriend,unskilled,oWant,0
PersonX can't play with PersonX,self-centered,oReact,0
PersonX moves far away,inhibited,xIntent,0
PersonX does not offer PersonY opportunity,Greet in a friendly manner by personY,oReact,0
PersonX does not catch lots of fish,Gets a promotion,xWant,0
PersonX knows how to mow my lawn,stressed,xWant,0
PersonX bringses PersonY food,distant,xEffect,0
PersonX believes PersonY,unloved,oReact,0
PersonX takes the food out,finds an interesting place to stop,xIntent,0
PersonX buys a pregnancy test,to avoid PersonY,xWant,0
PersonX does not carry PersonY along,personY doesn't know what to do,oReact,0
PersonX drops PersonY a line,annoyed,oReact,0
PersonX does not pay PersonY's electric bill,not Envious,xWant,0
PersonX is the father,to agree with personx,xEffect,0
PersonX does not carry out PersonY's work,to be seen as a good guest,xAttr,0
PersonX doesn't knock PersonY down,to retain his job,oReact,0
PersonX does not hurt PersonY much,not down,xIntent,0
PersonX does not bark at PersonY,to scare them,xEffect,0
PersonX doesn't expect PersonY,Don't send book to another publisher,xEffect,0
PersonX does not know what PersonY was talking about,not confused,xNeed,0
PersonX does not do loans.,PersonY doesn't feel close to panicking,xNeed,0
Person X doesn't decide not to see Y,rotten,oWant,0
PersonX does not see PersonX's grandma,don't keep secrets,xAttr,0
PersonX knows how to mow my lawn,keeps their dog,xWant,0
PersonX does not mean everything to PersonY,overly careful,xEffect,0
PersonX does not draw PersonY closer,selfish,xIntent,0
PersonX washes PersonY,gets mad,xReact,0
PersonX does not get back to normal,Gets ignore,xAttr,0
PersonX does not keep PersonY awake,Persony to don't have a experience first,xWant,0
PersonX does not give PersonY the names,make decision on own,oWant,0
PersonX does not ask a girl out,don't save their energy,xNeed,0
PersonX does not move around,to remain a mystery to Y,xEffect,0
PersonX does not get PersonY's mail,not sadness,xEffect,0
PersonX does not offer to help PersonY,don't drive them away,oReact,0
PersonX lets PersonY sign up,bored,xWant,0
