p,q,r,output
PersonX tells PersonY to be quiet,to concentrate on something he/she is listening to,xIntent,1
PersonX tells PersonY to be quiet,to go where he is,xNeed,1
PersonX tells PersonY to be quiet,to realize personY is making noise,xNeed,1
PersonX tells PersonY to be quiet,satisfied,xReact,1
PersonX tells PersonY to be quiet,neutral,xReact,1
PersonX tells PersonY to be quiet,contented about getting his wish fulfilled,xReact,1
PersonX tells PersonY to be quiet,personY to obey him,xWant,1
PersonX tells PersonY to be quiet,to continue his activities in silence,xWant,1
PersonX gives PersonY explanation,learns from them,oEffect,1
PersonX gives PersonY explanation,understands what they say,oEffect,1
PersonX gives PersonY explanation,PersonY yells at PersonX in frustration,oEffect,1
PersonX gives PersonY explanation,PersonY grunts in annoyance,oEffect,1
PersonX gives PersonY explanation,competent,oReact,1
PersonX gives PersonY explanation,to reject the explanation,oWant,1
PersonX gives PersonY explanation,to quit,oWant,1
PersonX gives PersonY explanation,to slap PersonX on the face,oWant,1
PersonX gives PersonY explanation,to accept the explanation,oWant,1
PersonX gives PersonY explanation,smart,xAttr,1
PersonX gives PersonY explanation,fair,xAttr,1
PersonX gives PersonY explanation,peaceable,xAttr,1
PersonX gives PersonY explanation,considerate,xAttr,1
PersonX gives PersonY explanation,PersonX clinches their fist in frustration,xEffect,1
PersonX gives PersonY explanation,PersonX is interrupted,xEffect,1
PersonX gives PersonY explanation,to be understood,xIntent,1
PersonX gives PersonY explanation,them to understand,xIntent,1
PersonX gives PersonY explanation,to be talking to PersonY,xNeed,1
PersonX gives PersonY explanation,to think of an explanation,xNeed,1
PersonX gives PersonY explanation,to approach PersonY,xNeed,1
PersonX gives PersonY explanation,to have done something to offend PersonY,xNeed,1
PersonX gives PersonY explanation,accomplished,xReact,1
PersonX gives PersonY explanation,relieved,xReact,1
PersonX gives PersonY explanation,to give up,xWant,1
PersonX gives PersonY explanation,to tell PersonY not to tell anybody,xWant,1
PersonX gives PersonY explanation,to ask PersonY if it is okay,xWant,1
PersonX gives PersonY explanation,to further the explanation,xWant,1
PersonX cries every ___,for them to be happy,oWant,1
PersonX cries every ___,to fix the problem,oWant,1
PersonX cries every ___,trip,xAttr,1
PersonX cries every ___,depressed,xAttr,1
PersonX cries every ___,emotional,xAttr,1
PersonX cries every ___,reactive,xAttr,1
PersonX cries every ___,time,xAttr,1
PersonX cries every ___,face gets wet,xEffect,1
PersonX cries every ___,eyes get puffy,xEffect,1
PersonX cries every ___,gets hellped,xEffect,1
PersonX cries every ___,gets supported,xEffect,1
PersonX cries every ___,he was every step,xIntent,1
PersonX cries every ___,to be sad a lot,xNeed,1
PersonX cries every ___,He misses her.,xNeed,1
PersonX cries every ___,for there to be nothing that can be done about it,xNeed,1
PersonX cries every ___,He broke up with his ex.,xNeed,1
PersonX cries every ___,happy,xReact,1
PersonX cries every ___,very sad,xReact,1
PersonX cries every ___,worried and unhappy,xReact,1
PersonX cries every ___,He writes her a letter.,xWant,1
PersonX cries every ___,to comfort himself,xWant,1
PersonX cries every ___,to fix the problem,xWant,1
PersonX cries every ___,He mails it off.,xWant,1
PersonX cries every ___,to be alone,xWant,1
PersonX cries every ___,to not be sad,xWant,1
PersonX soon started,inspired,xAttr,1
PersonX soon started,hardworking,xAttr,1
PersonX soon started,motivated,xAttr,1
PersonX soon started,busy,xAttr,1
PersonX soon started,brave,xAttr,1
PersonX soon started,curious,xAttr,1
PersonX soon started,sweats,xEffect,1
PersonX soon started,gets exhausted,xEffect,1
PersonX soon started,to lose weight,xIntent,1
PersonX soon started,eager,xReact,1
PersonX soon started,to be finished,xWant,1
PersonX soon started,to compete something,xWant,1
PersonX soon started,to finish,xWant,1
PersonX soon started,to complete task,xWant,1
PersonX decorates PersonX's christmas tree,to put presents under the tree,oWant,1
PersonX decorates PersonX's christmas tree,to help decorate the tree,oWant,1
PersonX decorates PersonX's christmas tree,seasonal,xAttr,1
PersonX decorates PersonX's christmas tree,helpful,xAttr,1
PersonX decorates PersonX's christmas tree,friendly,xAttr,1
PersonX decorates PersonX's christmas tree,festive,xAttr,1
PersonX decorates PersonX's christmas tree,excited,xAttr,1
PersonX decorates PersonX's christmas tree,joyful,xAttr,1
PersonX decorates PersonX's christmas tree,hides presents,xEffect,1
PersonX decorates PersonX's christmas tree,has a decorated tree,xEffect,1
PersonX decorates PersonX's christmas tree,becomes tired,xEffect,1
PersonX decorates PersonX's christmas tree,turns on the christmas tree lights,xEffect,1
PersonX decorates PersonX's christmas tree,is ready for the season,xEffect,1
PersonX decorates PersonX's christmas tree,takes a picture,xEffect,1
PersonX decorates PersonX's christmas tree,festive,xIntent,1
PersonX decorates PersonX's christmas tree,to make it look nice,xIntent,1
PersonX decorates PersonX's christmas tree,to be festive,xIntent,1
PersonX decorates PersonX's christmas tree,get decorations,xNeed,1
PersonX decorates PersonX's christmas tree,to buy a tree,xNeed,1
PersonX decorates PersonX's christmas tree,to buy decorations,xNeed,1
PersonX decorates PersonX's christmas tree,christmas tree decorations,xNeed,1
PersonX decorates PersonX's christmas tree,get a tree,xNeed,1
PersonX decorates PersonX's christmas tree,to have a christmas tree,xNeed,1
PersonX decorates PersonX's christmas tree,pleasant,xReact,1
PersonX decorates PersonX's christmas tree,happy,xReact,1
PersonX decorates PersonX's christmas tree,proud,xReact,1
PersonX decorates PersonX's christmas tree,to put presents under it,xWant,1
PersonX decorates PersonX's christmas tree,to put it in the living room,xWant,1
PersonX decorates PersonX's christmas tree,to show other people the tree,xWant,1
PersonX decorates PersonX's christmas tree,to light the tree,xWant,1
PersonX decorates PersonX's christmas tree,to put presents under the tree,xWant,1
PersonX makes PersonY remark,are focused,oEffect,1
PersonX makes PersonY remark,are listening,oEffect,1
PersonX makes PersonY remark,ashamed,oReact,1
PersonX makes PersonY remark,to say what they are thinking,oWant,1
PersonX makes PersonY remark,to see what he thinks,oWant,1
PersonX makes PersonY remark,bossy,xAttr,1
PersonX makes PersonY remark,rude,xAttr,1
PersonX makes PersonY remark,helpful,xAttr,1
PersonX makes PersonY remark,capable,xAttr,1
PersonX makes PersonY remark,pushy,xAttr,1
PersonX makes PersonY remark,out of line,xAttr,1
PersonX makes PersonY remark,boorish,xAttr,1
PersonX makes PersonY remark,is speaking,xEffect,1
PersonX makes PersonY remark,is observing,xEffect,1
PersonX makes PersonY remark,y to loose the game,xIntent,1
PersonX makes PersonY remark,to be wearing something outrageous,xNeed,1
PersonX makes PersonY remark,proper analysis of the situation,xNeed,1
PersonX makes PersonY remark,to be walking on their hands,xNeed,1
PersonX makes PersonY remark,make sure that the particular remark is right,xNeed,1
PersonX makes PersonY remark,happy and satisfied,xReact,1
PersonX makes PersonY remark,to retrive,xWant,1
PersonX makes PersonY remark,to provoke another remark,xWant,1
PersonX makes PersonY remark,to scold,xWant,1
PersonX makes PersonY remark,listen to what's said,xWant,1
PersonX curves PersonY's lips,frowns,oEffect,1
PersonX curves PersonY's lips,smiles,oEffect,1
PersonX curves PersonY's lips,happy to be kissed,oReact,1
PersonX curves PersonY's lips,to go on stage,oWant,1
PersonX curves PersonY's lips,to pay PersonX,oWant,1
PersonX curves PersonY's lips,to look good in the mirror,oWant,1
PersonX curves PersonY's lips,to look in the mirro,oWant,1
PersonX curves PersonY's lips,to make a duckface,oWant,1
PersonX curves PersonY's lips,to laugh,oWant,1
PersonX curves PersonY's lips,thirsty,xAttr,1
PersonX curves PersonY's lips,pretty,xAttr,1
PersonX curves PersonY's lips,watchful.,xAttr,1
PersonX curves PersonY's lips,conservative.,xAttr,1
PersonX curves PersonY's lips,continues helping PersonY,xEffect,1
PersonX curves PersonY's lips,Puckers up,xEffect,1
PersonX curves PersonY's lips,Repulses back in disgust,xEffect,1
PersonX curves PersonY's lips,having fun,xEffect,1
PersonX curves PersonY's lips,to smile,xIntent,1
PersonX curves PersonY's lips,to give a kiss,xIntent,1
PersonX curves PersonY's lips,to apply the makeup,xNeed,1
PersonX curves PersonY's lips,to pull out the makeup,xNeed,1
PersonX curves PersonY's lips,to be close to PersonY,xNeed,1
PersonX curves PersonY's lips,to touch PersonY's lips,xNeed,1
PersonX curves PersonY's lips,get the lipstick,xNeed,1
PersonX curves PersonY's lips,to wash their hands,xNeed,1
PersonX curves PersonY's lips,excited,xReact,1
PersonX curves PersonY's lips,happy,xReact,1
PersonX curves PersonY's lips,to put more makeup on PersonY,xWant,1
PersonX curves PersonY's lips,to laugh at PersonY,xWant,1
PersonX curves PersonY's lips,to make person y look good,xWant,1
PersonX curves PersonY's lips,to show off their skills,xWant,1
PersonX curves PersonY's lips,to teach PersonY how to whistle,xWant,1
PersonX curves PersonY's lips,to get paid,xWant,1
PersonX corrects PersonY error,gets talked down too,oEffect,1
PersonX corrects PersonY error,Is viewed as less intelligent,oEffect,1
PersonX corrects PersonY error,"Becomes embarrassed, cheeks flush",oEffect,1
PersonX corrects PersonY error,is embarassed,oEffect,1
PersonX corrects PersonY error,grateful,oReact,1
PersonX corrects PersonY error,fine,oReact,1
PersonX corrects PersonY error,to help correct the error,oWant,1
PersonX corrects PersonY error,to listen to PersonX,oWant,1
PersonX corrects PersonY error,to continue talking to PersonX,oWant,1
PersonX corrects PersonY error,to thank PersonX for correcting the error,oWant,1
PersonX corrects PersonY error,PersonY to help him,oWant,1
PersonX corrects PersonY error,to say they will never repeat the error,oWant,1
PersonX corrects PersonY error,helpful,xAttr,1
PersonX corrects PersonY error,understanding,xAttr,1
PersonX corrects PersonY error,astute,xAttr,1
PersonX corrects PersonY error,caring,xAttr,1
PersonX corrects PersonY error,Is seen as smart,xEffect,1
PersonX corrects PersonY error,gets a raise,xEffect,1
PersonX corrects PersonY error,gets thanked,xEffect,1
PersonX corrects PersonY error,"Experiences feeling of superiority, intelligence",xEffect,1
PersonX corrects PersonY error,to help person,xIntent,1
PersonX corrects PersonY error,to specify,xIntent,1
PersonX corrects PersonY error,look at PersonY's work,xNeed,1
PersonX corrects PersonY error,take over the task,xNeed,1
PersonX corrects PersonY error,to interrupt PersonY,xNeed,1
PersonX corrects PersonY error,to listen to PersonY,xNeed,1
PersonX corrects PersonY error,to have noticed PersonY's error,xNeed,1
PersonX corrects PersonY error,to know how to fix the error,xNeed,1
PersonX corrects PersonY error,useful,xReact,1
PersonX corrects PersonY error,helped,xReact,1
PersonX corrects PersonY error,good,xReact,1
PersonX corrects PersonY error,to send the report out to management,xWant,1
PersonX corrects PersonY error,to take over PersonY's job,xWant,1
PersonX corrects PersonY error,to explain to PersonY their correction,xWant,1
PersonX corrects PersonY error,to have quality output,xWant,1
PersonX corrects PersonY error,to allow PersonY to continue,xWant,1
PersonX corrects PersonY error,to warn PersonY,xWant,1
PersonX corrects PersonY error,to fire PersonY,xWant,1
PersonX seizes every opportunity,good,oReact,1
PersonX seizes every opportunity,curious,xAttr,1
PersonX seizes every opportunity,bold,xAttr,1
PersonX seizes every opportunity,clever,xAttr,1
PersonX seizes every opportunity,brave,xAttr,1
PersonX seizes every opportunity,optimistic,xAttr,1
PersonX seizes every opportunity,independent,xAttr,1
PersonX seizes every opportunity,Travel,xEffect,1
PersonX seizes every opportunity,gains money,xEffect,1
PersonX seizes every opportunity,Daring,xEffect,1
PersonX seizes every opportunity,achieves greater things,xEffect,1
PersonX seizes every opportunity,is rewarded in life,xEffect,1
PersonX seizes every opportunity,goes places,xEffect,1
PersonX seizes every opportunity,to earn lots of money,xIntent,1
PersonX seizes every opportunity,take the chance,xIntent,1
PersonX seizes every opportunity,want to get ahead,xIntent,1
PersonX seizes every opportunity,to come up with a plan,xNeed,1
PersonX seizes every opportunity,to learn what can be done,xNeed,1
PersonX seizes every opportunity,good,xReact,1
PersonX seizes every opportunity,happy,xReact,1
PersonX seizes every opportunity,triumphant,xReact,1
PersonX seizes every opportunity,to keep trying,xWant,1
PersonX seizes every opportunity,to succeed,xWant,1
PersonX implements PersonY system,smiles,oEffect,1
PersonX implements PersonY system,gets a raise,oEffect,1
PersonX implements PersonY system,helpful,oReact,1
PersonX implements PersonY system,to make a system for others,oWant,1
PersonX implements PersonY system,to get paid,oWant,1
PersonX implements PersonY system,glad,xAttr,1
PersonX implements PersonY system,determined,xAttr,1
PersonX implements PersonY system,knowledgeable,xAttr,1
PersonX implements PersonY system,trained,xAttr,1
PersonX implements PersonY system,covinced,xAttr,1
PersonX implements PersonY system,secure,xAttr,1
PersonX implements PersonY system,Starts another task,xEffect,1
PersonX implements PersonY system,smiles,xEffect,1
PersonX implements PersonY system,has better quality work,xEffect,1
PersonX implements PersonY system,Needs to do follow up,xEffect,1
PersonX implements PersonY system,to cause something to happen in a certain way,xIntent,1
PersonX implements PersonY system,to try something in a new way,xIntent,1
PersonX implements PersonY system,to get the system,xNeed,1
PersonX implements PersonY system,to ask PersonY to make a system,xNeed,1
PersonX implements PersonY system,dutiful,xReact,1
PersonX implements PersonY system,responsible,xReact,1
PersonX implements PersonY system,accomplished,xReact,1
PersonX implements PersonY system,to tell everyone to learn the system,xWant,1
PersonX implements PersonY system,to pay PersonY,xWant,1
PersonX writes PersonX's memoirs,smart,xAttr,1
PersonX writes PersonX's memoirs,talented,xAttr,1
PersonX writes PersonX's memoirs,thoughtful,xAttr,1
PersonX writes PersonX's memoirs,intelligent,xAttr,1
PersonX writes PersonX's memoirs,comtemplative,xAttr,1
PersonX writes PersonX's memoirs,eyes blur from small print,xEffect,1
PersonX writes PersonX's memoirs,hand cramps,xEffect,1
PersonX writes PersonX's memoirs,to share life story,xIntent,1
PersonX writes PersonX's memoirs,to make money,xIntent,1
PersonX writes PersonX's memoirs,to describe life,xIntent,1
PersonX writes PersonX's memoirs,to record his memories,xIntent,1
PersonX writes PersonX's memoirs,to share knowledge,xIntent,1
PersonX writes PersonX's memoirs,to get a pen,xNeed,1
PersonX writes PersonX's memoirs,to think about their life,xNeed,1
PersonX writes PersonX's memoirs,to get paper,xNeed,1
PersonX writes PersonX's memoirs,to get a type writer,xNeed,1
PersonX writes PersonX's memoirs,to draft chapters,xNeed,1
PersonX writes PersonX's memoirs,to get some paper,xNeed,1
PersonX writes PersonX's memoirs,good about himself,xReact,1
PersonX writes PersonX's memoirs,proud,xReact,1
PersonX writes PersonX's memoirs,satisfied,xReact,1
PersonX writes PersonX's memoirs,excited,xReact,1
PersonX writes PersonX's memoirs,egotistical,xReact,1
PersonX writes PersonX's memoirs,accomplished,xReact,1
PersonX writes PersonX's memoirs,to read it,xWant,1
PersonX writes PersonX's memoirs,to keep it somewhere safe,xWant,1
PersonX writes PersonX's memoirs,to get feedback,xWant,1
PersonX writes PersonX's memoirs,to read what they wrote,xWant,1
PersonX writes PersonX's memoirs,to write another book,xWant,1
PersonX writes PersonX's memoirs,to sell it,xWant,1
PersonX wants nothing to do with PersonY,sees X years later,oEffect,1
PersonX wants nothing to do with PersonY,gets offended,oEffect,1
PersonX wants nothing to do with PersonY,rejected.,oReact,1
PersonX wants nothing to do with PersonY,upset,oReact,1
PersonX wants nothing to do with PersonY,guilty.,oReact,1
PersonX wants nothing to do with PersonY,sad,oReact,1
PersonX wants nothing to do with PersonY,to tell PersonX to go to hell,oWant,1
PersonX wants nothing to do with PersonY,to wonder what PersonX is thinking,oWant,1
PersonX wants nothing to do with PersonY,to know why PersonX is avoiding them,oWant,1
PersonX wants nothing to do with PersonY,to apolgize to PersonX,oWant,1
PersonX wants nothing to do with PersonY,unwilling,xAttr,1
PersonX wants nothing to do with PersonY,dramatic,xAttr,1
PersonX wants nothing to do with PersonY,stubborn,xAttr,1
PersonX wants nothing to do with PersonY,decisive,xAttr,1
PersonX wants nothing to do with PersonY,unfriendly,xAttr,1
PersonX wants nothing to do with PersonY,touchy,xAttr,1
PersonX wants nothing to do with PersonY,uncooperative,xAttr,1
PersonX wants nothing to do with PersonY,obstructive,xAttr,1
PersonX wants nothing to do with PersonY,loses a friend,xEffect,1
PersonX wants nothing to do with PersonY,sees Y cry,xEffect,1
PersonX wants nothing to do with PersonY,to show no concern,xIntent,1
PersonX wants nothing to do with PersonY,to be mean,xIntent,1
PersonX wants nothing to do with PersonY,to stay away from the other person.,xIntent,1
PersonX wants nothing to do with PersonY,to have gotten into trouble because of PersonY,xNeed,1
PersonX wants nothing to do with PersonY,to see that PersonY is embarrasing them,xNeed,1
PersonX wants nothing to do with PersonY,work,xNeed,1
PersonX wants nothing to do with PersonY,love,xNeed,1
PersonX wants nothing to do with PersonY,accomplished,xReact,1
PersonX wants nothing to do with PersonY,angry.,xReact,1
PersonX wants nothing to do with PersonY,to hide from PersonY,xWant,1
PersonX wants nothing to do with PersonY,to tell people that they don't want to help about PersonYy,xWant,1
PersonX wants nothing to do with PersonY,to avoid PersonY,xWant,1
PersonX wants nothing to do with PersonY,not good relationship,xWant,1
PersonX wants nothing to do with PersonY,not friendly,xWant,1
PersonX wants nothing to do with PersonY,to keep away from PersonY,xWant,1
PersonX wants nothing to do with PersonY,to stop caring about PersonY,xWant,1
PersonX bumps PersonX's head,unaware,xAttr,1
PersonX bumps PersonX's head,clumsy,xAttr,1
PersonX bumps PersonX's head,uncoordinated,xAttr,1
PersonX bumps PersonX's head,gets stressed and yells,xEffect,1
PersonX bumps PersonX's head,shouts,xEffect,1
PersonX bumps PersonX's head,feels pain,xEffect,1
PersonX bumps PersonX's head,gets dizzy,xEffect,1
PersonX bumps PersonX's head,frowns,xEffect,1
PersonX bumps PersonX's head,pain,xReact,1
PersonX bumps PersonX's head,hurt.,xReact,1
PersonX bumps PersonX's head,clumsy,xReact,1
PersonX bumps PersonX's head,hurt,xReact,1
PersonX bumps PersonX's head,frustrated,xReact,1
PersonX bumps PersonX's head,to get angry at himself,xWant,1
PersonX bumps PersonX's head,to treat the wound,xWant,1
PersonX bumps PersonX's head,to yell in frustration,xWant,1
PersonX bumps PersonX's head,to let go of his frustration,xWant,1
PersonX moves to new york city,to meet new people,oWant,1
PersonX moves to new york city,to settle down,oWant,1
PersonX moves to new york city,nomad,xAttr,1
PersonX moves to new york city,job-hunting,xAttr,1
PersonX moves to new york city,brave,xAttr,1
PersonX moves to new york city,a city dweller,xAttr,1
PersonX moves to new york city,daring,xAttr,1
PersonX moves to new york city,adventurous,xAttr,1
PersonX moves to new york city,becomes acquainted gradually with the new area,xEffect,1
PersonX moves to new york city,to buy mobile,xEffect,1
PersonX moves to new york city,for live in city,xEffect,1
PersonX moves to new york city,searching job,xEffect,1
PersonX moves to new york city,gets lost,xEffect,1
PersonX moves to new york city,gets lost initially,xEffect,1
PersonX moves to new york city,meet friends,xEffect,1
PersonX moves to new york city,meets people,xEffect,1
PersonX moves to new york city,to enjoy faster paced life,xIntent,1
PersonX moves to new york city,a new beginning,xIntent,1
PersonX moves to new york city,to drive up to their new home in New York,xNeed,1
PersonX moves to new york city,to find an apartment,xNeed,1
PersonX moves to new york city,money,xNeed,1
PersonX moves to new york city,to pack up their things,xNeed,1
PersonX moves to new york city,boxes,xNeed,1
PersonX moves to new york city,to hire a removals company,xNeed,1
PersonX moves to new york city,to pack up all their belongings,xNeed,1
PersonX moves to new york city,to search for properties available in New York,xNeed,1
PersonX moves to new york city,excited,xReact,1
PersonX moves to new york city,to meet new people,xWant,1
PersonX moves to new york city,to contact family and friends to let them know how the move has gone,xWant,1
PersonX moves to new york city,unpack,xWant,1
PersonX moves to new york city,to drink some beer after the stressful move,xWant,1
PersonX moves to new york city,to settle in,xWant,1
PersonX moves to new york city,to go site seeing in their new city,xWant,1
PersonX moves to new york city,to settle down,xWant,1
PersonX moves to new york city,to unpack all their belongings in their new home,xWant,1
PersonX would see PersonY,"is asked questions of (welfare, etc)",oEffect,1
PersonX would see PersonY,Smiles back,oEffect,1
PersonX would see PersonY,Blushes,oEffect,1
PersonX would see PersonY,is waved at,oEffect,1
PersonX would see PersonY,anxious,oReact,1
PersonX would see PersonY,excited,oReact,1
PersonX would see PersonY,happy,oReact,1
PersonX would see PersonY,to welcome PersonX when they arrive,oWant,1
PersonX would see PersonY,to listen to PersonX,oWant,1
PersonX would see PersonY,to talk,oWant,1
PersonX would see PersonY,to tell PersonX to come to his office,oWant,1
PersonX would see PersonY,to receive PersonX's call,oWant,1
PersonX would see PersonY,to see them,oWant,1
PersonX would see PersonY,available,xAttr,1
PersonX would see PersonY,observant,xAttr,1
PersonX would see PersonY,accepting,xAttr,1
PersonX would see PersonY,aware,xAttr,1
PersonX would see PersonY,excited,xAttr,1
PersonX would see PersonY,happy,xAttr,1
PersonX would see PersonY,joyful,xAttr,1
PersonX would see PersonY,acknowledges person y,xEffect,1
PersonX would see PersonY,Smiles,xEffect,1
PersonX would see PersonY,Moves his arms to say hello,xEffect,1
PersonX would see PersonY,hide from persony,xEffect,1
PersonX would see PersonY,to see old friends,xIntent,1
PersonX would see PersonY,to go on a date,xIntent,1
PersonX would see PersonY,to visit them,xIntent,1
PersonX would see PersonY,to know them,xNeed,1
PersonX would see PersonY,to have plans,xNeed,1
PersonX would see PersonY,call PersonY,xNeed,1
PersonX would see PersonY,see if PersonY is avaiable,xNeed,1
PersonX would see PersonY,glad,xReact,1
PersonX would see PersonY,anxious,xReact,1
PersonX would see PersonY,excited,xReact,1
PersonX would see PersonY,to convey business strategies,xWant,1
PersonX would see PersonY,to talk with them,xWant,1
PersonX would see PersonY,to call PersonY,xWant,1
PersonX would see PersonY,to discuss a business proposition,xWant,1
PersonX would see PersonY,to see them,xWant,1
PersonX would see PersonY,to go over to PersonY's house,xWant,1
PersonX attends a wine tasting,tired,oReact,1
PersonX attends a wine tasting,happy,oReact,1
PersonX attends a wine tasting,to have their drinks,oWant,1
PersonX attends a wine tasting,to socialize with personX,oWant,1
PersonX attends a wine tasting,social,xAttr,1
PersonX attends a wine tasting,eclectic,xAttr,1
PersonX attends a wine tasting,adventurous,xAttr,1
PersonX attends a wine tasting,curious,xAttr,1
PersonX attends a wine tasting,enthusiastic,xAttr,1
PersonX attends a wine tasting,he gains knowledge of wines,xEffect,1
PersonX attends a wine tasting,becomes more popular as a wine tester,xEffect,1
PersonX attends a wine tasting,he gets a sense of curiosity,xEffect,1
PersonX attends a wine tasting,is paid for his services by the organisation.,xEffect,1
PersonX attends a wine tasting,to seem refined,xIntent,1
PersonX attends a wine tasting,to learn about wines,xIntent,1
PersonX attends a wine tasting,to be social,xIntent,1
PersonX attends a wine tasting,to enjoy many wines,xIntent,1
PersonX attends a wine tasting,to learn,xIntent,1
PersonX attends a wine tasting,to like wine,xNeed,1
PersonX attends a wine tasting,Get in the car,xNeed,1
PersonX attends a wine tasting,Plan the route,xNeed,1
PersonX attends a wine tasting,find an event,xNeed,1
PersonX attends a wine tasting,to know the address,xNeed,1
PersonX attends a wine tasting,Get dressed,xNeed,1
PersonX attends a wine tasting,Finds a designated driver,xNeed,1
PersonX attends a wine tasting,buy a ticket,xNeed,1
PersonX attends a wine tasting,drunk,xReact,1
PersonX attends a wine tasting,rich,xReact,1
PersonX attends a wine tasting,happy,xReact,1
PersonX attends a wine tasting,intoxicated,xReact,1
PersonX attends a wine tasting,make new friends,xWant,1
PersonX attends a wine tasting,To buy some wine,xWant,1
PersonX attends a wine tasting,try some samples,xWant,1
PersonX attends a wine tasting,Call cab,xWant,1
PersonX attends a wine tasting,to have fun with others,xWant,1
PersonX attends a wine tasting,To eat and hydrate properly,xWant,1
PersonX attends a wine tasting,to drink the several types,xWant,1
PersonX attends a wine tasting,Taste it all,xWant,1
PersonX wants nothing more,irritated,oReact,1
PersonX wants nothing more,Longing,xAttr,1
PersonX wants nothing more,In need,xAttr,1
PersonX wants nothing more,content,xAttr,1
PersonX wants nothing more,satisfied,xAttr,1
PersonX wants nothing more,grateful,xAttr,1
PersonX wants nothing more,fulfilled,xAttr,1
PersonX wants nothing more,sleeps in peace,xEffect,1
PersonX wants nothing more,becomes complete,xEffect,1
PersonX wants nothing more,becomes fulfilled,xEffect,1
PersonX wants nothing more,becomes satisfied,xEffect,1
PersonX wants nothing more,is satisfied,xEffect,1
PersonX wants nothing more,to be finished with it,xIntent,1
PersonX wants nothing more,to be mad about something,xNeed,1
PersonX wants nothing more,to know something,xNeed,1
PersonX wants nothing more,to reach his limit,xNeed,1
PersonX wants nothing more,to decide he's complete,xNeed,1
PersonX wants nothing more,hopeful,xReact,1
PersonX wants nothing more,desire,xReact,1
PersonX wants nothing more,overwhelmed,xReact,1
PersonX wants nothing more,to not have more things.,xWant,1
PersonX wants nothing more,nothing further to happen,xWant,1
PersonX wants nothing more,everyone else to be happy.,xWant,1
PersonX wants nothing more,to acquire no more items/objects/info,xWant,1
PersonX wants nothing more,to cry,xWant,1
PersonX wants nothing more,to run away,xWant,1
PersonX keeps ___ to a minimum,stress free,oReact,1
PersonX keeps ___ to a minimum,to talk to PersonX later,oWant,1
PersonX keeps ___ to a minimum,to talk,oWant,1
PersonX keeps ___ to a minimum,to wonder what PersonX is thinking,oWant,1
PersonX keeps ___ to a minimum,to do something fun,oWant,1
PersonX keeps ___ to a minimum,cautious,xAttr,1
PersonX keeps ___ to a minimum,reserved,xAttr,1
PersonX keeps ___ to a minimum,perceptive,xAttr,1
PersonX keeps ___ to a minimum,clerver,xAttr,1
PersonX keeps ___ to a minimum,quiet,xAttr,1
PersonX keeps ___ to a minimum,studious,xAttr,1
PersonX keeps ___ to a minimum,they are rewarded,xEffect,1
PersonX keeps ___ to a minimum,PersonX travels lightly,xEffect,1
PersonX keeps ___ to a minimum,PersonX gets work done early,xEffect,1
PersonX keeps ___ to a minimum,they are praised,xEffect,1
PersonX keeps ___ to a minimum,to keep issues in control,xIntent,1
PersonX keeps ___ to a minimum,to reduce risk to minimum,xIntent,1
PersonX keeps ___ to a minimum,to want to stay quiet,xNeed,1
PersonX keeps ___ to a minimum,to use good judgement,xNeed,1
PersonX keeps ___ to a minimum,to know the maximum allowed,xNeed,1
PersonX keeps ___ to a minimum,to have a budget,xNeed,1
PersonX keeps ___ to a minimum,relaxed,xReact,1
PersonX keeps ___ to a minimum,to not get noticed,xWant,1
PersonX keeps ___ to a minimum,to travel light,xWant,1
PersonX keeps ___ to a minimum,to do something else,xWant,1
PersonX keeps ___ to a minimum,to stay quiet,xWant,1
PersonX keeps ___ to a minimum,to talk about other things,xWant,1
PersonX keeps ___ to a minimum,to check if everything is okay,xWant,1
PersonX holds PersonX's phone,good.,oReact,1
PersonX holds PersonX's phone,grateful,oReact,1
PersonX holds PersonX's phone,dutiful,xAttr,1
PersonX holds PersonX's phone,protective,xAttr,1
PersonX holds PersonX's phone,self-absorbed,xAttr,1
PersonX holds PersonX's phone,curious,xAttr,1
PersonX holds PersonX's phone,careful,xAttr,1
PersonX holds PersonX's phone,distracted,xAttr,1
PersonX holds PersonX's phone,gets distracted during a conversation,xEffect,1
PersonX holds PersonX's phone,looks at it,xEffect,1
PersonX holds PersonX's phone,they think of someone to text,xEffect,1
PersonX holds PersonX's phone,dials a number,xEffect,1
PersonX holds PersonX's phone,smiles at the screen,xEffect,1
PersonX holds PersonX's phone,they wait for a call,xEffect,1
PersonX holds PersonX's phone,to help,xIntent,1
PersonX holds PersonX's phone,to make a phone call.,xIntent,1
PersonX holds PersonX's phone,own a phone,xNeed,1
PersonX holds PersonX's phone,take cellphone from pocket,xNeed,1
PersonX holds PersonX's phone,helpful,xReact,1
PersonX holds PersonX's phone,good.,xReact,1
PersonX holds PersonX's phone,call someone,xWant,1
PersonX holds PersonX's phone,answer a text,xWant,1
PersonX rides around,bold,xAttr,1
PersonX rides around,a good driver,xAttr,1
PersonX rides around,capable,xAttr,1
PersonX rides around,adventurous,xAttr,1
PersonX rides around,curious,xAttr,1
PersonX rides around,amused,xAttr,1
PersonX rides around,gets out of car,xEffect,1
PersonX rides around,smiles,xEffect,1
PersonX rides around,parks,xEffect,1
PersonX rides around,cheers,xEffect,1
PersonX rides around,to take in the scenery,xIntent,1
PersonX rides around,to be a better horse rider,xIntent,1
