p,q,r,output
PersonX parties hearty,in awe,xWant,0
PersonX doesn't ask the students,invite in,xAttr,0
PersonX carries a tune,Don't say hello,xReact,0
PersonX doesn't stop in time,proud,xReact,0
PersonX loads PersonY's car,disturbed,xNeed,0
PersonX never didn't wake,happy because they like persony,xEffect,0
PersonX doesn't give PersonY a character,thankful,xWant,0
PersonX doesn't cook breakfast,sighs in relief,xReact,0
PersonX tries to lose weight,drinks,xNeed,0
PersonX doesn't leave the store,to get angry,xIntent,0
PersonX goes ___ with PersonX's friend,is victorious,oEffect,0
PersonX doesn't get PersonX's passport,uses strength,xAttr,0
PersonX doesn't tie ___ together,to beat their enemies,xNeed,0
PersonX throws ___ in the wash,Don't go away,xEffect,0
PersonX gets a new cell phone,spend weeks procuring necessary documents to apply for passport,xWant,0
PersonX is a very picky eater,don't thank the audience,xAttr,0
PersonX asks my friend,don't stand out,oWant,0
PersonX falls off a truck,don't know magic,xNeed,0
PersonX takes time off from work,don't thank person Y for his hospitality,xWant,0
PersonX delights in ___,to not crash,xAttr,0
PersonX doesn't play softball,to console him,xAttr,0
PersonX wouldn't help,to have his family close,xAttr,0
PersonX takes PersonY's belongings,drives off,xReact,0
PersonX doesn't prevent the ___ from passing,to tell their friends,xReact,0
PersonX doesn't drive so fast,to play with his friends,xEffect,0
PersonX pricks PersonX's finger,to be consistent,xAttr,0
PersonX doesn't run through PersonY's mind,happy,xWant,0
PersonX would be perfect,kind,xAttr,0
PersonX buys the shoes,worn out,xNeed,0
PersonX doesn't take time off from work,irresponsible,xWant,0
PersonX doesn't make PersonY remark,surprised,xIntent,0
PersonX takes ___ to mcdonald's,not Concerned,xEffect,0
PersonX finds ___ by side,Doesn't have a decorated tree,oWant,0
PersonX pulls PersonY's pants,to put it behind them,xWant,0
PersonX doesn't make a paper plane,Buyer,xEffect,0
PersonX paves the road to hell,not calm,xWant,0
PersonX buys a new game,not Satisfy,xReact,0
PersonX doesn't decide to smoke,drinks,xIntent,0
PersonX makes a move,not competitive,xAttr,0
PersonX doesn't implement PersonY system,moving,oEffect,0
PersonX doesn't impose upon PersonY,to go on a date,xWant,0
PersonX tells PersonY to make,joy,xReact,0
PersonX gets to see PersonY,to clock out,oEffect,0
PersonX doesn't find a ___ somewhere,Punches someone,xAttr,0
PersonX doesn't make jewelry,helpful,xNeed,0
PersonX doesn't pay PersonY price,to enjoy himself,xWant,0
PersonX breaks PersonY's ankle,don't claim credit,oWant,0
PersonX doesn't stab in the back,Improves their skills,oWant,0
PersonX becomes sick,happy,xAttr,0
PersonX doesn't know PersonY too well,proud,xEffect,0
PersonX always took,no effect,xAttr,0
PersonX is playing in the yard,starts over,xWant,0
PersonX doesn't smell smoke,close their ears,oReact,0
PersonX joins a book club,Doesn't want to achieve things,xWant,0
PersonX catches lots of fish,not laugh,xReact,0
PersonX hears PersonY's talk,greedy,xAttr,0
PersonX doesn't take PersonX's first step,good,xWant,0
PersonX moves PersonY's furniture,to get a money,xAttr,0
PersonX wants to dye PersonX's hair,sporty,xEffect,0
PersonX knows PersonY was right,to fill his glass with soda,oWant,0
PersonX doesn't kill PersonY instantly,strong,xNeed,0
PersonX spends a ___ looking,Not to don't care about others,xNeed,0
PersonX learns how to play the drums,be prepared,xWant,0
PersonX doesn't tell PersonY to make,to know where PersonY is,xNeed,0
PersonX throws ___ around,to pass it to their team mate,xEffect,0
PersonX goes and bought ___,to practice,xAttr,0
PersonX carries a tune,to determine if they want to go,xNeed,0
PersonX persuades the ___ to let,mature,xEffect,0
PersonX doesn't hold PersonX's phone,Person Bruised,xWant,0
PersonX doesn't run through PersonY's mind,relax,oWant,0
PersonX doesn't bring home the bacon,decide what clothes they need,xWant,0
PersonX spends a week with PersonY,don't take water,xReact,0
PersonX lands awkwardly,Don't run away,xAttr,0
PersonX tries to lose weight,to apply the makeup,xWant,0
PersonX takes PersonX's lumps,don't go to the doctor,xAttr,0
PersonX gets PersonX's ___ away,not irresponsible,xWant,0
PersonX doesn't walk to the store,curious,xIntent,0
PersonX leaves the shop,information about the event,xWant,0
PersonX satisfies PersonY's needs,Don't eat dinner,xAttr,0
PersonX asks PersonY what happened,they see what they need,oEffect,0
PersonX hosts ___ at PersonY's house,Don't grab a bite to eat,oReact,0
PersonX makes a peanut butter sandwich,To be thank,xIntent,0
PersonX doesn't claim PersonX's prize,to live with his wife,xIntent,0
PersonX maximizes PersonY's profits,not worried,xEffect,0
PersonX doesn't decorate PersonX's christmas tree,worried,xNeed,0
PersonX doesn't wear ___ every day,He finally passes the level.,xAttr,0
PersonX decides to go home,not inconsiderate,xAttr,0
PersonX would see PersonY,to express views,oEffect,0
PersonX finds a cause of death,Friendly,xWant,0
PersonX cant helps,to listen to PersonX,xAttr,0
PersonX blazes a trail,don't get information from me.,xIntent,0
PersonX doesn't take PersonY's belongings,more secure in their job.,xEffect,0
PersonX absolutely didn't love ___,loses money,xWant,0
PersonX doesn't obtain ___ from sources,secluded,xIntent,0
PersonX beats PersonX's friend,Washes it,oWant,0
PersonX controls PersonY's actions,don't greet them,xWant,0
PersonX hits the gas,not excited,xWant,0
PersonX thanks the worker,Doesn't forgive person X,oWant,0
PersonX would shouts if a shark bit him,Gets fresh air,xAttr,0
PersonX doesn't tear PersonY to pieces,Takes her for walks.,xWant,0
PersonX loves PersonY's wife,not forgetful,xAttr,0
PersonX takes PersonY fishing,promise to make a return visit.,oWant,0
PersonX almost hit PersonY,don't check who uttered the name,xEffect,0
PersonX asks my friend,to stand out,oWant,0
PersonX lays the groundwork,helpless,xEffect,0
PersonX goes to the animal shelter,grateful for their friend's care.,oReact,0
PersonX leaves the store,to make a plan,oWant,0
PersonX persuades the ___ to let,not celebratory,xAttr,0
PersonX meets PersonY's mom,glad,xIntent,0
PersonX doesn't redo PersonX's bedroom,buys a ring,xIntent,0
PersonX doesn't get PersonY's phone,to know something,xIntent,0
PersonX implements PersonY system,Hand doesn't turn red,xNeed,0
PersonX doesn't fall off a truck,to spend time apart from PersonY,xAttr,0
PersonX departs this life ___,Because it is Person X's dream,xEffect,0
PersonX lies ___ by side,don't study,xNeed,0
PersonX rides a roller coaster,not talented,xReact,0
PersonX doesn't buy PersonX's first home,ill,xWant,0
PersonX spends a week with PersonY,not Acknowledge,xAttr,0
PersonX directs every ___,don't pay PersonX,oWant,0
PersonX doesn't go for a walk in the woods,buys a shirt,xWant,0
PersonX puts ___ in PersonY's car,hurt,xEffect,0
PersonX stabs in the back,to get a souvenir,xIntent,0
PersonX leaves the shop,He doesn't save it.,xWant,0
PersonX doesn't carry a tune,to train him,xReact,0
PersonX acquires PersonY knowledge,not concerned,xWant,0
PersonX doesn't look ___ straight in the eye,to sell him one,xAttr,0
PersonX doesn't write PersonX's memoirs,directionless,xNeed,0
PersonX doesn't get to see PersonY,to obtain the item,oWant,0
PersonX doesn't put PersonY in a jar,to lie about eating PersonY's vegetables,xEffect,0
PersonX paints PersonY's bedroom walls,don't pack for the trip,xNeed,0
PersonX doesn't persuade the ___ to let,to get PersonY's permission (to touch it),xAttr,0
PersonX tells PersonY to be quiet,useful,xNeed,0
PersonX slaps PersonY's hand,not hopeful,oReact,0
PersonX doesn't lock ___ out of the house,to have a companion,xReact,0
PersonX doesn't take ___ together,tired,xAttr,0
PersonX takes PersonY's home,Gather what he needs to do what he likes,xWant,0
PersonX calls ___ to the importance,Person Y didn't go back to home.,xAttr,0
PersonX hurts PersonY's feelings,not hungry,oReact,0
PersonX opens the closet door,irritated,xAttr,0
PersonX doesn't restore the ___ to PersonY's state,to like eating,xAttr,0
PersonX pays PersonY price,annoyed,oEffect,0
PersonX pursues PersonX's dream,to have promised not to tell,oReact,0
PersonX meets PersonY's mom,Don't make a space for her things,xNeed,0
PersonX sees PersonY's mom,don't know the truth,xReact,0
PersonX doesn't chew PersonY's lip,thanks the other person,xWant,0
PersonX shares PersonX's experiences,to buy things,xNeed,0
PersonX doesn't take PersonY's cat,to enjoy life,xWant,0
PersonX doesn't keep ___ away from PersonY,person x needs to move their hand,xWant,0
PersonX doesn't thank the worker,to thank people,xAttr,0
PersonX throws ___ in the wash,revenge,xReact,0
PersonX tries to lose weight,concerned,xEffect,0
PersonX promotes the world's literature,nervous,xAttr,0
PersonX withdraws PersonY's hand,Don't eat with them,oWant,0
PersonX doesn't start the day,pay someone else to do PersonX's work,xReact,0
PersonX takes ___ that day,logical,xReact,0
PersonX doesn't pull PersonY's pants,to thank her,oWant,0
PersonX doesn't want to be a firefighter,demanding,xReact,0
PersonX spills everywhere,breathes through nose,xAttr,0
PersonX doesn't walk towards PersonY,to be with PersonY,xAttr,0
PersonX doesn't take PersonX's bike,Keeps a watch on activities,xWant,0
PersonX doesn't decide to cheat,Brittle,xNeed,0
PersonX tears PersonY to pieces,grateful,xEffect,0
PersonX doesn't carry PersonX's weight,to show PersonX gratitude,xWant,0
PersonX puts PersonY in a jar,to travel world,xNeed,0
PersonX takes a different route,not content,xAttr,0
PersonX decides to go on vacation,less thirsty,xAttr,0
PersonX teaches ___ how to play,needed.,xReact,0
PersonX rushes to the er,don't be active,xNeed,0
PersonX takes ___ together,not tired,xAttr,0
PersonX raises the ___ to PersonY's lips,Doesn't get excited to go home,xIntent,0
PersonX would see PersonY,hardworking,xEffect,0
PersonX leaves heading to PersonY,anticipates seeing a friend,xIntent,0
PersonX doesn't want to be a singer,surprising,xAttr,0
PersonX doesn't try to run away,relaxed,xWant,0
PersonX needs a new couch,nervous,xReact,0
PersonX doesn't need to buy a new car,grateful,xEffect,0
PersonX uses chopsticks,not careful,xReact,0
PersonX finds a cause of death,not Friendly,xWant,0
PersonX takes ___ that day,like a team player,xAttr,0
PersonX doesn't leave the rest to PersonY,excited,xNeed,0
PersonX doesn't take PersonY fishing,to laugh about it,xIntent,0
PersonX asks ___ for help,Falls asleep first,xAttr,0
PersonX doesn't call ___ to the importance,refreshed,xEffect,0
PersonX doesn't take PersonX's hat off to ___,PersonY cries,oWant,0
PersonX absolutely didn't love ___,to be of service,xIntent,0
PersonX lets PersonX's cat,Gets beat up,xWant,0
PersonX doesn't give PersonY the right,safe,xReact,0
PersonX forces upon PersonY,for there to be nothing that can be done about it,xIntent,0
PersonX wants to dye PersonX's hair,to train him,xEffect,0
PersonX rushes to the er,to be active,xNeed,0
PersonX doesn't hear PersonX's father's ___,to talk to PersonX,xWant,0
PersonX doesn't put the dough,to remain quiet,xAttr,0
PersonX gets a new cell phone,accomplished,xEffect,0
PersonX takes PersonY's home,Don't open the door,xEffect,0
PersonX takes PersonX's first step,not good,xWant,0
PersonX fish all day,Doesn't keep a watch on activities,xNeed,0
PersonX hits the nail on the head,don't walk into a shop,oWant,0
PersonX doesn't begin to spread,grateful,xNeed,0
PersonX doesn't push PersonX's ___ through the crowd,asks him questions,xWant,0
PersonX makes brownies,Doesn't go into the street.,xAttr,0
PersonX hosts ___ at PersonY's house,Doesn't understand,xIntent,0
PersonX finds the door locked,PersonX's become hypersensitive to sudden sounds.,xReact,0
PersonX doesn't take PersonY's belongings,to express devotion,xAttr,0
PersonX don't offer PersonX's condolences,go to another place,xWant,0
PersonX gets married ___,to get into their car,xNeed,0
PersonX rushes to the er,takes a shower,xWant,0
PersonX slowly moved PersonY's mouth up,closer to the other person,xWant,0
PersonX hears PersonY's talk,cries,xIntent,0
PersonX trains ___ to become,to be creative,xEffect,0
PersonX wanders away,person x gets in car,xNeed,0
PersonX claims PersonX's prize,"Isn't asked questions of (welfare, etc)",xNeed,0
PersonX doesn't write PersonY's name,happy,xNeed,0
PersonX writes PersonX's memoirs,don't meet all their family,xIntent,0
PersonX doesn't wake up early this morning,practice some more,xWant,0
PersonX goes see a doctor,to see them,oEffect,0
PersonX puts ___ on PersonY's face,wants to avoid people,xWant,0
PersonX doesn't want nothing to do with PersonY,nurturing,oEffect,0
PersonX is a very picky eater,sorry,xEffect,0
PersonX takes PersonY to the vet,don't give respects,oReact,0
PersonX doesn't embrace every ___,He puts a lid on it.,xEffect,0
PersonX doesn't want to marry PersonY,to not crash,xWant,0
PersonX asks the students,Don't invite in,xAttr,0
PersonX lays the groundwork,clean hands,xAttr,0
PersonX takes ___ to mcdonald's,new data,xAttr,0
PersonX eats PersonY's vegetables,receive purchases and pay for them,xEffect,0
PersonX is playing with PersonX's cat,not noble,xWant,0
PersonX greases the wheels,a car,xNeed,0
PersonX finishes PersonX's essay,a park,xWant,0
PersonX gets PersonX's blood drawn,to thank people,xAttr,0
PersonX doesn't put ___ under PersonX's pillow,play game,xAttr,0
PersonX gives thee the ___,Don't meet new people,xWant,0
PersonX attains PersonX's object,not friendly,xEffect,0
PersonX takes ___ to a repair shop,upset,oEffect,0
PersonX takes ___ that day,competent,xWant,0
PersonX keeps on truckin,to give thanks,xReact,0
PersonX would n't stop crying,Doesn't gain a new skill,xAttr,0
PersonX finds PersonX's hotel,not Inspire,xWant,0
PersonX loses PersonX's job ___,to read their work,xNeed,0
PersonX begins to spread,happy because they like persony,xAttr,0
PersonX isn't PersonY's first time,to go to personY's,xWant,0
PersonX goes ___ on leave,Doesn't give blessing,xWant,0
PersonX puts ___ on PersonY's face,don't settle down,oEffect,0
PersonX meets PersonY's neighbors,strong,xNeed,0
PersonX doesn't try to catch it,to stop crying,oWant,0
PersonX lands awkwardly,nosy,xAttr,0
PersonX doesn't take PersonX's bike,find the store,xReact,0
PersonX doesn't pack PersonX's bag,to help personx carry his bag.,xWant,0
PersonX goes to the animal shelter,to communicate with the man,xIntent,0
PersonX doesn't drive to the store ___,responsible,xEffect,0
PersonX isn't PersonX's wedding day,to welcome PersonX to the book club,oWant,0
PersonX pricks PersonX's finger,wipes mouth,xEffect,0
PersonX would n't stop crying,grateful,xWant,0
PersonX takes ___ to mcdonald's,Concerned,xEffect,0
PersonX gets the ingredients together,score runs,xEffect,0
PersonX drives to the store ___,good,xEffect,0
PersonX lies on PersonY's side,to get up,oWant,0
PersonX handles the situation,to brighten person y future,xNeed,0
PersonX goes home,not grateful,xWant,0
PersonX doesn't find PersonY's owners,festive,oWant,0
PersonX doesn't pave the road to hell,calm,xWant,0
PersonX doesn't want nothing more,generous,xAttr,0
PersonX takes PersonX's first step,not resilient,oReact,0
PersonX blows to kingdom come,don't go to school.,xEffect,0
PersonX asks PersonY what happened,don't improve,oWant,0
PersonX isn't fast asleep,remembers what they learned,xWant,0
PersonX kills PersonY's brother,don't save money,xEffect,0
PersonX takes PersonY's belongings,don't express devotion,xAttr,0
PersonX wants to marry PersonY,tidy,xEffect,0
PersonX doesn't build PersonX's nest,to watch tv alone,xReact,0
PersonX preaches ___ to the poor,don't keep the advantage,xReact,0
PersonX forces upon PersonY,don't avoid stomach issues,xAttr,0
PersonX delights in ___,to be nasty,xEffect,0
PersonX doesn't celebrate PersonY's victory,accomplished,xIntent,0
PersonX doesn't catch lots of fish,to communicate with the man,xAttr,0
PersonX maximizes PersonY's profits,see the doctor,xAttr,0
PersonX drives around,new data,xWant,0
PersonX strokes PersonX's beard,gives gift,xWant,0
PersonX makes a move,to eat,xWant,0
PersonX asks ___ for help,don't hum a song,oWant,0
PersonX puts ___ in PersonY's car,don't develop a solution to a problem,xEffect,0
PersonX makes extra cash,to talk while eating dinner.,xWant,0
PersonX gets PersonY started,don't enjoy the outdoors,oReact,0
PersonX develops PersonY understanding,murderous,oEffect,0
PersonX gets PersonX's ___ away,irresponsible,xWant,0
PersonX records every ___,Don't lose weight,xEffect,0
PersonX buys a new game,don't get in the car,xNeed,0
PersonX works anyway,not playful,xEffect,0
PersonX doesn't make a pie with PersonY,sad,xWant,0
PersonX takes PersonY's cat,don't enjoy life,xWant,0
PersonX wouldnt shouts if a shark bit him,happy and contented,xAttr,0
PersonX takes PersonY's belongings,don't like eating,xAttr,0
PersonX sends PersonX's ___ to die,to find their friend,xWant,0
PersonX tries to catch it,like he withheld information,xAttr,0
PersonX brings PersonY news,spend time with family,oWant,0
PersonX doesn't want nothing more,becomes suspicious of person Y,xEffect,0
PersonX doesn't play ___ all the time,be informed,xNeed,0
PersonX doesn't land awkwardly,has fish to eat,xEffect,0
PersonX doesn't kick the ball,dependable,xAttr,0
PersonX finds PersonX's hotel,to express his love for them,xIntent,0
PersonX takes it to school,accomplished,oWant,0
PersonX takes PersonY's revenge,don't put some food in the bag,xAttr,0
PersonX gets PersonY's phone,They don't fall on their backside.,xAttr,0
PersonX drives so fast,Doesn't commit a crime,xEffect,0
PersonX doesn't keep ___ to a minimum,accomlished,xIntent,0
PersonX pulls PersonY's pants,To tell PersonX they aren't pleased to meet them,xReact,0
PersonX draws ___ from the well,to celebrate,xWant,0
PersonX doesn't put this ___ into practice,involved,xIntent,0
PersonX comes home one day,don't see if they like it,xReact,0
PersonX smells smoke,lose weight,xWant,0
PersonX gets the ingredients together,not careful,xAttr,0
PersonX spends time with PersonY,Doesn't check tires,xNeed,0
PersonX cuts both ways,satisfied,xEffect,0
PersonX hurts PersonY's feelings,not Acknowledge,xNeed,0
PersonX doesn't turn the light on,to bond with everyone,xIntent,0
PersonX hurts PersonY's feelings,Don't wear the shoes,oEffect,0
PersonX pursues PersonX's course,tells a secret,xAttr,0
PersonX doesn't get PersonX's keys,to party,xReact,0
PersonX doesn't work for an hour,Get their shaving materials,xEffect,0
PersonX costs PersonY dollars,in power,oWant,0
PersonX doesn't go on in PersonY's mind,to buy some dough,oWant,0
PersonX walks towards PersonY,don't satisfy his/her hunger,xNeed,0
PersonX satisfies PersonY's needs,started to live a special diet,xWant,0
PersonX offer PersonX's condolences,to be entertained,xNeed,0
PersonX washes the clothes,of assistance,xWant,0
PersonX requires PersonY explanation,Doesn't go to sleep,xWant,0
PersonX doesn't bring it to school,allows them,xAttr,0
PersonX pulls PersonY's pants,to start another once it's done,oEffect,0
PersonX doesn't start the day,cheerful,xAttr,0
PersonX resolves PersonY's problems,not generous,oEffect,0
PersonX celebrates PersonY's victory,to bake,xReact,0
PersonX asks PersonY what happened,Doesn't go places,oEffect,0
PersonX doesn't take PersonY's belongings,Must leave room to compose themselves,xAttr,0
PersonX makes a peanut butter sandwich,to be thanked,xIntent,0
PersonX would not stop,becomes nervous,xWant,0
PersonX doesn't have a broken leg,to welcome PersonX to the book club,xWant,0
PersonX goes for a walk in the woods,not Accomplish,xWant,0
PersonX keeps on truckin,don't establish order,xEffect,0
PersonX gets old,happy,oWant,0
PersonX turns the light on,don't gamble,xNeed,0
PersonX likes anyone,Don't balance the books,xAttr,0
PersonX would love PersonY,getting hands together to complete the work,xReact,0
PersonX doesn't depend upon the temperature,money,xAttr,0
PersonX doesn't relieve the patient's ___,gets tip,oEffect,0
PersonX waits eagerly,not thankful,xIntent,0
PersonX hears PersonX's father's ___,to go to the room,xReact,0
PersonX doesn't eat a lot of food,Furious,xEffect,0
PersonX wants to be a singer,Gets lost,xWant,0
PersonX goes for a walk in the woods,in control,xEffect,0
PersonX watches wrestling,has an idea of their own,xWant,0
PersonX doesn't correct PersonY error,responsible,xNeed,0
PersonX doesn't know PersonY too well,acknowledged,oReact,0
PersonX gets to see PersonY,don't live a good life,xWant,0
PersonX decides to cheat,determined,xAttr,0
PersonX doesn't leave the shop,"disappointed, sad",xEffect,0
PersonX isn't really late,thankful,xAttr,0
PersonX holds PersonX's phone,not Satisfy,xIntent,0
PersonX never didn't give up,Checking,xEffect,0
PersonX changes ___ into gold,not nurturing,xAttr,0
PersonX doesn't buy a new fan,to play with their dogs,xWant,0
PersonX promotes the world's literature,Don't take their son to college,xWant,0
PersonX keeps on truckin,to wonder how long,xAttr,0
PersonX doesn't wear ___ every day,to know something,xEffect,0
PersonX makes a peanut butter sandwich,To politely don't listen,xAttr,0
PersonX turns the light on,not blissful,xAttr,0
PersonX sits and talked,don't hug their mother,xWant,0
PersonX needs a new couch,Person x doesn't catch up on old times,xAttr,0
PersonX adopts a pet,Gets fresh air,xNeed,0
PersonX smells really bad,not relaxed,xWant,0
PersonX gets the ingredients together,don't continue his activities in silence,xNeed,0
PersonX buys the shoes,to encourage PersonY,xEffect,0
PersonX develops PersonY understanding,not reliant,xWant,0
PersonX pricks PersonX's finger,to become closer,oReact,0
PersonX doesn't take PersonY's home,open the door,xEffect,0
PersonX solves PersonX's problems,not Willing,xAttr,0
PersonX doesn't work anyway,to go back somewhere,xReact,0
PersonX doesn't spend a ___ looking,gets a ticket,xNeed,0
PersonX doesn't take PersonX's first step,fashionable,xAttr,0
PersonX gives PersonY explanation,don't put presents under the tree,xWant,0
PersonX doesn't play a musical instrument,to be prepared,xReact,0
PersonX locks ___ out of the house,gets a thicker skin,xReact,0
PersonX doesn't come back to the room,good,xWant,0
PersonX ties ___ together,don't leave the room,oWant,0
PersonX doesn't take part in life,entertained,xWant,0
PersonX sprays paint,Have a reason to lose job,oReact,0
PersonX never didn't give up,to thank PersonX for keeping on through the storm,xEffect,0
PersonX washes the clothes,crafty,xEffect,0
PersonX restores the ___ to PersonY's state,thankful,xAttr,0
PersonX lands awkwardly,not productive,xNeed,0
PersonX corrects PersonY error,GATHER ITEMS FOR YARD SALE,oEffect,0
PersonX doesn't break open,to watch movie,xIntent,0
PersonX carries a tune,is an inspiration to others,xNeed,0
PersonX becomes sick,not Focus,xReact,0
PersonX becomes fit,don't make a decision,xAttr,0
PersonX doesn't use chopsticks,to enjoy themselves,xIntent,0
PersonX depends upon the size,not meditative,xAttr,0
PersonX slowly moved PersonY's mouth up,sorry,xWant,0
PersonX loves the water,Don't use PersonX as an example,xReact,0
PersonX isn't a very picky eater,sorry,xEffect,0
PersonX doesn't listen to PersonY's mom,glad to be able to help persony,xReact,0
PersonX leaves ___ immediately,don't ask to spend time,xAttr,0
PersonX asks ___ for help,shouts,xEffect,0
PersonX doesn't make jewelry,sporty,xWant,0
PersonX doesn't correct PersonY error,GATHER ITEMS FOR YARD SALE,oEffect,0
PersonX gets PersonX's keys,angry,xWant,0
PersonX doesn't celebrate PersonY's victory,ruins it,oReact,0
PersonX carries PersonY into effect,Unkempt,xAttr,0
PersonX spends a week with PersonY,don't get home,oWant,0
PersonX tries to catch it,don't close the front door,xIntent,0
PersonX gilds the pill,skips dinner,xAttr,0
PersonX uses chopsticks,sit on chair,xWant,0
PersonX talks to PersonX's neighbor,don't show knowledge,xWant,0
PersonX tries to lose weight,not concerned,xEffect,0
PersonX doesn't give PersonY nothing,Sells old car,xWant,0
PersonX decorates PersonX's home,not Responsible,xEffect,0
PersonX wants to take pictures,Don't get a recording device,xReact,0
PersonX falls many times,don't help person y to look better,xAttr,0
PersonX uses chopsticks,to enjoy themselves,xIntent,0
PersonX rubs PersonY's hands together,Doesn't go to jail,oReact,0
PersonX doesn't feel lost,to keep using the website,xAttr,0
PersonX takes private lessons,don't catch Person X,oEffect,0
PersonX loses PersonX's jobs,smart,oReact,0
PersonX recently visited,not rude,xAttr,0
PersonX sprays paint,break up with PersonY,xIntent,0
PersonX doesn't leave PersonY's house,to find a solution,xWant,0
PersonX gets a new cell phone,show outfit off to friends,xAttr,0
PersonX doesn't make a peanut butter sandwich,hear the other person's opinion,xAttr,0
PersonX doesn't throw ___ around,is indecisive,oWant,0
PersonX locks ___ out of the house,don't have a companion,xReact,0
PersonX doesn't go back to the hotel,mischievous,xReact,0
PersonX doesn't celebrate PersonY's victory,curious,xNeed,0
PersonX likes ___ a lot,Don't thank PersonX,xWant,0
PersonX doesn't gnaw PersonY's vitals,call someone,oEffect,0
PersonX buys some chips,don't be of service,xAttr,0
PersonX doesn't improve PersonX's typing speed,Teaches,xEffect,0
PersonX doesn't need extra cash,to do all that they ever wanted,xEffect,0
PersonX listens to PersonY's mom,To not get notice,xIntent,0
PersonX doubts PersonY's ability,not Learn,oReact,0
PersonX hires ___ to help PersonY,not smart,xNeed,0
PersonX reaches PersonX's ___ in the century,Bombs X back,xEffect,0
PersonX doesn't go to the animal shelter,to sneak up on PersonY,xNeed,0
PersonX decides to go on vacation,not angry,xNeed,0
PersonX wants to marry PersonY,not Acknowledge,xWant,0
PersonX pays PersonY price,engaged,oEffect,0
PersonX doesn't meet ___ for the first time,dead,oWant,0
PersonX makes a pie with PersonY,to go to the counter,xEffect,0
PersonX holds PersonX's phone,Doesn't put cup down,xReact,0
PersonX buys a new game,don't exercise,xWant,0
PersonX doesn't tell ___ the news,feels satisfied,xAttr,0
PersonX doesn't kill PersonY's brother,Receives feedback,oEffect,0
PersonX feels like crying,To be tell,xAttr,0
PersonX wants to marry PersonY,to not crash,xWant,0
PersonX takes a different route,notices errors,xAttr,0
PersonX rejects every ___,thinks about their life,xWant,0
PersonX recently visited,Don't dry off,oWant,0
PersonX submits the ___ to arbitration,happy.,xIntent,0
PersonX buries PersonY's head,healthy,xNeed,0
PersonX doesn't go ___ with PersonX's friend,saves money,xIntent,0
PersonX doesn't ask the students,Forms new memories,xReact,0
PersonX gets PersonY started,consistent,xNeed,0
PersonX wills help,thankful,oEffect,0
PersonX falls off a truck,see if PersonY is avaiable,xAttr,0
PersonX lets PersonX's cat,not responsible,xNeed,0
PersonX gets the ingredients together,lost,xEffect,0
PersonX sees a beautiful woman,to go home,xWant,0
PersonX doesn't smell smoke,mean,xAttr,0
PersonX doesn't throw ___ around,persistent,xWant,0
PersonX cleans PersonY's bathroom,don't know that person y made it home safely,oWant,0
PersonX doesn't take a wife,loses person y,xWant,0
PersonX writes PersonX's memoirs,problem,xWant,0
PersonX doesn't get PersonX's keys,accomplished.,xEffect,0
PersonX buys a new sweater,PersonX to check for calls,xWant,0
PersonX plays ___ all the time,be informed,xNeed,0
PersonX makes PersonY remark,don't surprise their friend,xAttr,0
PersonX doesn't stand near the door,noble,xReact,0
PersonX makes jewelry,travel to faraway lands,xAttr,0
PersonX rips in half,to run away,xEffect,0
PersonX doesn't take ___ together,broke,xWant,0
PersonX learns how to play the drums,like a good man,xReact,0
PersonX carries PersonX's weight,not sporty,oReact,0
PersonX runs through PersonY's mind,Outperform X,oWant,0
PersonX doesn't need to buy a new car,friendly,oWant,0
PersonX plays softball,not social,xWant,0
PersonX knows PersonY's stuff,learned,xAttr,0
PersonX drives around,lazy,xWant,0
PersonX buys some shoes,Don't eat the brownies,xWant,0
PersonX doesn't try to lose weight,to apply the makeup,xWant,0
PersonX pulls PersonY's pants,Don't eat more of it,xNeed,0
PersonX doesn't take a different route,notices errors,xAttr,0
PersonX takes PersonX's bike,to hide the evidence,xEffect,0
PersonX doesn't write the essay,traveling,xNeed,0
PersonX sees ___ anywhere,competent,xReact,0
PersonX always took,to floor the gas,xEffect,0
PersonX would shouts if a shark bit him,to be rude,xNeed,0
PersonX meets PersonY's mom,don't get him in to baseball,oEffect,0
PersonX doesn't eat the pie,walks away,xNeed,0
PersonX tries to run away,to win,xNeed,0
PersonX checks the news,Don't try to get money from X,xWant,0
PersonX meets PersonY's mom,conscientious,xWant,0
PersonX takes part in life,to be helpful,xEffect,0
PersonX carries PersonY into effect,not Abandon,xEffect,0
PersonX doesn't need a new couch,nervous,xReact,0
PersonX departs this life ___,Doesn't save money,xReact,0
PersonX flies back,to blaze another trial,xAttr,0
PersonX corrects PersonY error,Don't take a seat on the plane and prepare for take off,xReact,0
PersonX doesn't keep on truckin,to give thanks,xReact,0
PersonX takes ___ two hours,generous,xNeed,0
PersonX serves ___ to PersonX's family,not concerned,xReact,0
PersonX doesn't go for a walk in the woods,in control,xEffect,0
PersonX cooks breakfast,don't wait for the doctor to call back,xReact,0
PersonX runs through PersonY's mind,not revenge,xIntent,0
PersonX doesn't meet ___ for the first time,to find something,xNeed,0
PersonX offer PersonX's condolences,go to another place,xWant,0
PersonX doesn't open the closet door,irritated,xAttr,0
PersonX persuades the ___ to let,gets thanks,oReact,0
PersonX takes time off from work,to thank PersonX for keeping on through the storm,xNeed,0
PersonX slips on a patch of ice,to make sure they aren't getting sick,xNeed,0
PersonX passes another ___,To better don't explain things,xReact,0
