p,q,r,output
PersonX doesn't take a bubble bath,not reckless,xNeed,0
PersonX obeys PersonY's orders,happy,xWant,0
PersonX obeys PersonY's orders,not happy,xWant,0
PersonX doesn't obey PersonY's orders,not happy,xWant,0
PersonX resolves PersonY's problems,athletic,xEffect,0
PersonX resolves PersonY's problems,not athletic,xEffect,0
PersonX doesn't resolve PersonY's problems,not athletic,xEffect,0
PersonX takes ___ to france,in awe,xNeed,0
PersonX takes ___ to france,not in awe,xNeed,0
PersonX doesn't take ___ to france,not in awe,xNeed,0
PersonX maximizes PersonY's profits,looks for a gift card,xAttr,0
PersonX maximizes PersonY's profits,Doesn't look for a gift card,xAttr,0
PersonX doesn't maximize PersonY's profits,Doesn't look for a gift card,xAttr,0
PersonX follows PersonY closely,PersonX gets arrested,oWant,0
PersonX follows PersonY closely,PersonX gets arrest,oWant,0
PersonX doesn't follow PersonY closely,PersonX gets arrest,oWant,0
PersonX strokes PersonX's beard,gets promoted,xAttr,0
PersonX strokes PersonX's beard,Gets promote,xAttr,0
PersonX strokes PersonX's beard,Gets promote,xAttr,0
PersonX gets PersonY's ___ together,NONE,xAttr,0
PersonX gets PersonY's ___ together,not NONE,xAttr,0
PersonX doesn't get PersonY's ___ together,not NONE,xAttr,0
PersonX practices yoga,to learn about things,xNeed,0
PersonX practices yoga,don't learn about things,xNeed,0
PersonX practices yoga,don't learn about things,xNeed,0
PersonX gnaws PersonY's vitals,to meet PersonY,oWant,0
PersonX gnaws PersonY's vitals,don't meet PersonY,oWant,0
PersonX doesn't gnaw PersonY's vitals,don't meet PersonY,oWant,0
PersonX rides the big roller coaster,Person x speaks back to mom.,xWant,0
PersonX rides the big roller coaster,Person x doesn't speak back to mom.,xWant,0
PersonX doesn't ride the big roller coaster,Person x doesn't speak back to mom.,xWant,0
PersonX sticks in PersonY's throat,He finally passes the level.,xEffect,0
PersonX sticks in PersonY's throat,He finally doesn't pass the level.,xEffect,0
PersonX sticks in PersonY's throat,He finally doesn't pass the level.,xEffect,0
PersonX wanders away,greedy,xNeed,0
PersonX wanders away,not greedy,xNeed,0
PersonX doesn't wander away,not greedy,xNeed,0
PersonX plays ball,PERSONX PAYS WITH CASH,xNeed,0
PersonX plays ball,PERSONX doesn't pay WITH CASH,xNeed,0
PersonX doesn't play ball,PERSONX doesn't pay WITH CASH,xNeed,0
PersonX demands money,to have a hat,oWant,0
PersonX demands money,don't have a hat,oWant,0
PersonX doesn't demand money,don't have a hat,oWant,0
PersonX leaves the shop,make an appointment,xWant,0
PersonX leaves the shop,Don't make an appointment,xWant,0
PersonX doesn't leave the shop,Don't make an appointment,xWant,0
PersonX changes PersonY's views,think long and hard,oWant,0
PersonX changes PersonY's views,Don't think long and hard,oWant,0
PersonX doesn't change PersonY's views,Don't think long and hard,oWant,0
PersonX increases PersonX's productivity,excited,xReact,0
PersonX increases PersonX's productivity,not Excite,xReact,0
PersonX doesn't increase PersonX's productivity,not Excite,xReact,0
PersonX is lucky to be alive,nuturing,xAttr,0
PersonX is lucky to be alive,not Nuture,xAttr,0
PersonX isn't lucky to be alive,not Nuture,xAttr,0
PersonX meets PersonY's mom,to start walking,xWant,0
PersonX meets PersonY's mom,don't start walking,xWant,0
PersonX doesn't meet PersonY's mom,don't start walking,xWant,0
PersonX shaves PersonY's beard,thoughtful,xWant,0
PersonX shaves PersonY's beard,not thoughtful,xWant,0
PersonX doesn't shave PersonY's beard,not thoughtful,xWant,0
PersonX hugs PersonY tightly,to go out to the garge,oEffect,0
PersonX hugs PersonY tightly,don't go out to the garge,oEffect,0
PersonX doesn't hug PersonY tightly,don't go out to the garge,oEffect,0
PersonX just listed PersonY for sale,breaks back,oWant,0
PersonX just listed PersonY for sale,Doesn't break back,oWant,0
PersonX just list PersonY for sale,Doesn't break back,oWant,0
PersonX perfects PersonX's craft,to get the kite back,xReact,0
PersonX perfects PersonX's craft,don't get the kite back,xReact,0
PersonX perfects PersonX's craft,don't get the kite back,xReact,0
PersonX watches movies all day,to kiss,xAttr,0
PersonX watches movies all day,don't kiss,xAttr,0
PersonX doesn't watch movies all day,don't kiss,xAttr,0
PersonX buys PersonY's groceries,continue walking the dog,xAttr,0
PersonX buys PersonY's groceries,Don't continue walking the dog,xAttr,0
PersonX doesn't buy PersonY's groceries,Don't continue walking the dog,xAttr,0
PersonX draws attention to the fact,loved,xIntent,0
PersonX draws attention to the fact,Didn't love,xIntent,0
PersonX doesn't draw attention to the fact,Didn't love,xIntent,0
PersonX fights ___ to shoulder,to take a shower,oReact,0
PersonX fights ___ to shoulder,don't take a shower,oReact,0
PersonX doesn't fight ___ to shoulder,don't take a shower,oReact,0
PersonX takes an art class,smiles with wonder,xWant,0
PersonX takes an art class,Doesn't smile with wonder,xWant,0
PersonX doesn't take an art class,Doesn't smile with wonder,xWant,0
PersonX spends time with PersonY,get the pie out of refrigerator,xWant,0
PersonX spends time with PersonY,Don't get the pie out of refrigerator,xWant,0
PersonX doesn't spend time with PersonY,Don't get the pie out of refrigerator,xWant,0
PersonX fills PersonX's ___ with air,to reciprocate,xWant,0
PersonX fills PersonX's ___ with air,don't reciprocate,xWant,0
PersonX doesn't fill PersonX's ___ with air,don't reciprocate,xWant,0
PersonX rides PersonX's bike to school ___,to be more trendy.,xReact,0
PersonX rides PersonX's bike to school ___,don't be more trendy.,xReact,0
PersonX rides PersonX's bike to school ___,don't be more trendy.,xReact,0
PersonX drives so fast,accomplished,xEffect,0
PersonX drives so fast,not Accomplish,xEffect,0
PersonX doesn't drive so fast,not Accomplish,xEffect,0
PersonX gives ___ up for adoption,puts cup down,oEffect,0
PersonX gives ___ up for adoption,Doesn't put cup down,oEffect,0
PersonX doesn't give ___ up for adoption,Doesn't put cup down,oEffect,0
PersonX finally arrived,to take another task,xWant,0
PersonX finally arrived,don't take another task,xWant,0
PersonX finally didn't arrive,don't take another task,xWant,0
PersonX gets PersonY's father,closed eyes,xAttr,0
PersonX gets PersonY's father,Close eyes,xAttr,0
PersonX doesn't get PersonY's father,Close eyes,xAttr,0
PersonX flashes behind PersonY,glad,xAttr,0
PersonX flashes behind PersonY,not glad,xAttr,0
PersonX flashes behind PersonY,not glad,xAttr,0
PersonX fish all day,to explain the matter,xAttr,0
PersonX fish all day,don't explain the matter,xAttr,0
PersonX fish all day,don't explain the matter,xAttr,0
PersonX enters PersonY house,to approach the wife,oReact,0
PersonX enters PersonY house,don't approach the wife,oReact,0
PersonX doesn't enter PersonY house,don't approach the wife,oReact,0
PersonX pays PersonY price,musical,oEffect,0
PersonX pays PersonY price,not musical,oEffect,0
PersonX doesn't pay PersonY price,not musical,oEffect,0
PersonX drives PersonX's car to work,to replace old ones,xAttr,0
PersonX drives PersonX's car to work,don't replace old ones,xAttr,0
PersonX doesn't drive PersonX's car to work,don't replace old ones,xAttr,0
PersonX goes to the zoo with PersonX's family,to cause disruption,xNeed,0
PersonX goes to the zoo with PersonX's family,don't cause disruption,xNeed,0
PersonX doesn't go to the zoo with PersonX's family,don't cause disruption,xNeed,0
PersonX really hurt PersonY,thier wash is done,xWant,0
PersonX really hurt PersonY,Thier wash isn't done,xWant,0
PersonX really didn't hurt PersonY,Thier wash isn't done,xWant,0
PersonX bakes cookies,puts clothes in dryer,oWant,0
PersonX bakes cookies,Doesn't put clothes in dryer,oWant,0
PersonX bakes cookies,Doesn't put clothes in dryer,oWant,0
PersonX leaves PersonX's mom,To expand business,xIntent,0
PersonX leaves PersonX's mom,don't expand business,xIntent,0
PersonX doesn't leave PersonX's mom,don't expand business,xIntent,0
PersonX takes ___ to a repair shop,to of lost something,oEffect,0
PersonX takes ___ to a repair shop,To of lose something,oEffect,0
PersonX doesn't take ___ to a repair shop,To of lose something,oEffect,0
PersonX reaches PersonX's ___ in the century,to dump garbage,xNeed,0
PersonX reaches PersonX's ___ in the century,don't dump garbage,xNeed,0
PersonX doesn't reach PersonX's ___ in the century,don't dump garbage,xNeed,0
PersonX eats PersonY's vegetables,is hated by person Y,oWant,0
PersonX eats PersonY's vegetables,Isn't hated by person Y,oWant,0
PersonX doesn't eat PersonY's vegetables,Isn't hated by person Y,oWant,0
PersonX covers PersonY's shift,to ask for his opinion,xAttr,0
PersonX covers PersonY's shift,don't ask for his opinion,xAttr,0
PersonX doesn't cover PersonY's shift,don't ask for his opinion,xAttr,0
PersonX calls customer service,friendly.,xEffect,0
PersonX calls customer service,not friendly.,xEffect,0
PersonX doesn't call customer service,not friendly.,xEffect,0
PersonX dates for a year,to hit Person X.,xWant,0
PersonX dates for a year,don't hit Person X.,xWant,0
PersonX dates for a year,don't hit Person X.,xWant,0
PersonX gives ___ up for adoption,rest in bed,xWant,0
PersonX gives ___ up for adoption,Don't rest in bed,xWant,0
PersonX doesn't give ___ up for adoption,Don't rest in bed,xWant,0
PersonX satisfies PersonY's needs,Negative,xReact,0
PersonX satisfies PersonY's needs,not Negative,xReact,0
PersonX doesn't satisfy PersonY's needs,not Negative,xReact,0
PersonX scars the crap out of PersonY,to pet Person Y's dog.,oEffect,0
PersonX scars the crap out of PersonY,Don't to pet Person Y's dog.,oEffect,0
PersonX doesn't scar the crap out of PersonY,Don't to pet Person Y's dog.,oEffect,0
PersonX cooks ___ at home,pays bills,xNeed,0
PersonX cooks ___ at home,Doesn't pay bills,xNeed,0
PersonX doesn't cook ___ at home,Doesn't pay bills,xNeed,0
PersonX wants to race,they get arrested,xEffect,0
PersonX wants to race,They get arrest,xEffect,0
PersonX doesn't want to race,They get arrest,xEffect,0
PersonX gets hotter,to eat fries,xEffect,0
PersonX gets hotter,don't eat fries,xEffect,0
PersonX doesn't get hotter,don't eat fries,xEffect,0
PersonX sees PersonY's favorite band,say what they know,xAttr,0
PersonX sees PersonY's favorite band,Don't say what they know,xAttr,0
PersonX doesn't see PersonY's favorite band,Don't say what they know,xAttr,0
PersonX buys a new book,involved,xWant,0
PersonX buys a new book,not Involve,xWant,0
PersonX doesn't buy a new book,not Involve,xWant,0
PersonX celebrates PersonY's victory,to leave no evidence,xReact,0
PersonX celebrates PersonY's victory,don't leave no evidence,xReact,0
PersonX doesn't celebrate PersonY's victory,don't leave no evidence,xReact,0
PersonX tears PersonY to pieces,to explore the waters,xAttr,0
PersonX tears PersonY to pieces,don't explore the waters,xAttr,0
PersonX tears PersonY to pieces,don't explore the waters,xAttr,0
PersonX gets PersonY's father,reason,xAttr,0
PersonX gets PersonY's father,not reason,xAttr,0
PersonX doesn't get PersonY's father,not reason,xAttr,0
PersonX washes the clothes,goes into room,xEffect,0
PersonX washes the clothes,Doesn't go into room,xEffect,0
PersonX doesn't wash the clothes,Doesn't go into room,xEffect,0
PersonX helps PersonX's family,forceful,oWant,0
PersonX helps PersonX's family,not forceful,oWant,0
PersonX doesn't help PersonX's family,not forceful,oWant,0
PersonX rejects every ___,to make a new plan,xAttr,0
PersonX rejects every ___,don't make a new plan,xAttr,0
PersonX doesn't reject every ___,don't make a new plan,xAttr,0
PersonX serves the ball,uncomfortable,oWant,0
PersonX serves the ball,not uncomfortable,oWant,0
PersonX doesn't serve the ball,not uncomfortable,oWant,0
PersonX pushes PersonY away,title in a row,xWant,0
PersonX pushes PersonY away,not title in a row,xWant,0
PersonX doesn't push PersonY away,not title in a row,xWant,0
PersonX tries ___ anyway,happy,xWant,0
PersonX tries ___ anyway,not happy,xWant,0
PersonX doesn't try ___ anyway,not happy,xWant,0
PersonX gets what PersonY wanted,to try the free samples of the licorice,xReact,0
PersonX gets what PersonY wanted,don't try the free samples of the licorice,xReact,0
PersonX doesn't get what PersonY wanted,don't try the free samples of the licorice,xReact,0
PersonX makes anything,nervous,oEffect,0
PersonX makes anything,not nervous,oEffect,0
PersonX doesn't make anything,not nervous,oEffect,0
PersonX puts it back together,satisfied,xEffect,0
PersonX puts it back together,not satisfied,xEffect,0
PersonX doesn't put it back together,not satisfied,xEffect,0
PersonX takes part in PersonY,to add new alarm systems and security,xReact,0
PersonX takes part in PersonY,don't add new alarm systems and security,xReact,0
PersonX doesn't take part in PersonY,don't add new alarm systems and security,xReact,0
PersonX reigns ___ in jerusalem,excited,xWant,0
PersonX reigns ___ in jerusalem,not Excite,xWant,0
PersonX doesn't reign ___ in jerusalem,not Excite,xWant,0
PersonX has more money than god,awaits punishment,xReact,0
PersonX has more money than god,Doesn't await punishment,xReact,0
PersonX doesn't have more money than god,Doesn't await punishment,xReact,0
PersonX draws attention to the fact,aggresive,xIntent,0
PersonX draws attention to the fact,not aggresive,xIntent,0
PersonX doesn't draw attention to the fact,not aggresive,xIntent,0
PersonX asks PersonY liked,get money,xNeed,0
PersonX asks PersonY liked,Don't get money,xNeed,0
PersonX doesn't ask PersonY liked,Don't get money,xNeed,0
PersonX puts pen to paper,to acquire a book,xAttr,0
PersonX puts pen to paper,don't acquire a book,xAttr,0
PersonX doesn't put pen to paper,don't acquire a book,xAttr,0
PersonX walks and chew gum at the same time,to keep the jar in the sun,xAttr,0
PersonX walks and chew gum at the same time,don't keep the jar in the sun,xAttr,0
PersonX walks and don't chew gum at the same time,don't keep the jar in the sun,xAttr,0
PersonX continues PersonX's education,to make truce,xAttr,0
PersonX continues PersonX's education,don't make truce,xAttr,0
PersonX doesn't continue PersonX's education,don't make truce,xAttr,0
PersonX makes calls,vengeful,xAttr,0
PersonX makes calls,not vengeful,xAttr,0
PersonX doesn't make calls,not vengeful,xAttr,0
PersonX is good enough,is paid for his services by the organisation.,xWant,0
PersonX is good enough,Isn't paid for his services by the organisation.,xWant,0
PersonX isn't good enough,Isn't paid for his services by the organisation.,xWant,0
PersonX tells PersonY was sorry,to meet a goal,oWant,0
PersonX tells PersonY was sorry,don't meet a goal,oWant,0
PersonX tells PersonY wasn't sorry,don't meet a goal,oWant,0
PersonX does n't know what to say,Leave,xReact,0
PersonX does n't know what to say,Don't leave,xReact,0
PersonX does know what to say,Don't leave,xReact,0
PersonX would help,Is challenged by opposing politicians,xAttr,0
PersonX would help,Isn't challenged by opposing politicians,xAttr,0
PersonX wouldn't help,Isn't challenged by opposing politicians,xAttr,0
PersonX leaves the rest to PersonY,happy,xWant,0
PersonX leaves the rest to PersonY,not happy,xWant,0
PersonX doesn't leave the rest to PersonY,not happy,xWant,0
PersonX cuts class,TIngles inside,xAttr,0
PersonX cuts class,not TIngles inside,xAttr,0
PersonX doesn't cut class,not TIngles inside,xAttr,0
PersonX affords a new one,learns more about game,xAttr,0
PersonX affords a new one,Doesn't learn more about game,xAttr,0
PersonX doesn't afford a new one,Doesn't learn more about game,xAttr,0
PersonX is no longer afraid,happy and satisfied,xWant,0
PersonX is no longer afraid,not happy and satisfied,xWant,0
PersonX is longer afraid,not happy and satisfied,xWant,0
PersonX plays board games,get new customers,xNeed,0
PersonX plays board games,Don't get new customers,xNeed,0
PersonX doesn't play board games,Don't get new customers,xNeed,0
PersonX hangs in the balance,to buy art supplies,xWant,0
PersonX hangs in the balance,don't buy art supplies,xWant,0
PersonX doesn't hang in the balance,don't buy art supplies,xWant,0
PersonX eats anything,sad,xReact,0
PersonX eats anything,not sad,xReact,0
PersonX doesn't eat anything,not sad,xReact,0
PersonX flicks the bean,money,xAttr,0
PersonX flicks the bean,not money,xAttr,0
PersonX doesn't flick the bean,not money,xAttr,0
PersonX diagnoses with cancer,abusive,xEffect,0
PersonX diagnoses with cancer,not abusive,xEffect,0
PersonX diagnoses with cancer,not abusive,xEffect,0
PersonX stops the presses,to get upset with persony,xWant,0
PersonX stops the presses,don't get upset with persony,xWant,0
PersonX doesn't stop the presses,don't get upset with persony,xWant,0
PersonX risks PersonX's life and limb,blend in,xWant,0
PersonX risks PersonX's life and limb,Don't blend in,xWant,0
PersonX risks PersonX's life and limb,Don't blend in,xWant,0
PersonX is washed away,gets attention from others,xWant,0
PersonX is washed away,Doesn't get attention from others,xWant,0
PersonX isn't washed away,Doesn't get attention from others,xWant,0
PersonX goes home,to have heard a knock on the door,xIntent,0
PersonX goes home,To haven't heard a knock on the door,xIntent,0
PersonX doesn't go home,To haven't heard a knock on the door,xIntent,0
PersonX loves PersonX's new job,to get dinner.,xNeed,0
PersonX loves PersonX's new job,don't get dinner.,xNeed,0
PersonX doesn't love PersonX's new job,don't get dinner.,xNeed,0
PersonX hits the gas,to inform PersonY,xIntent,0
PersonX hits the gas,don't inform PersonY,xIntent,0
PersonX doesn't hit the gas,don't inform PersonY,xIntent,0
PersonX is driving down the street,to thank PersonX,xWant,0
PersonX is driving down the street,don't thank PersonX,xWant,0
PersonX isn't driving down the street,don't thank PersonX,xWant,0
PersonX determines PersonX's position,thoughtful,xNeed,0
PersonX determines PersonX's position,not thoughtful,xNeed,0
PersonX doesn't determine PersonX's position,not thoughtful,xNeed,0
PersonX starts to burn,make planning,xReact,0
PersonX starts to burn,Don't make planning,xReact,0
PersonX doesn't start to burn,Don't make planning,xReact,0
PersonX talks to PersonX's neighbor,active,xIntent,0
PersonX talks to PersonX's neighbor,not active,xIntent,0
PersonX talks to PersonX's neighbor,not active,xIntent,0
PersonX saves ___ for later,make it through the storm,xReact,0
PersonX saves ___ for later,Don't make it through the storm,xReact,0
PersonX doesn't save ___ for later,Don't make it through the storm,xReact,0
PersonX evens asked PersonY,to know PersonX,xAttr,0
PersonX evens asked PersonY,don't know PersonX,xAttr,0
PersonX evens didn't ask PersonY,don't know PersonX,xAttr,0
PersonX opens the package,sporty,xEffect,0
PersonX opens the package,not sporty,xEffect,0
PersonX doesn't open the package,not sporty,xEffect,0
PersonX goes ___ back,persony to approach them,xIntent,0
PersonX goes ___ back,Persony to don't approach them,xIntent,0
PersonX doesn't go ___ back,Persony to don't approach them,xIntent,0
PersonX goes to a party with PersonY's friends,put it back in the hat,oWant,0
PersonX goes to a party with PersonY's friends,Don't put it back in the hat,oWant,0
PersonX doesn't go to a party with PersonY's friends,Don't put it back in the hat,oWant,0
PersonX lays PersonY on the table,self-conscious,oEffect,0
PersonX lays PersonY on the table,not self-conscious,oEffect,0
PersonX doesn't lay PersonY on the table,not self-conscious,oEffect,0
PersonX restores the ___ to PersonY's state,to grab PersonY,xWant,0
PersonX restores the ___ to PersonY's state,don't grab PersonY,xWant,0
PersonX doesn't restore the ___ to PersonY's state,don't grab PersonY,xWant,0
PersonX grabs PersonX's chest,wants to feel his beard,xEffect,0
PersonX grabs PersonX's chest,Doesn't want to feel his beard,xEffect,0
PersonX doesn't grab PersonX's chest,Doesn't want to feel his beard,xEffect,0
PersonX gives PersonX's girlfriend ___,to run away,xIntent,0
PersonX gives PersonX's girlfriend ___,don't run away,xIntent,0
PersonX doesn't give PersonX's girlfriend ___,don't run away,xIntent,0
PersonX doubts PersonX's ability,experimental for eating something new.,xAttr,0
PersonX doubts PersonX's ability,Experimental for eat something new.,xAttr,0
PersonX doesn't doubt PersonX's ability,Experimental for eat something new.,xAttr,0
PersonX finds a seat,to have conversations,xAttr,0
PersonX finds a seat,don't have conversations,xAttr,0
PersonX doesn't find a seat,don't have conversations,xAttr,0
PersonX goes home happy,HAPPY,xIntent,0
PersonX goes home happy,not HAPPY,xIntent,0
PersonX doesn't go home happy,not HAPPY,xIntent,0
PersonX sits at home,to make changes in behavior.,xWant,0
PersonX sits at home,don't make changes in behavior.,xWant,0
PersonX doesn't sit at home,don't make changes in behavior.,xWant,0
PersonX recently began,weak,xAttr,0
PersonX recently began,not weak,xAttr,0
PersonX recently didn't begin,not weak,xAttr,0
PersonX sees a friend,clenches fists in anger,xReact,0
PersonX sees a friend,Clenches doesn't fist in anger,xReact,0
PersonX doesn't see a friend,Clenches doesn't fist in anger,xReact,0
PersonX asks PersonY liked,sits closer in class,xWant,0
PersonX asks PersonY liked,Doesn't sit closer in class,xWant,0
PersonX doesn't ask PersonY liked,Doesn't sit closer in class,xWant,0
PersonX accepts the fact,get comfortable in his home,xAttr,0
PersonX accepts the fact,Don't get comfortable in his home,xAttr,0
PersonX doesn't accept the fact,Don't get comfortable in his home,xAttr,0
PersonX sprays paint,to of played,xAttr,0
PersonX sprays paint,To of play,xAttr,0
PersonX sprays don't paint,To of play,xAttr,0
PersonX spends all PersonY's time,to of gotten up,oWant,0
PersonX spends all PersonY's time,To of get up,oWant,0
PersonX doesn't spend all PersonY's time,To of get up,oWant,0
PersonX puts ___ to good use,neutral,xAttr,0
PersonX puts ___ to good use,not neutral,xAttr,0
PersonX doesn't put ___ to good use,not neutral,xAttr,0
PersonX maintains PersonX's power,to socialize.,oWant,0
PersonX maintains PersonX's power,don't socialize.,oWant,0
PersonX doesn't maintain PersonX's power,don't socialize.,oWant,0
PersonX opens the floodgates,socialize,xNeed,0
PersonX opens the floodgates,Don't socialize,xNeed,0
PersonX doesn't open the floodgates,Don't socialize,xNeed,0
PersonX pays ___ to the emperor,to find the keys,oWant,0
PersonX pays ___ to the emperor,don't find the keys,oWant,0
PersonX doesn't pay ___ to the emperor,don't find the keys,oWant,0
PersonX hosts ___ at PersonX's house,to kick him out,xWant,0
PersonX hosts ___ at PersonX's house,don't kick him out,xWant,0
PersonX doesn't host ___ at PersonX's house,don't kick him out,xWant,0
PersonX gets PersonY's phone,to be entertained,xReact,0
PersonX gets PersonY's phone,To be entertain,xReact,0
PersonX doesn't get PersonY's phone,To be entertain,xReact,0
PersonX cooks breakfast,some people end up in darkeness,xAttr,0
PersonX cooks breakfast,Some people don't end up in darkeness,xAttr,0
PersonX doesn't cook breakfast,Some people don't end up in darkeness,xAttr,0
PersonX draws attention to the fact,to paint PersonY's portrait,xWant,0
PersonX draws attention to the fact,don't paint PersonY's portrait,xWant,0
PersonX doesn't draw attention to the fact,don't paint PersonY's portrait,xWant,0
PersonX carries PersonY into effect,to know everything in the golf,xAttr,0
PersonX carries PersonY into effect,don't know everything in the golf,xAttr,0
PersonX doesn't carry PersonY into effect,don't know everything in the golf,xAttr,0
PersonX drives to the store ___,to listen to PersonX,xEffect,0
PersonX drives to the store ___,don't listen to PersonX,xEffect,0
PersonX doesn't drive to the store ___,don't listen to PersonX,xEffect,0
PersonX searches around,have affection returned,xAttr,0
PersonX searches around,Don't have affection returned,xAttr,0
PersonX doesn't search around,Don't have affection returned,xAttr,0
PersonX is walking down the road,braggart,xReact,0
PersonX is walking down the road,not braggart,xReact,0
PersonX isn't walking down the road,not braggart,xReact,0
PersonX is 6 years old,dejected,xAttr,0
PersonX is 6 years old,Didn't deject,xAttr,0
PersonX isn't 6 years old,Didn't deject,xAttr,0
PersonX lies ___ by side,to thank person Y for his hospitality,xReact,0
PersonX lies ___ by side,don't thank person Y for his hospitality,xReact,0
PersonX doesn't lie ___ by side,don't thank person Y for his hospitality,xReact,0
PersonX writes a book,pleased,xAttr,0
PersonX writes a book,Didn't please,xAttr,0
PersonX doesn't write a book,Didn't please,xAttr,0
PersonX rips in half,upset,xReact,0
PersonX rips in half,Don't upset,xReact,0
PersonX rips in half,Don't upset,xReact,0
PersonX pays ___ on demand,to pick up the dog,xEffect,0
PersonX pays ___ on demand,don't pick up the dog,xEffect,0
PersonX doesn't pay ___ on demand,don't pick up the dog,xEffect,0
PersonX pursues PersonX's dream,to carry luggage,xWant,0
PersonX pursues PersonX's dream,don't carry luggage,xWant,0
PersonX doesn't pursue PersonX's dream,don't carry luggage,xWant,0
PersonX defends every ___,TIngles inside,xAttr,0
PersonX defends every ___,not TIngles inside,xAttr,0
PersonX doesn't defend every ___,not TIngles inside,xAttr,0
PersonX quits school,broke,xEffect,0
PersonX quits school,Didn't break,xEffect,0
PersonX doesn't quit school,Didn't break,xEffect,0
PersonX is gaining a lot of weight,to know where PersonY is,xEffect,0
PersonX is gaining a lot of weight,To know where PersonY isn't,xEffect,0
PersonX isn't gaining a lot of weight,To know where PersonY isn't,xEffect,0
PersonX reduces PersonX's risk,Buy seeds.,oEffect,0
PersonX reduces PersonX's risk,Don't buy seeds.,oEffect,0
PersonX doesn't reduce PersonX's risk,Don't buy seeds.,oEffect,0
PersonX quickly called ___,bring water,xIntent,0
PersonX quickly called ___,Don't bring water,xIntent,0
PersonX quickly didn't call ___,Don't bring water,xIntent,0
PersonX becomes fit,messy,xWant,0
PersonX becomes fit,not messy,xWant,0
PersonX doesn't become fit,not messy,xWant,0
PersonX discusses these ___ in detail,friendly,oWant,0
PersonX discusses these ___ in detail,not friendly,oWant,0
PersonX doesn't discuss these ___ in detail,not friendly,oWant,0
PersonX finally arrived,PersonX sweats heavily from running through the parking lot to work,xAttr,0
PersonX finally arrived,PersonX doesn't sweat heavily from running through the parking lot to work,xAttr,0
PersonX finally didn't arrive,PersonX doesn't sweat heavily from running through the parking lot to work,xAttr,0
PersonX gives PersonY power,to choose which bike to buy,oWant,0
PersonX gives PersonY power,don't choose which bike to buy,oWant,0
PersonX doesn't give PersonY power,don't choose which bike to buy,oWant,0
PersonX embraces every ___,to be merciful,oWant,0
PersonX embraces every ___,don't be merciful,oWant,0
PersonX doesn't embrace every ___,don't be merciful,oWant,0
PersonX pulls PersonY's pants,protective,xReact,0
PersonX pulls PersonY's pants,not protective,xReact,0
PersonX doesn't pull PersonY's pants,not protective,xReact,0
PersonX convinces PersonY otherwise,kind,oWant,0
PersonX convinces PersonY otherwise,not kind,oWant,0
PersonX doesn't convince PersonY otherwise,not kind,oWant,0
PersonX paves the road to hell,dependable,xNeed,0
PersonX paves the road to hell,not dependable,xNeed,0
PersonX doesn't pave the road to hell,not dependable,xNeed,0
PersonX moves toward the door,grateful,xIntent,0
PersonX moves toward the door,not grateful,xIntent,0
PersonX moves toward the door,not grateful,xIntent,0
PersonX donates blood,try everything on again,xAttr,0
PersonX donates blood,Don't try everything on again,xAttr,0
PersonX doesn't donate blood,Don't try everything on again,xAttr,0
PersonX looks behind ___,Knock on door,xWant,0
PersonX looks behind ___,Don't knock on door,xWant,0
PersonX doesn't look behind ___,Don't knock on door,xWant,0
PersonX sees all of PersonY's friends,uncontrollable,xAttr,0
PersonX sees all of PersonY's friends,not uncontrollable,xAttr,0
PersonX doesn't see all of PersonY's friends,not uncontrollable,xAttr,0
PersonX digs deep,everyone to be in the loop,xEffect,0
PersonX digs deep,Everyone to don't be in the loop,xEffect,0
PersonX doesn't dig deep,Everyone to don't be in the loop,xEffect,0
PersonX protects women's ___,to be generous,xIntent,0
PersonX protects women's ___,don't be generous,xIntent,0
PersonX doesn't protect women's ___,don't be generous,xIntent,0
PersonX feels very uncomfortable,to be acknowledged,xAttr,0
PersonX feels very uncomfortable,To be acknowledge,xAttr,0
PersonX doesn't feel very uncomfortable,To be acknowledge,xAttr,0
PersonX soon started,yell at person x,xReact,0
PersonX soon started,Don't yell at person x,xReact,0
PersonX soon didn't start,Don't yell at person x,xReact,0
PersonX finds PersonY's lost dog,to be on a computer,oWant,0
PersonX finds PersonY's lost dog,don't be on a computer,oWant,0
PersonX doesn't find PersonY's lost dog,don't be on a computer,oWant,0
PersonX eventually fell,to be healthy,xNeed,0
PersonX eventually fell,don't be healthy,xNeed,0
PersonX eventually didn't fall,don't be healthy,xNeed,0
PersonX takes ___ on a date,indifferent,xIntent,0
PersonX takes ___ on a date,not indifferent,xIntent,0
PersonX doesn't take ___ on a date,not indifferent,xIntent,0
PersonX fulfils PersonY's mission,to have something to do,xReact,0
PersonX fulfils PersonY's mission,don't have something to do,xReact,0
PersonX doesn't fulfill PersonY's mission,don't have something to do,xReact,0
PersonX brings home to PersonY,help their friend out,xWant,0
PersonX brings home to PersonY,Don't help their friend out,xWant,0
PersonX doesn't bring home to PersonY,Don't help their friend out,xWant,0
PersonX kisses PersonY deeply,cold-blooded,xEffect,0
PersonX kisses PersonY deeply,not cold-blooded,xEffect,0
PersonX doesn't kiss PersonY deeply,not cold-blooded,xEffect,0
PersonX draws a line,is careful to get something right,oWant,0
PersonX draws a line,Isn't careful to get something right,oWant,0
PersonX doesn't draw a line,Isn't careful to get something right,oWant,0
PersonX surprises PersonX's friend,to relax.,xIntent,0
