p,q,r,output
PersonX rushes to the er,scared,xAttr,1
PersonX rushes to the er,Gets charged,xEffect,1
PersonX rushes to the er,WILL BE AVERNESS,xEffect,1
PersonX rushes to the er,Signs papers,xEffect,1
PersonX rushes to the er,to see someone,xIntent,1
PersonX rushes to the er,to treat an injury as fast as they can,xIntent,1
PersonX rushes to the er,help,xIntent,1
PersonX rushes to the er,get a notice,xNeed,1
PersonX rushes to the er,to get injured,xNeed,1
PersonX rushes to the er,get hurt,xNeed,1
PersonX rushes to the er,to find transportation to the ER,xNeed,1
PersonX rushes to the er,to be hurt,xNeed,1
PersonX rushes to the er,to be in danger,xNeed,1
PersonX rushes to the er,like it needs attention as fast as possible,xReact,1
PersonX rushes to the er,scared,xReact,1
PersonX rushes to the er,injured,xReact,1
PersonX rushes to the er,find the patient,xWant,1
PersonX rushes to the er,arrive at the ER,xWant,1
PersonX rushes to the er,ask for help,xWant,1
PersonX rushes to the er,to save someone,xWant,1
PersonX rushes to the er,be treated for his/her injury,xWant,1
PersonX rushes to the er,to get better,xWant,1
PersonX rushes to the er,check in at the reception desk,xWant,1
PersonX spills soda,careless,xAttr,1
PersonX spills soda,foolish,xAttr,1
PersonX spills soda,clumsy,xAttr,1
PersonX spills soda,Clumsy,xAttr,1
PersonX spills soda,clutzy,xAttr,1
PersonX spills soda,Careless,xAttr,1
PersonX spills soda,is now sticky,xEffect,1
PersonX spills soda,gets a new soda,xEffect,1
PersonX spills soda,cleans up,xEffect,1
PersonX spills soda,gets drenched,xEffect,1
PersonX spills soda,to get soda bottle out of fridge,xNeed,1
PersonX spills soda,to be clumsy.,xNeed,1
PersonX spills soda,to buy a soda,xNeed,1
PersonX spills soda,to fill his glass with soda,xNeed,1
PersonX spills soda,some soda.,xNeed,1
PersonX spills soda,to trip on the rug,xNeed,1
PersonX spills soda,to go to the counter,xNeed,1
PersonX spills soda,ashamed,xReact,1
PersonX spills soda,annoyed with himself.,xReact,1
PersonX spills soda,embarrassed,xReact,1
PersonX spills soda,unhappy,xReact,1
PersonX spills soda,embarassed,xReact,1
PersonX spills soda,angry,xReact,1
PersonX spills soda,to clean up the soda.,xWant,1
PersonX spills soda,another soda.,xWant,1
PersonX spills soda,to pick himself up,xWant,1
PersonX spills soda,to throw away the towel,xWant,1
PersonX spills soda,to wipe it up,xWant,1
PersonX spills soda,to get paper towels,xWant,1
PersonX spills soda,to clean up the mess,xWant,1
PersonX bears oneself,show solidarity,oWant,1
PersonX bears oneself,comfort PersonX,oWant,1
PersonX bears oneself,willful,xAttr,1
PersonX bears oneself,self-reliant,xAttr,1
PersonX bears oneself,giving,xAttr,1
PersonX bears oneself,determined,xAttr,1
PersonX bears oneself,helpful,xAttr,1
PersonX bears oneself,honest,xAttr,1
PersonX bears oneself,self-possessed,xAttr,1
PersonX bears oneself,yelled at,xEffect,1
PersonX bears oneself,arrested,xEffect,1
PersonX bears oneself,to support themself,xIntent,1
PersonX bears oneself,happy,xReact,1
PersonX bears oneself,cry,xWant,1
PersonX bears oneself,show affection,xWant,1
PersonX bears oneself,to evaluate if everything went well.,xWant,1
PersonX bears oneself,to continue bearing himself in the future,xWant,1
PersonX raises it to PersonX's lips,open minded,xAttr,1
PersonX raises it to PersonX's lips,holy,xAttr,1
PersonX raises it to PersonX's lips,drinking,xAttr,1
PersonX raises it to PersonX's lips,embracing,xAttr,1
PersonX raises it to PersonX's lips,loving,xAttr,1
PersonX raises it to PersonX's lips,curious,xAttr,1
PersonX raises it to PersonX's lips,swallows,xEffect,1
PersonX raises it to PersonX's lips,takes a sip,xEffect,1
PersonX raises it to PersonX's lips,puts cup down,xEffect,1
PersonX raises it to PersonX's lips,to drink,xIntent,1
PersonX raises it to PersonX's lips,to taste,xIntent,1
PersonX raises it to PersonX's lips,to smell,xIntent,1
PersonX raises it to PersonX's lips,to drink something.,xIntent,1
PersonX raises it to PersonX's lips,to see the bottle,xNeed,1
PersonX raises it to PersonX's lips,to reach for the bottle,xNeed,1
PersonX raises it to PersonX's lips,to pick up something,xNeed,1
PersonX raises it to PersonX's lips,to lift something,xNeed,1
PersonX raises it to PersonX's lips,satisfied,xReact,1
PersonX raises it to PersonX's lips,refreshed after drinking.,xReact,1
PersonX raises it to PersonX's lips,full,xReact,1
PersonX raises it to PersonX's lips,to put something down,xWant,1
PersonX raises it to PersonX's lips,to dress the lips with lipstick,xWant,1
PersonX raises it to PersonX's lips,to drink the water,xWant,1
PersonX raises it to PersonX's lips,to drink something,xWant,1
PersonX raises it to PersonX's lips,to kiss somebody,xWant,1
PersonX raises it to PersonX's lips,to pour the water out,xWant,1
PersonX imposes upon PersonY,shouts,oEffect,1
PersonX imposes upon PersonY,Person Y starts to hate person X,oEffect,1
PersonX imposes upon PersonY,finds other ways to get wants and needs,oEffect,1
PersonX imposes upon PersonY,gets dragged into conflict situations,oEffect,1
PersonX imposes upon PersonY,Person Y starts to find an alternate to person X,oEffect,1
PersonX imposes upon PersonY,gets labelled rebel,oEffect,1
PersonX imposes upon PersonY,resentment,oReact,1
PersonX imposes upon PersonY,anger,oReact,1
PersonX imposes upon PersonY,happy to have helped.,oReact,1
PersonX imposes upon PersonY,to not offend PersonX,oWant,1
PersonX imposes upon PersonY,to listen to PersonX,oWant,1
PersonX imposes upon PersonY,Get angry,oWant,1
PersonX imposes upon PersonY,Walk away,oWant,1
PersonX imposes upon PersonY,to get away from PersonX,oWant,1
PersonX imposes upon PersonY,privacy,oWant,1
PersonX imposes upon PersonY,inconsiderate,xAttr,1
PersonX imposes upon PersonY,rude,xAttr,1
PersonX imposes upon PersonY,lazy,xAttr,1
PersonX imposes upon PersonY,self-centered,xAttr,1
PersonX imposes upon PersonY,mean,xAttr,1
PersonX imposes upon PersonY,gets overthrown,xEffect,1
PersonX imposes upon PersonY,is hated by person Y,xEffect,1
PersonX imposes upon PersonY,becomes more arrogant,xEffect,1
PersonX imposes upon PersonY,is avoided,xEffect,1
PersonX imposes upon PersonY,is shouted at,xEffect,1
PersonX imposes upon PersonY,gets attacked,xEffect,1
PersonX imposes upon PersonY,to be exploitative,xIntent,1
PersonX imposes upon PersonY,borrow some sugar from their neighbor.,xIntent,1
PersonX imposes upon PersonY,to approach PersonY,xNeed,1
PersonX imposes upon PersonY,to talk to PersonY,xNeed,1
PersonX imposes upon PersonY,manipulative,xReact,1
PersonX imposes upon PersonY,like gloating,xReact,1
PersonX imposes upon PersonY,helpful because their neighbor can now make cookies.,xReact,1
PersonX imposes upon PersonY,to make PersonY do something,xWant,1
PersonX imposes upon PersonY,Talks about their points.,xWant,1
PersonX imposes upon PersonY,Make themselves at home,xWant,1
PersonX imposes upon PersonY,to exert control over PersonY,xWant,1
PersonX imposes upon PersonY,to be welcomed,xWant,1
PersonX imposes upon PersonY,PersonY's attention,xWant,1
PersonX imposes upon PersonY,to leave PersonY alone,xWant,1
PersonX takes PersonX's bike,aggressive,xAttr,1
PersonX takes PersonX's bike,athletic,xAttr,1
PersonX takes PersonX's bike,sporty,xAttr,1
PersonX takes PersonX's bike,uncaring,xAttr,1
PersonX takes PersonX's bike,adventurous,xAttr,1
PersonX takes PersonX's bike,happy,xAttr,1
PersonX takes PersonX's bike,mean,xAttr,1
PersonX takes PersonX's bike,changes oil,xEffect,1
PersonX takes PersonX's bike,falls from bike,xEffect,1
PersonX takes PersonX's bike,checks tires,xEffect,1
PersonX takes PersonX's bike,goes ona bike ride,xEffect,1
PersonX takes PersonX's bike,to ride their bike,xIntent,1
PersonX takes PersonX's bike,they want to ride their bike,xIntent,1
PersonX takes PersonX's bike,to get some exercise,xIntent,1
PersonX takes PersonX's bike,open garage,xNeed,1
PersonX takes PersonX's bike,put on helmet,xNeed,1
PersonX takes PersonX's bike,to go to the bike,xNeed,1
PersonX takes PersonX's bike,to hold the bike,xNeed,1
PersonX takes PersonX's bike,energetic,xReact,1
PersonX takes PersonX's bike,energized,xReact,1
PersonX takes PersonX's bike,tired after riding,xReact,1
PersonX takes PersonX's bike,to ride their bike,xWant,1
PersonX takes PersonX's bike,turn the bike around,xWant,1
PersonX takes PersonX's bike,push down on pedals,xWant,1
PersonX takes PersonX's bike,TO RIDE BIKE,xWant,1
PersonX takes PersonX's bike,TO KEEP BIKE,xWant,1
PersonX takes PersonX's bike,to have it fixed,xWant,1
PersonX dates back ___,antique,xAttr,1
PersonX dates back ___,wise,xAttr,1
PersonX dates back ___,respected,xAttr,1
PersonX dates back ___,old,xAttr,1
PersonX dates back ___,gets asked questions,xEffect,1
PersonX dates back ___,gets called an old fart,xEffect,1
PersonX dates back ___,old and tired.,xReact,1
PersonX dates back ___,old but good because lived well,xReact,1
PersonX dates back ___,to live a long time,xWant,1
PersonX dates back ___,to examine the details,xWant,1
PersonX dates back ___,to educate,xWant,1
PersonX dates back ___,to show perserverance,xWant,1
PersonX dates back ___,to be historic,xWant,1
PersonX dates back ___,to wonder how long,xWant,1
PersonX buys some shoes,frugal,xAttr,1
PersonX buys some shoes,wealthy,xAttr,1
PersonX buys some shoes,self-indulgent,xAttr,1
PersonX buys some shoes,spendthrift,xAttr,1
PersonX buys some shoes,mature,xAttr,1
PersonX buys some shoes,materialistic,xAttr,1
PersonX buys some shoes,Gets a bag with new shoes,xEffect,1
PersonX buys some shoes,gets a receipt,xEffect,1
PersonX buys some shoes,forms opinion on product,xEffect,1
PersonX buys some shoes,Has to throw away old shoes,xEffect,1
PersonX buys some shoes,receives a coupon in the email,xEffect,1
PersonX buys some shoes,wears shoe everywhere,xEffect,1
PersonX buys some shoes,to look nice,xIntent,1
PersonX buys some shoes,new footwear,xIntent,1
PersonX buys some shoes,happy,xIntent,1
PersonX buys some shoes,get discount coupon,xNeed,1
PersonX buys some shoes,get a bonus,xNeed,1
PersonX buys some shoes,to purchase shoes,xNeed,1
PersonX buys some shoes,to go shopping,xNeed,1
PersonX buys some shoes,to try on shoes.,xNeed,1
PersonX buys some shoes,to go to the shoe store.,xNeed,1
PersonX buys some shoes,excited,xReact,1
PersonX buys some shoes,like they have higher self esteem,xReact,1
PersonX buys some shoes,fashionable,xReact,1
PersonX buys some shoes,to look nice,xWant,1
PersonX buys some shoes,wear them with matching clothes,xWant,1
PersonX buys some shoes,resell them,xWant,1
PersonX buys some shoes,to take their new shoes home.,xWant,1
PersonX buys some shoes,to replace old shoes,xWant,1
PersonX buys some shoes,to wear their new shoes.,xWant,1
PersonX changes PersonY's policy,they ask for help with other stuff,oEffect,1
PersonX changes PersonY's policy,person y policy is changed,oEffect,1
PersonX changes PersonY's policy,they see how well it worked out,oEffect,1
PersonX changes PersonY's policy,person y has new policy,oEffect,1
PersonX changes PersonY's policy,angry,oReact,1
PersonX changes PersonY's policy,dominated,oReact,1
PersonX changes PersonY's policy,exciting and good,oReact,1
PersonX changes PersonY's policy,to give thanks,oWant,1
PersonX changes PersonY's policy,to review the changes,oWant,1
PersonX changes PersonY's policy,Supportive,xAttr,1
PersonX changes PersonY's policy,bossy,xAttr,1
PersonX changes PersonY's policy,domineering,xAttr,1
PersonX changes PersonY's policy,inventive,xAttr,1
PersonX changes PersonY's policy,in charge,xAttr,1
PersonX changes PersonY's policy,pushy,xAttr,1
PersonX changes PersonY's policy,he helps with other things,xEffect,1
PersonX changes PersonY's policy,things work out well,xEffect,1
PersonX changes PersonY's policy,to be in control,xIntent,1
PersonX changes PersonY's policy,be maintain his relation,xIntent,1
PersonX changes PersonY's policy,to achieve an accomplishment,xIntent,1
PersonX changes PersonY's policy,to have access to it,xNeed,1
PersonX changes PersonY's policy,to be given permission,xNeed,1
PersonX changes PersonY's policy,decide on changes,xNeed,1
PersonX changes PersonY's policy,have a policy,xNeed,1
PersonX changes PersonY's policy,very happy and enjoying,xReact,1
PersonX changes PersonY's policy,in control,xReact,1
PersonX changes PersonY's policy,justified,xReact,1
PersonX changes PersonY's policy,to be thanked,xWant,1
PersonX changes PersonY's policy,to enact his own policy,xWant,1
PersonX changes PersonY's policy,avoid negative outcomes,xWant,1
PersonX changes PersonY's policy,effect positive change,xWant,1
PersonX changes PersonY's policy,to start a new government,xWant,1
PersonX changes PersonY's policy,to be paid,xWant,1
PersonX dont like PersonY,Denies it,oEffect,1
PersonX dont like PersonY,Yells,oEffect,1
PersonX dont like PersonY,confused,oReact,1
PersonX dont like PersonY,unwanted,oReact,1
PersonX dont like PersonY,disliked,oReact,1
PersonX dont like PersonY,frustrated,oReact,1
PersonX dont like PersonY,to get person X to like them again,oWant,1
PersonX dont like PersonY,To win trust,oWant,1
PersonX dont like PersonY,to get back at person X for not liking them,oWant,1
PersonX dont like PersonY,to get back at person X for making them feel bad,oWant,1
PersonX dont like PersonY,To hate in return,oWant,1
PersonX dont like PersonY,call the police because X hit them.,oWant,1
PersonX dont like PersonY,X to like them.,oWant,1
PersonX dont like PersonY,apprehensive,xAttr,1
PersonX dont like PersonY,leery,xAttr,1
PersonX dont like PersonY,annoyed,xAttr,1
PersonX dont like PersonY,unkind,xAttr,1
PersonX dont like PersonY,angry,xAttr,1
PersonX dont like PersonY,mean,xAttr,1
PersonX dont like PersonY,avoids,xEffect,1
PersonX dont like PersonY,Catches her,xEffect,1
PersonX dont like PersonY,Watches her,xEffect,1
PersonX dont like PersonY,rejects,xEffect,1
PersonX dont like PersonY,to dislike person,xIntent,1
PersonX dont like PersonY,to have something against person Y,xNeed,1
PersonX dont like PersonY,to formulate an opinion about Y.,xNeed,1
PersonX dont like PersonY,to have been affected in a negative way by person Y,xNeed,1
PersonX dont like PersonY,to avoid Y.,xNeed,1
PersonX dont like PersonY,offended by person,xReact,1
PersonX dont like PersonY,disdainful,xReact,1
PersonX dont like PersonY,guilty,xReact,1
PersonX dont like PersonY,scared of person,xReact,1
PersonX dont like PersonY,to make person Y feel bad,xWant,1
PersonX dont like PersonY,get away from Y.,xWant,1
PersonX dont like PersonY,to try to avoid person Y,xWant,1
PersonX dont like PersonY,to smack Y.,xWant,1
PersonX dont like PersonY,To cut contact,xWant,1
PersonX dont like PersonY,To unfriend Y,xWant,1
PersonX loves the water,Adventurous,xAttr,1
PersonX loves the water,Pluviophile,xAttr,1
PersonX loves the water,caring,xAttr,1
PersonX loves the water,natural,xAttr,1
PersonX loves the water,thirsty,xAttr,1
PersonX loves the water,satisfied,xAttr,1
PersonX loves the water,drinks,xEffect,1
PersonX loves the water,bathes,xEffect,1
PersonX loves the water,taste the water,xNeed,1
PersonX loves the water,look at the water,xNeed,1
PersonX loves the water,overjoyed,xReact,1
PersonX loves the water,excited,xReact,1
PersonX loves the water,happy,xReact,1
PersonX loves the water,to swim,xWant,1
PersonX loves the water,to see fishes,xWant,1
PersonX loves the water,to drink more of the water,xWant,1
PersonX loves the water,to stay near the water,xWant,1
PersonX walks and chew gum at the same time,busy,xAttr,1
PersonX walks and chew gum at the same time,immature,xAttr,1
PersonX walks and chew gum at the same time,skillful,xAttr,1
PersonX walks and chew gum at the same time,thoughtful,xAttr,1
PersonX walks and chew gum at the same time,talented,xAttr,1
PersonX walks and chew gum at the same time,irrational,xAttr,1
PersonX walks and chew gum at the same time,skilled,xAttr,1
PersonX walks and chew gum at the same time,PersonX trips,xEffect,1
PersonX walks and chew gum at the same time,PersonX falls,xEffect,1
PersonX walks and chew gum at the same time,to do two things,xIntent,1
PersonX walks and chew gum at the same time,to multitask,xIntent,1
PersonX walks and chew gum at the same time,to do multiple things at once,xIntent,1
PersonX walks and chew gum at the same time,to buy gum,xNeed,1
PersonX walks and chew gum at the same time,to put it inside the mouth,xNeed,1
PersonX walks and chew gum at the same time,to pop in a stick of gum,xNeed,1
PersonX walks and chew gum at the same time,to chew gum,xNeed,1
PersonX walks and chew gum at the same time,to leave their house,xNeed,1
PersonX walks and chew gum at the same time,to be walking,xNeed,1
PersonX walks and chew gum at the same time,smart,xReact,1
PersonX walks and chew gum at the same time,successful,xReact,1
PersonX walks and chew gum at the same time,okay,xReact,1
PersonX walks and chew gum at the same time,happy,xReact,1
PersonX walks and chew gum at the same time,to enjoy the day,xWant,1
PersonX walks and chew gum at the same time,to watch television,xWant,1
PersonX walks and chew gum at the same time,to hum a song,xWant,1
PersonX walks and chew gum at the same time,to relax,xWant,1
PersonX walks and chew gum at the same time,to watch where they are going,xWant,1
PersonX walks and chew gum at the same time,to walk for a long time,xWant,1
PersonX takes PersonY's revenge,smiles,oEffect,1
PersonX takes PersonY's revenge,cheers,oEffect,1
PersonX takes PersonY's revenge,satisfied,oReact,1
PersonX takes PersonY's revenge,avenged,oReact,1
PersonX takes PersonY's revenge,to call the police,oWant,1
PersonX takes PersonY's revenge,to make amends,oWant,1
PersonX takes PersonY's revenge,to finish with the situation,oWant,1
PersonX takes PersonY's revenge,to settle the debt,oWant,1
PersonX takes PersonY's revenge,attack PersonY,oWant,1
PersonX takes PersonY's revenge,clean off,oWant,1
PersonX takes PersonY's revenge,protective,xAttr,1
PersonX takes PersonY's revenge,exacting,xAttr,1
PersonX takes PersonY's revenge,determined,xAttr,1
PersonX takes PersonY's revenge,evil,xAttr,1
PersonX takes PersonY's revenge,angry,xAttr,1
PersonX takes PersonY's revenge,mean,xAttr,1
PersonX takes PersonY's revenge,spends life in prison,xEffect,1
PersonX takes PersonY's revenge,gets thanked,xEffect,1
PersonX takes PersonY's revenge,gets arrested,xEffect,1
PersonX takes PersonY's revenge,gets in trouble,xEffect,1
PersonX takes PersonY's revenge,a revenge for persony,xIntent,1
PersonX takes PersonY's revenge,to make plans,xNeed,1
PersonX takes PersonY's revenge,to know what PersonY is mad about,xNeed,1
PersonX takes PersonY's revenge,devise plan,xNeed,1
PersonX takes PersonY's revenge,to understand PersonY's revenge,xNeed,1
PersonX takes PersonY's revenge,to understand PersonY,xNeed,1
PersonX takes PersonY's revenge,feel wronged,xNeed,1
PersonX takes PersonY's revenge,upset that someone took revenge on them,xReact,1
PersonX takes PersonY's revenge,vengeful,xReact,1
PersonX takes PersonY's revenge,to finish with the situation,xWant,1
PersonX takes PersonY's revenge,to settle the debt,xWant,1
PersonX takes PersonY's revenge,laugh,xWant,1
PersonX takes PersonY's revenge,run away,xWant,1
PersonX takes PersonY's revenge,to change his name,xWant,1
PersonX takes PersonY's revenge,to chill out,xWant,1
PersonX creates consumer awareness and positive,avoid using a brand or product,oEffect,1
PersonX creates consumer awareness and positive,become aware of brand or product malpractices,oEffect,1
PersonX creates consumer awareness and positive,good,oReact,1
PersonX creates consumer awareness and positive,to promote PersonX,oWant,1
PersonX creates consumer awareness and positive,to buy the product,oWant,1
PersonX creates consumer awareness and positive,frugal,xAttr,1
PersonX creates consumer awareness and positive,informative,xAttr,1
PersonX creates consumer awareness and positive,motivated,xAttr,1
PersonX creates consumer awareness and positive,educational,xAttr,1
PersonX creates consumer awareness and positive,useful,xAttr,1
PersonX creates consumer awareness and positive,talkative,xAttr,1
PersonX creates consumer awareness and positive,to be conscientious,xIntent,1
PersonX creates consumer awareness and positive,to be awareness,xIntent,1
PersonX creates consumer awareness and positive,to communicate with consumers,xNeed,1
PersonX creates consumer awareness and positive,to know the consumers whats,xNeed,1
PersonX creates consumer awareness and positive,to advertise appropriately,xNeed,1
PersonX creates consumer awareness and positive,to have a good attitude,xNeed,1
PersonX creates consumer awareness and positive,effective,xReact,1
PersonX creates consumer awareness and positive,no,xReact,1
PersonX creates consumer awareness and positive,to sell a product,xWant,1
PersonX creates consumer awareness and positive,to people in good health,xWant,1
PersonX creates consumer awareness and positive,to make money,xWant,1
PersonX creates consumer awareness and positive,to be leader,xWant,1
PersonX creates consumer awareness and positive,to be good man,xWant,1
PersonX uses chopsticks,to eat,oWant,1
PersonX uses chopsticks,to learn how to use them,oWant,1
PersonX uses chopsticks,thoughtful,xAttr,1
PersonX uses chopsticks,curious,xAttr,1
PersonX uses chopsticks,skillfull,xAttr,1
PersonX uses chopsticks,competent,xAttr,1
PersonX uses chopsticks,smiles with wonder,xEffect,1
PersonX uses chopsticks,fingers hurt from usage,xEffect,1
PersonX uses chopsticks,to eat food,xIntent,1
PersonX uses chopsticks,to eat,xIntent,1
PersonX uses chopsticks,to be cultured,xIntent,1
PersonX uses chopsticks,to try a new eating utensil,xIntent,1
PersonX uses chopsticks,get food,xNeed,1
PersonX uses chopsticks,to have some food,xNeed,1
PersonX uses chopsticks,to have chopsticks,xNeed,1
PersonX uses chopsticks,to put his hand on the chopsticks,xNeed,1
PersonX uses chopsticks,get chopsticks,xNeed,1
PersonX uses chopsticks,to find chopsticks,xNeed,1
PersonX uses chopsticks,pleasant,xReact,1
PersonX uses chopsticks,satiated,xReact,1
PersonX uses chopsticks,adept,xReact,1
PersonX uses chopsticks,happy,xReact,1
PersonX uses chopsticks,full,xReact,1
PersonX uses chopsticks,to show how culturally competent he is,xWant,1
PersonX uses chopsticks,wash hands,xWant,1
PersonX uses chopsticks,brush teeth,xWant,1
PersonX uses chopsticks,to finish their meal,xWant,1
PersonX uses chopsticks,do dishes,xWant,1
PersonX uses chopsticks,to eat,xWant,1
PersonX uses chopsticks,to clean up the mess,xWant,1
PersonX tries PersonY's coffee,want's to know if they like it,oEffect,1
PersonX tries PersonY's coffee,get's thanked,oEffect,1
PersonX tries PersonY's coffee,giving,oReact,1
PersonX tries PersonY's coffee,thirsty,xAttr,1
PersonX tries PersonY's coffee,curious,xAttr,1
PersonX tries PersonY's coffee,adventurous,xAttr,1
PersonX tries PersonY's coffee,is kept awake,xEffect,1
PersonX tries PersonY's coffee,is grateful,xEffect,1
PersonX tries PersonY's coffee,gains knowledge of a new taste,xEffect,1
PersonX tries PersonY's coffee,learns about PersonY's preferences,xEffect,1
PersonX tries PersonY's coffee,to see if darkroast is good,xIntent,1
PersonX tries PersonY's coffee,to wake up,xIntent,1
PersonX tries PersonY's coffee,to try some new coffee,xIntent,1
PersonX tries PersonY's coffee,to take a sip,xNeed,1
PersonX tries PersonY's coffee,to pour it in a mug,xNeed,1
PersonX tries PersonY's coffee,get a cup,xNeed,1
PersonX tries PersonY's coffee,pour themselves the coffee,xNeed,1
PersonX tries PersonY's coffee,refreshed,xReact,1
PersonX tries PersonY's coffee,intrigued,xReact,1
PersonX tries PersonY's coffee,stimulated,xReact,1
PersonX tries PersonY's coffee,get some cream and sugar,xWant,1
PersonX tries PersonY's coffee,to have another cup,xWant,1
PersonX tries PersonY's coffee,buy more coffee,xWant,1
PersonX tries PersonY's coffee,to add some sweetener,xWant,1
PersonX rides a roller coaster,Daring,xAttr,1
PersonX rides a roller coaster,Adventurous,xAttr,1
PersonX rides a roller coaster,adventurous,xAttr,1
PersonX rides a roller coaster,brave,xAttr,1
PersonX rides a roller coaster,adrenaline high,xEffect,1
PersonX rides a roller coaster,smiles and laughs,xEffect,1
PersonX rides a roller coaster,feels their heart rate increase,xEffect,1
PersonX rides a roller coaster,gets messy hair,xEffect,1
PersonX rides a roller coaster,has fun,xEffect,1
PersonX rides a roller coaster,dizzy,xEffect,1
PersonX rides a roller coaster,to have fun,xIntent,1
PersonX rides a roller coaster,to have an adventure,xIntent,1
PersonX rides a roller coaster,to be entertained,xIntent,1
PersonX rides a roller coaster,to experience the thrill,xIntent,1
PersonX rides a roller coaster,to to the amusement park,xNeed,1
PersonX rides a roller coaster,to buy a ticket,xNeed,1
PersonX rides a roller coaster,to buy a ticket to roller coaster,xNeed,1
PersonX rides a roller coaster,to have fun,xNeed,1
PersonX rides a roller coaster,to play in dry games,xNeed,1
PersonX rides a roller coaster,to wait in line,xNeed,1
PersonX rides a roller coaster,adventerous,xReact,1
PersonX rides a roller coaster,exhilirated,xReact,1
PersonX rides a roller coaster,exhilerated,xReact,1
PersonX rides a roller coaster,to enjoy the evening,xWant,1
PersonX rides a roller coaster,to ride something else,xWant,1
PersonX rides a roller coaster,to rest,xWant,1
PersonX rides a roller coaster,to have fun with children,xWant,1
PersonX rides a roller coaster,to ride once again,xWant,1
PersonX rides a roller coaster,to eat meal,xWant,1
PersonX spends time with PersonY,laughs,oEffect,1
PersonX spends time with PersonY,watches a movie,oEffect,1
PersonX spends time with PersonY,smiles,oEffect,1
PersonX spends time with PersonY,friendly,oReact,1
PersonX spends time with PersonY,happy that they have a brother they didn't know about,oReact,1
PersonX spends time with PersonY,appreciated,oReact,1
PersonX spends time with PersonY,happy,oReact,1
PersonX spends time with PersonY,to talk to PersonX,oWant,1
PersonX spends time with PersonY,to thank PersonX for spending time with him,oWant,1
PersonX spends time with PersonY,to ask personX out,oWant,1
PersonX spends time with PersonY,to put the next activity with PersonX in his calendar.,oWant,1
PersonX spends time with PersonY,to get to know PersonX better,oWant,1
PersonX spends time with PersonY,to get to know Personx better,oWant,1
PersonX spends time with PersonY,loyal,xAttr,1
PersonX spends time with PersonY,caring,xAttr,1
PersonX spends time with PersonY,kind,xAttr,1
PersonX spends time with PersonY,friendly,xAttr,1
PersonX spends time with PersonY,social,xAttr,1
PersonX spends time with PersonY,eat with them,xEffect,1
PersonX spends time with PersonY,watches a movie,xEffect,1
PersonX spends time with PersonY,smiles,xEffect,1
PersonX spends time with PersonY,talks,xEffect,1
PersonX spends time with PersonY,to watch movie,xIntent,1
PersonX spends time with PersonY,to get to know his long lost sister,xIntent,1
PersonX spends time with PersonY,to be sociable,xIntent,1
PersonX spends time with PersonY,to enjoy,xIntent,1
PersonX spends time with PersonY,to choose an activity to do with PersonY,xNeed,1
PersonX spends time with PersonY,to make an appointment with PersonY,xNeed,1
PersonX spends time with PersonY,to drive to PersonY's house,xNeed,1
PersonX spends time with PersonY,to ask personY,xNeed,1
PersonX spends time with PersonY,to find PersonY,xNeed,1
PersonX spends time with PersonY,to invite PersonY,xNeed,1
PersonX spends time with PersonY,grateful to have met a new family member,xReact,1
PersonX spends time with PersonY,happy,xReact,1
PersonX spends time with PersonY,to thank PersonY for spending time with him.,xWant,1
PersonX spends time with PersonY,to talk to PersonY,xWant,1
PersonX spends time with PersonY,to marry personY,xWant,1
PersonX spends time with PersonY,to get to know PersonY better,xWant,1
PersonX spends time with PersonY,to schedule an another meeting with PersonY,xWant,1
PersonX spends time with PersonY,to ask PersonY if they would like to move in,xWant,1
PersonX gets old,to spend time with PersonX,oWant,1
PersonX gets old,to console PersonX,oWant,1
PersonX gets old,experienced,xAttr,1
PersonX gets old,lazy,xAttr,1
PersonX gets old,tired,xAttr,1
PersonX gets old,stupid,xAttr,1
PersonX gets old,mature,xAttr,1
PersonX gets old,worn,xAttr,1
PersonX gets old,sees the doctor,xEffect,1
PersonX gets old,grows gray hair,xEffect,1
PersonX gets old,gets weak,xEffect,1
PersonX gets old,makes a will,xEffect,1
PersonX gets old,old,xReact,1
PersonX gets old,feeble,xReact,1
PersonX gets old,helpless,xReact,1
PersonX gets old,get young again,xWant,1
PersonX gets old,to cry,xWant,1
PersonX gets old,to spend time with family,xWant,1
PersonX gets old,to exercise,xWant,1
PersonX watches ___ on PersonX's phone,entertained,xAttr,1
PersonX watches ___ on PersonX's phone,young,xAttr,1
PersonX watches ___ on PersonX's phone,observant,xAttr,1
PersonX watches ___ on PersonX's phone,Consumer,xAttr,1
PersonX watches ___ on PersonX's phone,rich,xAttr,1
PersonX watches ___ on PersonX's phone,Free,xAttr,1
PersonX watches ___ on PersonX's phone,finishes the video,xEffect,1
PersonX watches ___ on PersonX's phone,browses for more,xEffect,1
PersonX watches ___ on PersonX's phone,laughs,xEffect,1
PersonX watches ___ on PersonX's phone,plugs in headphones,xEffect,1
PersonX watches ___ on PersonX's phone,to relax while watching a movie on her phone.,xIntent,1
PersonX watches ___ on PersonX's phone,entertainment,xIntent,1
PersonX watches ___ on PersonX's phone,To get out their phone,xNeed,1
PersonX watches ___ on PersonX's phone,to find a video,xNeed,1
PersonX watches ___ on PersonX's phone,content.,xReact,1
PersonX watches ___ on PersonX's phone,entertained,xReact,1
PersonX watches ___ on PersonX's phone,to go to bed,xWant,1
