p,q,r,output
Person X avoids Person Y's friends.,angry,oReact,1
Person X avoids Person Y's friends.,question personx,oWant,1
Person X avoids Person Y's friends.,avoid personx,oWant,1
Person X avoids Person Y's friends.,shun PersonX,oWant,1
Person X avoids Person Y's friends.,complain to PersonY,oWant,1
Person X avoids Person Y's friends.,nervous,xAttr,1
Person X avoids Person Y's friends.,introverted,xAttr,1
Person X avoids Person Y's friends.,Introverted,xAttr,1
Person X avoids Person Y's friends.,Hateful,xAttr,1
Person X avoids Person Y's friends.,to be alone,xIntent,1
Person X avoids Person Y's friends.,to spite Person Y,xIntent,1
Person X avoids Person Y's friends.,angry,xIntent,1
Person X avoids Person Y's friends.,shy,xIntent,1
Person X avoids Person Y's friends.,to know PersonY's acquaintances,xNeed,1
Person X avoids Person Y's friends.,to dislike PersonY's acquaintances,xNeed,1
Person X avoids Person Y's friends.,antisocial,xReact,1
Person X avoids Person Y's friends.,unfriendly,xReact,1
Person X avoids Person Y's friends.,suspicious,xReact,1
Person X avoids Person Y's friends.,isolated,xReact,1
Person X avoids Person Y's friends.,to avoid conflict,xWant,1
Person X avoids Person Y's friends.,to keep to themselves,xWant,1
Person X avoids Person Y's friends.,keep avoiding PersonY's acquaintances,xWant,1
Person X avoids Person Y's friends.,apologize to PersonY for being rude,xWant,1
PersonX refuses to compromise with PersonY,Y is disappointed,oEffect,1
PersonX refuses to compromise with PersonY,is annoyed,oEffect,1
PersonX refuses to compromise with PersonY,determined,oReact,1
PersonX refuses to compromise with PersonY,annoyed,oReact,1
PersonX refuses to compromise with PersonY,frustrated,oReact,1
PersonX refuses to compromise with PersonY,irritated,oReact,1
PersonX refuses to compromise with PersonY,disappointed,oReact,1
PersonX refuses to compromise with PersonY,to argue with person x,oWant,1
PersonX refuses to compromise with PersonY,cry because of person x stuborness,oWant,1
PersonX refuses to compromise with PersonY,stubborn,xAttr,1
PersonX refuses to compromise with PersonY,rude,xAttr,1
PersonX refuses to compromise with PersonY,rigid,xAttr,1
PersonX refuses to compromise with PersonY,mean,xAttr,1
PersonX refuses to compromise with PersonY,to have their own way,xIntent,1
PersonX refuses to compromise with PersonY,be difficult,xIntent,1
PersonX refuses to compromise with PersonY,to get their way,xIntent,1
PersonX refuses to compromise with PersonY,to win,xIntent,1
PersonX refuses to compromise with PersonY,stubborn,xReact,1
PersonX refuses to compromise with PersonY,determined,xReact,1
PersonX refuses to compromise with PersonY,victorious,xReact,1
PersonX refuses to compromise with PersonY,selfish,xReact,1
PersonX refuses to compromise with PersonY,guilty,xReact,1
PersonX refuses to compromise with PersonY,to go home,xWant,1
PersonX refuses to compromise with PersonY,the key of the home,xWant,1
PersonX refuses to compromise with PersonY,to leave person y alone,xWant,1
PersonX refuses to compromise with PersonY,to kick out person y,xWant,1
PersonX avoids PersonY's gestures,angry,oEffect,1
PersonX avoids PersonY's gestures,annoyed,oEffect,1
PersonX avoids PersonY's gestures,to confront personx,oWant,1
PersonX avoids PersonY's gestures,to assault personx,oWant,1
PersonX avoids PersonY's gestures,shy,xAttr,1
PersonX avoids PersonY's gestures,reclusive,xAttr,1
PersonX avoids PersonY's gestures,anti social,xAttr,1
PersonX avoids PersonY's gestures,avoiding,xAttr,1
PersonX avoids PersonY's gestures,to be around PersonY,xNeed,1
PersonX avoids PersonY's gestures,to evade PersonY,xNeed,1
PersonX avoids PersonY's gestures,shy,xReact,1
PersonX avoids PersonY's gestures,uneasy,xReact,1
PersonX avoids PersonY's gestures,timid,xReact,1
PersonX avoids PersonY's gestures,to avoid conflict,xWant,1
PersonX avoids PersonY's gestures,to keep to themselves,xWant,1
PersonX avoids PersonY's gestures,to keep evading PersonY,xWant,1
PersonX avoids PersonY's gestures,to run away from Persony,xWant,1
PersonX disavows the real estate deed.,shocked,oReact,1
PersonX disavows the real estate deed.,upset,oReact,1
PersonX disavows the real estate deed.,disingenuous,xAttr,1
PersonX disavows the real estate deed.,unscrupulous,xAttr,1
PersonX disavows the real estate deed.,angry,xAttr,1
PersonX disavows the real estate deed.,mad,xAttr,1
PersonX disavows the real estate deed.,to be free,xIntent,1
PersonX disavows the real estate deed.,to avoid obligation,xIntent,1
PersonX disavows the real estate deed.,to end a transaction,xIntent,1
PersonX disavows the real estate deed.,to save money,xIntent,1
PersonX disavows the real estate deed.,be aware of the deed,xNeed,1
PersonX disavows the real estate deed.,go over the deed,xNeed,1
PersonX disavows the real estate deed.,stubborn,xReact,1
PersonX disavows the real estate deed.,determined,xReact,1
PersonX disavows the real estate deed.,relieved,xReact,1
PersonX disavows the real estate deed.,satisfied,xReact,1
PersonX disavows the real estate deed.,follow real estate tricks,xWant,1
PersonX disavows the real estate deed.,like real estate,xWant,1
PersonX disavows the real estate deed.,explain the problem,xWant,1
PersonX disavows the real estate deed.,get a new deed,xWant,1
PersonX stops PersonY from studying,loses study time,oEffect,1
PersonX stops PersonY from studying,is not prepared for test,oEffect,1
PersonX stops PersonY from studying,to get a bad grade,oEffect,1
PersonX stops PersonY from studying,to get distracted,oEffect,1
PersonX stops PersonY from studying,annoyed,oReact,1
PersonX stops PersonY from studying,angry,oReact,1
PersonX stops PersonY from studying,resentful,oReact,1
PersonX stops PersonY from studying,distracted,oReact,1
PersonX stops PersonY from studying,to complain to personX that they can't stop,oWant,1
PersonX stops PersonY from studying,to tell personX that they'd better have a good reason for interrupting them,oWant,1
PersonX stops PersonY from studying,to study,oWant,1
PersonX stops PersonY from studying,to be able to focus,oWant,1
PersonX stops PersonY from studying,inconsiderate,xAttr,1
PersonX stops PersonY from studying,annoying,xAttr,1
PersonX stops PersonY from studying,rude,xAttr,1
PersonX stops PersonY from studying,selfish,xAttr,1
PersonX stops PersonY from studying,get to hangout with person,xEffect,1
PersonX stops PersonY from studying,spend time with person,xEffect,1
PersonX stops PersonY from studying,to get scolded,xEffect,1
PersonX stops PersonY from studying,to get sent away,xEffect,1
PersonX stops PersonY from studying,to do something with PersonY,xIntent,1
PersonX stops PersonY from studying,to ruin PersonY's grades,xIntent,1
PersonX stops PersonY from studying,to get the attention of Y,xIntent,1
PersonX stops PersonY from studying,to ask Y something,xIntent,1
PersonX stops PersonY from studying,to see what personY is doing,xNeed,1
PersonX stops PersonY from studying,to not want personY to continue what they're doing,xNeed,1
PersonX stops PersonY from studying,to approach persony,xNeed,1
PersonX stops PersonY from studying,to try to laugh,xNeed,1
PersonX stops PersonY from studying,shameful,xReact,1
PersonX stops PersonY from studying,irritated,xReact,1
PersonX stops PersonY from studying,regretful,xReact,1
PersonX stops PersonY from studying,like they are interrupting,xReact,1
PersonX stops PersonY from studying,to suggest something fun they can do,xWant,1
PersonX stops PersonY from studying,to tell personY they think they need to take a little break,xWant,1
PersonX stops PersonY from studying,to get some attention,xWant,1
PersonX stops PersonY from studying,to make sure they are distracting,xWant,1
PersonX makes no noise,silent,xAttr,1
PersonX makes no noise,quiet,xAttr,1
PersonX makes no noise,imperceptible,xAttr,1
PersonX makes no noise,bashful,xAttr,1
PersonX makes no noise,aloof,xAttr,1
PersonX makes no noise,to remain unseen,xIntent,1
PersonX makes no noise,to remain unnoticed,xIntent,1
PersonX makes no noise,secretive,xReact,1
PersonX makes no noise,quiet,xReact,1
PersonX makes no noise,quite,xReact,1
PersonX makes no noise,bored,xReact,1
PersonX makes no noise,to go unnoticed,xWant,1
PersonX makes no noise,to be left alone,xWant,1
PersonX makes no noise,go to sleep,xWant,1
PersonX makes no noise,wake up,xWant,1
PersonX fails to impress PersonY.,annoyed,oReact,1
PersonX fails to impress PersonY.,frustrated,oReact,1
PersonX fails to impress PersonY.,to avoid x,oWant,1
PersonX fails to impress PersonY.,to leave the area,oWant,1
PersonX fails to impress PersonY.,tired,xAttr,1
PersonX fails to impress PersonY.,depressed,xAttr,1
PersonX fails to impress PersonY.,mediocre,xAttr,1
PersonX fails to impress PersonY.,unmemorable,xAttr,1
PersonX fails to impress PersonY.,approach Y,xNeed,1
PersonX fails to impress PersonY.,try to get the attention of Y,xNeed,1
PersonX fails to impress PersonY.,defeated,xReact,1
PersonX fails to impress PersonY.,embarrassed for trying,xReact,1
PersonX fails to impress PersonY.,rejected,xReact,1
PersonX fails to impress PersonY.,unattractive,xReact,1
PersonX fails to impress PersonY.,unpopular,xReact,1
PersonX fails to impress PersonY.,continue to get y to notice them,xWant,1
PersonX fails to impress PersonY.,find out why Y doesn't like them,xWant,1
PersonX fails to impress PersonY.,to try and make y happy,xWant,1
PersonX fails to impress PersonY.,to be friendly to y,xWant,1
PersonX intentionally avoids and ignores PersonY,sees personx less,oEffect,1
PersonX intentionally avoids and ignores PersonY,grows distant to personx,oEffect,1
PersonX intentionally avoids and ignores PersonY,unwanted,oReact,1
PersonX intentionally avoids and ignores PersonY,disliked,oReact,1
PersonX intentionally avoids and ignores PersonY,to chase after person X,oWant,1
PersonX intentionally avoids and ignores PersonY,to berate person X,oWant,1
PersonX intentionally avoids and ignores PersonY,mean,xAttr,1
PersonX intentionally avoids and ignores PersonY,antisocial,xAttr,1
PersonX intentionally avoids and ignores PersonY,Busy,xAttr,1
PersonX intentionally avoids and ignores PersonY,Occupied,xAttr,1
PersonX intentionally avoids and ignores PersonY,leaves,xEffect,1
PersonX intentionally avoids and ignores PersonY,stays away,xEffect,1
PersonX intentionally avoids and ignores PersonY,becomes distant from persony,xEffect,1
PersonX intentionally avoids and ignores PersonY,is given a cold reception by persony,xEffect,1
PersonX intentionally avoids and ignores PersonY,to keep them away,xIntent,1
PersonX intentionally avoids and ignores PersonY,to indicate their displeasure,xIntent,1
PersonX intentionally avoids and ignores PersonY,to attend a meeting,xNeed,1
PersonX intentionally avoids and ignores PersonY,to prepare to talk,xNeed,1
PersonX intentionally avoids and ignores PersonY,to see person Y,xNeed,1
PersonX intentionally avoids and ignores PersonY,to react to person Y,xNeed,1
PersonX intentionally avoids and ignores PersonY,disinterested,xReact,1
PersonX intentionally avoids and ignores PersonY,sad,xReact,1
PersonX intentionally avoids and ignores PersonY,like they made their displeasure known,xReact,1
PersonX intentionally avoids and ignores PersonY,satisfied,xReact,1
PersonX intentionally avoids and ignores PersonY,to wash the car,xWant,1
PersonX intentionally avoids and ignores PersonY,to watch a movie,xWant,1
PersonX intentionally avoids and ignores PersonY,to calm down,xWant,1
PersonX intentionally avoids and ignores PersonY,to get away,xWant,1
PersonX invites a few people.,they're invited,oEffect,1
PersonX invites a few people.,to respond,oWant,1
PersonX invites a few people.,to decide whether to attend,oWant,1
PersonX invites a few people.,thank PersonX for inviting them,oWant,1
PersonX invites a few people.,have a great time at the gathering,oWant,1
PersonX invites a few people.,outgoing,xAttr,1
PersonX invites a few people.,extroverted,xAttr,1
PersonX invites a few people.,friednly,xAttr,1
PersonX invites a few people.,well known,xAttr,1
PersonX invites a few people.,Thanked for the invite,xEffect,1
PersonX invites a few people.,Forced to buy food for party,xEffect,1
PersonX invites a few people.,to plan an event,xNeed,1
PersonX invites a few people.,to reach out to their friends,xNeed,1
PersonX invites a few people.,to come up with a list of invitees,xNeed,1
PersonX invites a few people.,decide who to invite,xNeed,1
PersonX invites a few people.,plan activities for everyone,xNeed,1
PersonX invites a few people.,mean,xReact,1
PersonX invites a few people.,generous,xReact,1
PersonX invites a few people.,unsure,xReact,1
PersonX invites a few people.,nervous,xReact,1
PersonX invites a few people.,to prepare for the event,xWant,1
PersonX invites a few people.,to purchase supplies,xWant,1
PersonX invites a few people.,to get ready,xWant,1
PersonX invites a few people.,enjoy the guests that arrived,xWant,1
PersonX invites a few people.,clean up afterward,xWant,1
PersonX disowns PersonX's mom,they have to bury their mom,oEffect,1
PersonX disowns PersonX's mom,depressed,oReact,1
PersonX disowns PersonX's mom,crushed,oReact,1
PersonX disowns PersonX's mom,angry,xAttr,1
PersonX disowns PersonX's mom,uncaring,xAttr,1
PersonX disowns PersonX's mom,confident,xAttr,1
PersonX disowns PersonX's mom,unafraid,xAttr,1
PersonX disowns PersonX's mom,Scolded by mother,xEffect,1
PersonX disowns PersonX's mom,Forced back into the house,xEffect,1
PersonX disowns PersonX's mom,they're arrested,xEffect,1
PersonX disowns PersonX's mom,they're sent to prison,xEffect,1
PersonX disowns PersonX's mom,to punish person x's mom,xIntent,1
PersonX disowns PersonX's mom,to move on with his life,xIntent,1
PersonX disowns PersonX's mom,sad,xReact,1
PersonX disowns PersonX's mom,rejected,xReact,1
PersonX disowns PersonX's mom,spiteful,xReact,1
PersonX disowns PersonX's mom,to tell mom that they need to get better,xWant,1
PersonX disowns PersonX's mom,to spend time with someone other than mother,xWant,1
PersonX disowns PersonX's mom,to buy new bike,xWant,1
PersonX disowns PersonX's mom,to hate his mother,xWant,1
PersonX fails to invite PersonY's friends and family.,are puzzled,oEffect,1
PersonX fails to invite PersonY's friends and family.,are resentful,oEffect,1
PersonX fails to invite PersonY's friends and family.,left out,oReact,1
PersonX fails to invite PersonY's friends and family.,secluded,oReact,1
PersonX fails to invite PersonY's friends and family.,question personx,oWant,1
PersonX fails to invite PersonY's friends and family.,confront personx,oWant,1
PersonX fails to invite PersonY's friends and family.,careless,xAttr,1
PersonX fails to invite PersonY's friends and family.,forgetful,xAttr,1
PersonX fails to invite PersonY's friends and family.,aloof,xAttr,1
PersonX fails to invite PersonY's friends and family.,is shunned,xEffect,1
PersonX fails to invite PersonY's friends and family.,is berated,xEffect,1
PersonX fails to invite PersonY's friends and family.,rude,xReact,1
PersonX fails to invite PersonY's friends and family.,unwelcoming,xReact,1
PersonX fails to invite PersonY's friends and family.,sorry,xReact,1
PersonX fails to invite PersonY's friends and family.,embarassed,xReact,1
PersonX fails to invite PersonY's friends and family.,forgetful,xReact,1
PersonX fails to invite PersonY's friends and family.,to blow off their family,xWant,1
PersonX fails to invite PersonY's friends and family.,avoid their family,xWant,1
PersonX fails to invite PersonY's friends and family.,to ask sorry to PersonY,xWant,1
PersonX fails to invite PersonY's friends and family.,to convince PersonY,xWant,1
PersonX refuses to give PersonY evidence,sad,oReact,1
PersonX refuses to give PersonY evidence,annoyed,oReact,1
PersonX refuses to give PersonY evidence,distraught,oReact,1
PersonX refuses to give PersonY evidence,impeded,oReact,1
PersonX refuses to give PersonY evidence,to perform water torture,oWant,1
PersonX refuses to give PersonY evidence,to kill personx,oWant,1
PersonX refuses to give PersonY evidence,force them to provide information,oWant,1
PersonX refuses to give PersonY evidence,take the matter to a higher level,oWant,1
PersonX refuses to give PersonY evidence,loyal to accomplices,xAttr,1
PersonX refuses to give PersonY evidence,obstructive,xAttr,1
PersonX refuses to give PersonY evidence,stubborn,xAttr,1
PersonX refuses to give PersonY evidence,obstinate,xAttr,1
PersonX refuses to give PersonY evidence,punish,xEffect,1
PersonX refuses to give PersonY evidence,say sorry,xEffect,1
PersonX refuses to give PersonY evidence,to ignore PersonY,xIntent,1
PersonX refuses to give PersonY evidence,to be left alone,xIntent,1
PersonX refuses to give PersonY evidence,to obstruct justice,xIntent,1
PersonX refuses to give PersonY evidence,to protect someone,xIntent,1
PersonX refuses to give PersonY evidence,find useful information,xNeed,1
PersonX refuses to give PersonY evidence,keep information to themselves,xNeed,1
PersonX refuses to give PersonY evidence,guilty,xReact,1
PersonX refuses to give PersonY evidence,ashamed,xReact,1
PersonX refuses to give PersonY evidence,concerned,xReact,1
PersonX refuses to give PersonY evidence,worried,xReact,1
PersonX refuses to give PersonY evidence,to mess up the investigation,xWant,1
PersonX refuses to give PersonY evidence,to conceal evidence,xWant,1
PersonX refuses to give PersonY evidence,explain situation,xWant,1
PersonX refuses to give PersonY evidence,avoid personY,xWant,1
PersonX fails PersonY's father.,let down,oReact,1
PersonX fails PersonY's father.,disappointed,oReact,1
PersonX fails PersonY's father.,disappointed,oWant,1
PersonX fails PersonY's father.,let down,oWant,1
PersonX fails PersonY's father.,defeated,xAttr,1
PersonX fails PersonY's father.,depressed,xAttr,1
PersonX fails PersonY's father.,incompetent,xAttr,1
PersonX fails PersonY's father.,unsuccessful,xAttr,1
PersonX fails PersonY's father.,Gets talked to by their angry father,xEffect,1
PersonX fails PersonY's father.,Gets a punishment,xEffect,1
PersonX fails PersonY's father.,know person y's father,xNeed,1
PersonX fails PersonY's father.,have a reputation with person y's father,xNeed,1
PersonX fails PersonY's father.,unhappy,xReact,1
PersonX fails PersonY's father.,sad,xReact,1
PersonX fails PersonY's father.,worthless,xReact,1
PersonX fails PersonY's father.,paltry,xReact,1
PersonX fails PersonY's father.,useless,xReact,1
PersonX fails PersonY's father.,downtrodden,xReact,1
PersonX fails PersonY's father.,to apologize,xWant,1
PersonX fails PersonY's father.,visit the father,xWant,1
PersonX fails PersonY's father.,to improve the situation,xWant,1
PersonX fails PersonY's father.,better the problem,xWant,1
PersonX avoids Person Y,yells,oEffect,1
PersonX avoids Person Y,cries,oEffect,1
PersonX avoids Person Y,confused,oReact,1
PersonX avoids Person Y,lonely,oReact,1
PersonX avoids Person Y,"if they noticed X, roll their eyes",oWant,1
PersonX avoids Person Y,probably call X to ask what is wrong,oWant,1
PersonX avoids Person Y,avoidant,xAttr,1
PersonX avoids Person Y,standoffish,xAttr,1
PersonX avoids Person Y,introverted,xAttr,1
PersonX avoids Person Y,cowardly,xAttr,1
PersonX avoids Person Y,PersonY feel alone,xEffect,1
PersonX avoids Person Y,Stay at home,xEffect,1
PersonX avoids Person Y,run into persony,xEffect,1
PersonX avoids Person Y,gets yelled at,xEffect,1
PersonX avoids Person Y,PersonY to apologize,xIntent,1
PersonX avoids Person Y,to keep a secret,xIntent,1
PersonX avoids Person Y,notice person Y before Y notices them,xNeed,1
PersonX avoids Person Y,hide or run away before they can be seen,xNeed,1
PersonX avoids Person Y,to know about person y,xNeed,1
PersonX avoids Person Y,to hate person y,xNeed,1
PersonX avoids Person Y,guilty,xReact,1
PersonX avoids Person Y,sad,xReact,1
PersonX avoids Person Y,lonely,xReact,1
PersonX avoids Person Y,aloof,xReact,1
PersonX avoids Person Y,make sure that they were not followed,xWant,1
PersonX avoids Person Y,tell a friend about where they are hiding,xWant,1
PersonX avoids Person Y,to go to sleep,xWant,1
PersonX avoids Person Y,to wake up early,xWant,1
Person X has no means of making income,unemployed,xAttr,1
Person X has no means of making income,poor,xAttr,1
Person X has no means of making income,unskillful,xAttr,1
Person X has no means of making income,unemployable,xAttr,1
Person X has no means of making income,loses job,xEffect,1
Person X has no means of making income,loses apartment,xEffect,1
Person X has no means of making income,thinks about things he can't afford to buy,xEffect,1
Person X has no means of making income,stresses about paying the bills,xEffect,1
Person X has no means of making income,to stay home,xIntent,1
Person X has no means of making income,to rest,xIntent,1
Person X has no means of making income,lazy,xReact,1
Person X has no means of making income,irresponsible,xReact,1
Person X has no means of making income,hopeless,xReact,1
Person X has no means of making income,scared,xReact,1
Person X has no means of making income,to start a business,xWant,1
Person X has no means of making income,to apply for a job,xWant,1
Person X has no means of making income,to find a job,xWant,1
Person X has no means of making income,to borrow money from someone,xWant,1
PersonX denies PersonY from food.,muscles wither,oEffect,1
PersonX denies PersonY from food.,passes out,oEffect,1
PersonX denies PersonY from food.,they starve,oEffect,1
PersonX denies PersonY from food.,they must find other food,oEffect,1
PersonX denies PersonY from food.,confused,oReact,1
PersonX denies PersonY from food.,betrayed,oReact,1
PersonX denies PersonY from food.,to be angry with PersonX,oWant,1
PersonX denies PersonY from food.,to sneak food,oWant,1
PersonX denies PersonY from food.,restrictive,xAttr,1
PersonX denies PersonY from food.,controlling,xAttr,1
PersonX denies PersonY from food.,cruel,xAttr,1
PersonX denies PersonY from food.,inhumane,xAttr,1
PersonX denies PersonY from food.,is arrested,xEffect,1
PersonX denies PersonY from food.,is investigated,xEffect,1
PersonX denies PersonY from food.,to hurt PersonY,xIntent,1
PersonX denies PersonY from food.,for PersonY to go on a diet,xIntent,1
PersonX denies PersonY from food.,to be in a position to deny food to personY,xNeed,1
PersonX denies PersonY from food.,to be near PersonY,xNeed,1
PersonX denies PersonY from food.,blameworthy,xReact,1
PersonX denies PersonY from food.,guilty,xReact,1
PersonX denies PersonY from food.,mean,xReact,1
PersonX denies PersonY from food.,selfish,xReact,1
PersonX denies PersonY from food.,PersonY to lose weight,xWant,1
PersonX denies PersonY from food.,PersonY to wait until dinner,xWant,1
PersonX denies PersonY from food.,to punish them,xWant,1
PersonX denies PersonY from food.,to eat all the food,xWant,1
PersonX avoids PersonY's lips.,blushes,oEffect,1
PersonX avoids PersonY's lips.,smirks,oEffect,1
PersonX avoids PersonY's lips.,disappointed,oReact,1
PersonX avoids PersonY's lips.,sad,oReact,1
PersonX avoids PersonY's lips.,embarrassed,oReact,1
PersonX avoids PersonY's lips.,upset,oReact,1
PersonX avoids PersonY's lips.,rude,xAttr,1
PersonX avoids PersonY's lips.,stingy,xAttr,1
PersonX avoids PersonY's lips.,logical,xAttr,1
PersonX avoids PersonY's lips.,creepy,xAttr,1
PersonX avoids PersonY's lips.,smiles,xEffect,1
PersonX avoids PersonY's lips.,blushes,xEffect,1
PersonX avoids PersonY's lips.,to show they aren't interested,xIntent,1
PersonX avoids PersonY's lips.,to play hard to get,xIntent,1
PersonX avoids PersonY's lips.,Person Y to brush their teeth,xIntent,1
PersonX avoids PersonY's lips.,to wait until the third date,xIntent,1
PersonX avoids PersonY's lips.,to go on a date,xNeed,1
PersonX avoids PersonY's lips.,to drive home,xNeed,1
PersonX avoids PersonY's lips.,anxious,xReact,1
PersonX avoids PersonY's lips.,uneasy,xReact,1
PersonX avoids PersonY's lips.,uncomfortable,xReact,1
PersonX avoids PersonY's lips.,awkward,xReact,1
PersonX avoids PersonY's lips.,to get away from PersonY,xWant,1
PersonX avoids PersonY's lips.,to go to bed,xWant,1
PersonX avoids PersonY's lips.,to not kiss them,xWant,1
PersonX avoids PersonY's lips.,to dislike them,xWant,1
Person could never find a time to ask.,quiet,xAttr,1
Person could never find a time to ask.,nervous,xAttr,1
Person could never find a time to ask.,hesitant,xAttr,1
Person could never find a time to ask.,preoccupied,xAttr,1
Person could never find a time to ask.,look for a good time to ask,xEffect,1
Person could never find a time to ask.,figure out the best time,xEffect,1
Person could never find a time to ask.,always busy,xIntent,1
Person could never find a time to ask.,Reluctance,xIntent,1
Person could never find a time to ask.,Unsatisfied,xReact,1
Person could never find a time to ask.,worried,xReact,1
Person could never find a time to ask.,busy,xReact,1
Person could never find a time to ask.,hurried,xReact,1
Person could never find a time to ask.,to do it themselves,xWant,1
Person could never find a time to ask.,speak up more,xWant,1
Person could never find a time to ask.,to get ahold of someone,xWant,1
Person could never find a time to ask.,to give up,xWant,1
PersonX went without PersonY's permission,gets mad,oEffect,1
PersonX went without PersonY's permission,face turns red,oEffect,1
PersonX went without PersonY's permission,to not be scared,oWant,1
PersonX went without PersonY's permission,to punish them,oWant,1
PersonX went without PersonY's permission,rebellious,xAttr,1
PersonX went without PersonY's permission,independent,xAttr,1
PersonX went without PersonY's permission,gets in trouble,xEffect,1
PersonX went without PersonY's permission,isnt allowed it,xEffect,1
PersonX went without PersonY's permission,they are punished,xEffect,1
PersonX went without PersonY's permission,to be free,xIntent,1
PersonX went without PersonY's permission,to go away,xIntent,1
PersonX went without PersonY's permission,sneak out of the house,xNeed,1
PersonX went without PersonY's permission,make plans,xNeed,1
PersonX went without PersonY's permission,angry,xReact,1
PersonX went without PersonY's permission,nervous,xReact,1
PersonX went without PersonY's permission,good,xReact,1
PersonX went without PersonY's permission,accomplished,xReact,1
PersonX went without PersonY's permission,try to convince PersonY,xWant,1
PersonX went without PersonY's permission,want to ask sorry to personY,xWant,1
PersonX went without PersonY's permission,sneak back in,xWant,1
PersonX went without PersonY's permission,do it again,xWant,1
PersonX avoids a party.,introverted,xAttr,1
PersonX avoids a party.,shy,xAttr,1
PersonX avoids a party.,gets hated,xEffect,1
PersonX avoids a party.,gets calls from friends,xEffect,1
PersonX avoids a party.,to be invited to the event,xNeed,1
PersonX avoids a party.,to be told an ex will also be there,xNeed,1
PersonX avoids a party.,to be invited to a party,xNeed,1
PersonX avoids a party.,to be busy,xNeed,1
PersonX avoids a party.,lonely,xReact,1
PersonX avoids a party.,sad,xReact,1
PersonX avoids a party.,alone,xReact,1
PersonX avoids a party.,to enjoy a quiet evening at home,xWant,1
PersonX avoids a party.,to forget about their ex,xWant,1
PersonX avoids a party.,to relax at home,xWant,1
PersonX avoids a party.,to watch a movie,xWant,1
PersonX never gambles.,loyal,xAttr,1
PersonX never gambles.,honest,xAttr,1
PersonX never gambles.,frugal,xAttr,1
PersonX never gambles.,suspicious,xAttr,1
PersonX never gambles.,Ridiculed by friends,xEffect,1
PersonX never gambles.,Forced into the casino,xEffect,1
PersonX never gambles.,to be responsible with money,xIntent,1
PersonX never gambles.,to not lose money,xIntent,1
PersonX never gambles.,disciplined,xReact,1
PersonX never gambles.,frugal,xReact,1
PersonX never gambles.,calm,xReact,1
PersonX never gambles.,understanding,xReact,1
PersonX never gambles.,to save their money,xWant,1
PersonX never gambles.,hates crowds,xWant,1
PersonX never gambles.,to be good,xWant,1
PersonX never gambles.,to not gamble,xWant,1
PersonX had a uninteresting night.,boring,xAttr,1
PersonX had a uninteresting night.,uneventful,xAttr,1
PersonX had a uninteresting night.,dull,xAttr,1
PersonX had a uninteresting night.,happy,xReact,1
PersonX had a uninteresting night.,saisfied,xReact,1
PersonX had a uninteresting night.,bored,xReact,1
PersonX had a uninteresting night.,tired,xReact,1
PersonX had a uninteresting night.,to read books,xWant,1
PersonX had a uninteresting night.,to spend time with mobile,xWant,1
PersonX had a uninteresting night.,to go have fun,xWant,1
PersonX had a uninteresting night.,to call their date,xWant,1
PersonX denies wrongdoing to PersonX's boss.,find out who did it,oWant,1
PersonX denies wrongdoing to PersonX's boss.,listen to personX,oWant,1
PersonX denies wrongdoing to PersonX's boss.,dishonest,xAttr,1
PersonX denies wrongdoing to PersonX's boss.,rude,xAttr,1
PersonX denies wrongdoing to PersonX's boss.,ignorant,xAttr,1
PersonX denies wrongdoing to PersonX's boss.,uneducated,xAttr,1
PersonX denies wrongdoing to PersonX's boss.,mischievous,xAttr,1
PersonX denies wrongdoing to PersonX's boss.,is a lyer,xEffect,1
PersonX denies wrongdoing to PersonX's boss.,feels ashamed of themselves,xEffect,1
PersonX denies wrongdoing to PersonX's boss.,Fired from job anyway,xEffect,1
PersonX denies wrongdoing to PersonX's boss.,Forced to find new job,xEffect,1
PersonX denies wrongdoing to PersonX's boss.,to clarify,xIntent,1
PersonX denies wrongdoing to PersonX's boss.,testify,xIntent,1
PersonX denies wrongdoing to PersonX's boss.,to be loyal,xNeed,1
PersonX denies wrongdoing to PersonX's boss.,to be kind,xNeed,1
PersonX denies wrongdoing to PersonX's boss.,be accused of wrongdoing,xNeed,1
PersonX denies wrongdoing to PersonX's boss.,prepare a defense,xNeed,1
PersonX denies wrongdoing to PersonX's boss.,accused,xReact,1
PersonX denies wrongdoing to PersonX's boss.,bad,xReact,1
PersonX denies wrongdoing to PersonX's boss.,cheated,xReact,1
PersonX denies wrongdoing to PersonX's boss.,unappreciated,xReact,1
PersonX denies wrongdoing to PersonX's boss.,to prove person x is good,xWant,1
PersonX denies wrongdoing to PersonX's boss.,to get a promotion,xWant,1
PersonX denies wrongdoing to PersonX's boss.,find out who did something wrong,xWant,1
PersonX denies wrongdoing to PersonX's boss.,be considered innocent,xWant,1
Person X never cuts their hair.,criticize x,oWant,1
Person X never cuts their hair.,cuts x's hair,oWant,1
Person X never cuts their hair.,unpolished,xAttr,1
Person X never cuts their hair.,rugged,xAttr,1
Person X never cuts their hair.,beastly,xAttr,1
Person X never cuts their hair.,hairy,xAttr,1
Person X never cuts their hair.,washes hair,xEffect,1
Person X never cuts their hair.,steps on hair,xEffect,1
Person X never cuts their hair.,to keep long hair,xIntent,1
Person X never cuts their hair.,to be pretty,xIntent,1
Person X never cuts their hair.,normal,xReact,1
Person X never cuts their hair.,themselves,xReact,1
Person X never cuts their hair.,happy,xReact,1
