p,q,r,output
PersonX disapproves providing PersonY explanation,don't spend time with their kids at home,xNeed,0
PersonX doesn't disapprove providing PersonY explanation,don't spend time with their kids at home,xNeed,0
PersonX by no means plays video games together,recieves phone calls,xNeed,0
PersonX by no means plays video games together,Doesn't recieve phone calls,xNeed,0
PersonX by no means doesn't play video games together,Doesn't recieve phone calls,xNeed,0
PersonX makes no attempt to call PersonX's husband,Unfriendly,oEffect,0
PersonX makes no attempt to call PersonX's husband,not Unfriendly,oEffect,0
PersonX doesn't make no attempt to call PersonX's husband,not Unfriendly,oEffect,0
PersonX resists kissing PersonY's forehead,to be alone,xReact,0
PersonX resists kissing PersonY's forehead,don't be alone,xReact,0
PersonX doesn't resist kissing PersonY's forehead,don't be alone,xReact,0
PersonX resists kissing PersonY's forehead,they have investigated the hands enough,xAttr,0
PersonX resists kissing PersonY's forehead,They haven't investigated the hands enough,xAttr,0
PersonX doesn't resist kissing PersonY's forehead,They haven't investigated the hands enough,xAttr,0
PersonX stops lending PersonY the money,cries,xAttr,0
PersonX stops lending PersonY the money,Doesn't cry,xAttr,0
PersonX doesn't stop lending PersonY the money,Doesn't cry,xAttr,0
PersonX fails to lift PersonY's head,to thank personx,oWant,0
PersonX fails to lift PersonY's head,don't thank personx,oWant,0
PersonX doesn't fail to lift PersonY's head,don't thank personx,oWant,0
PersonX hardly ever makes an a on PersonY's test,angry,xWant,0
PersonX hardly ever makes an a on PersonY's test,not angry,xWant,0
PersonX hardly ever doesn't make an a on PersonY's test,not angry,xWant,0
PersonX prevents themselves from lending a hand,careful,xReact,0
PersonX prevents themselves from lending a hand,not careful,xReact,0
PersonX doesn't prevent themselves from lending a hand,not careful,xReact,0
PersonX has trouble with owing PersonY money,no longer asks Person X to go fishing,xNeed,0
PersonX has trouble with owing PersonY money,No longer doesn't ask Person X to go fishing,xNeed,0
PersonX doesn't have trouble with owing PersonY money,No longer doesn't ask Person X to go fishing,xNeed,0
PersonX resists finding a toy,to be alone,xAttr,0
PersonX resists finding a toy,don't be alone,xAttr,0
PersonX doesn't resist finding a toy,don't be alone,xAttr,0
PersonX uncrosses PersonY's face,goes to doctor,xAttr,0
PersonX uncrosses PersonY's face,Doesn't go to doctor,xAttr,0
PersonX doesn't uncross PersonY's face,Doesn't go to doctor,xAttr,0
PersonX becomes very unpopular,motivated to find a different career,xWant,0
PersonX becomes very unpopular,Motivate to find a different career,xWant,0
PersonX doesn't become very unpopular,Motivate to find a different career,xWant,0
PersonX has problem with putting it in PersonY pocket,to avoid people,xReact,0
PersonX has problem with putting it in PersonY pocket,don't avoid people,xReact,0
PersonX doesn't have problem with putting it in PersonY pocket,don't avoid people,xReact,0
PersonX halts educating PersonY's children,good,oWant,0
PersonX halts educating PersonY's children,not good,oWant,0
PersonX halts educate PersonY's children,not good,oWant,0
PersonX no longer provides PersonY with information,is accused of cheating,oEffect,0
PersonX no longer provides PersonY with information,Isn't accused of cheating,oEffect,0
PersonX no longer doesn't provide PersonY with information,Isn't accused of cheating,oEffect,0
PersonX seldomly asks PersonY to dance,curious,xIntent,0
PersonX seldomly asks PersonY to dance,not curious,xIntent,0
PersonX seldomly doesn't ask PersonY to dance,not curious,xIntent,0
PersonX denies that they see a shark,to know where friends are,oReact,0
PersonX denies that they see a shark,To know where friends aren't,oReact,0
PersonX doesn't deny that they see a shark,To know where friends aren't,oReact,0
PersonX decides to do nothing about it,gets yelled at,xEffect,0
PersonX decides to do nothing about it,Gets yell at,xEffect,0
PersonX doesn't decide to do nothing about it,Gets yell at,xEffect,0
PersonX denies that they get really scared,He returned home,xIntent,0
PersonX denies that they get really scared,He didn't return home,xIntent,0
PersonX doesn't deny that they get really scared,He didn't return home,xIntent,0
PersonX halts inviting PersonX's family,to stay home,xWant,0
PersonX halts inviting PersonX's family,don't stay home,xWant,0
PersonX halts invite PersonX's family,don't stay home,xWant,0
PersonX is barely outside playing,to keep a secret,xEffect,0
PersonX is barely outside playing,don't keep a secret,xEffect,0
PersonX isn't barely outside playing,don't keep a secret,xEffect,0
PersonX disinclines PersonY's head,avoid their family,xWant,0
PersonX disinclines PersonY's head,Don't avoid their family,xWant,0
PersonX doesn't disincline PersonY's head,Don't avoid their family,xWant,0
PersonX discontinues slamming PersonY's hand,motivated,xAttr,0
PersonX discontinues slamming PersonY's hand,Didn't motivate,xAttr,0
PersonX doesn't discontinue slamming PersonY's hand,Didn't motivate,xAttr,0
PersonX is not at all laughing at PersonY,disregarded,oWant,0
PersonX is not at all laughing at PersonY,Didn't disregard,oWant,0
PersonX is at all laughing at PersonY,Didn't disregard,oWant,0
PersonX barely does something nice for PersonY,forgetful,xNeed,0
PersonX barely does something nice for PersonY,Don't forgetful,xNeed,0
PersonX barely doesn't do something nice for PersonY,Don't forgetful,xNeed,0
Person X dislikes Person Y's hair,relieved,xWant,0
Person X dislikes Person Y's hair,Didn't relieve,xWant,0
Person X doesn't dislike Person Y's hair,Didn't relieve,xWant,0
PersonX hardly invites everyone,to find money elsewhere,xWant,0
PersonX hardly invites everyone,don't find money elsewhere,xWant,0
PersonX hardly doesn't invite everyone,don't find money elsewhere,xWant,0
PersonX opposes PersonY,gets an insincere thank you,xAttr,0
PersonX opposes PersonY,Doesn't get an insincere thank you,xAttr,0
PersonX doesn't oppose PersonY,Doesn't get an insincere thank you,xAttr,0
PersonX always unwanted a puppy,unskilled,xReact,0
PersonX always unwanted a puppy,not unskilled,xReact,0
PersonX always unwanted a puppy,not unskilled,xReact,0
PersonX ceases giving PersonY a tour,to browse online stores,oEffect,0
PersonX ceases giving PersonY a tour,don't browse online stores,oEffect,0
PersonX doesn't cease giving PersonY a tour,don't browse online stores,oEffect,0
PersonX denies PersonY's friends.,is yelled at,xEffect,0
PersonX denies PersonY's friends.,Isn't yelled at,xEffect,0
PersonX doesn't deny PersonY's friends.,Isn't yelled at,xEffect,0
PersonX refuses to want PersonY to leave,to be selfish,xReact,0
PersonX refuses to want PersonY to leave,don't be selfish,xReact,0
PersonX doesn't refuse to want PersonY to leave,don't be selfish,xReact,0
PersonX not at all plays a game of chess,ashamed,xReact,0
PersonX not at all plays a game of chess,Didn't ashame,xReact,0
PersonX not at all doesn't play a game of chess,Didn't ashame,xReact,0
PersonX prevents themselves from getting a new bike,gets ignored,xAttr,0
PersonX prevents themselves from getting a new bike,Gets ignore,xAttr,0
PersonX doesn't prevent themselves from getting a new bike,Gets ignore,xAttr,0
PersonX rarely lets go of PersonY,unexcited,xReact,0
PersonX rarely lets go of PersonY,not Unexcite,xReact,0
PersonX rarely doesn't let go of PersonY,not Unexcite,xReact,0
PersonX won nothing at the raffle,argued with,xEffect,0
PersonX won nothing at the raffle,Didn't argue with,xEffect,0
PersonX didn't win nothing at the raffle,Didn't argue with,xEffect,0
PersonX discontinues meeting PersonY's sister,to be rude,xNeed,0
PersonX discontinues meeting PersonY's sister,don't be rude,xNeed,0
PersonX doesn't discontinue meeting PersonY's sister,don't be rude,xNeed,0
Personx disbanded persony's group,winded,xWant,0
Personx disbanded persony's group,Didn't wind,xWant,0
Personx didn't disband persony's group,Didn't wind,xWant,0
PersonX never saw PersonY again,He wants to do things that he enjoys,oEffect,0
PersonX never saw PersonY again,He doesn't want to do things that he enjoys,oEffect,0
PersonX never didn't see PersonY again,He doesn't want to do things that he enjoys,oEffect,0
PersonX disestablishes PersonY organization,to get even,xReact,0
PersonX disestablishes PersonY organization,don't get even,xReact,0
PersonX doesn't disestablish PersonY organization,don't get even,xReact,0
PersonX unlocks the door,cared for,xWant,0
PersonX unlocks the door,Didn't care for,xWant,0
PersonX doesn't unlock the door,Didn't care for,xWant,0
PersonX discontinues going to PersonY room,no article published,oWant,0
PersonX discontinues going to PersonY room,No article didn't publish,oWant,0
PersonX doesn't discontinue going to PersonY room,No article didn't publish,oWant,0
PersonX hardly ever gives PersonY advantage,loses potential boyfriend,oWant,0
PersonX hardly ever gives PersonY advantage,Doesn't lose potential boyfriend,oWant,0
PersonX hardly ever doesn't give PersonY advantage,Doesn't lose potential boyfriend,oWant,0
PersonX never asks PersonY.,to have their own way,xAttr,0
PersonX never asks PersonY.,don't have their own way,xAttr,0
PersonX never doesn't ask PersonY.,don't have their own way,xAttr,0
PersonX is no longer unafraid,mischevious,xWant,0
PersonX is no longer unafraid,not mischevious,xWant,0
PersonX is longer unafraid,not mischevious,xWant,0
PersonX refuses to invite PersonY to come,to leave with y,oReact,0
PersonX refuses to invite PersonY to come,don't leave with y,oReact,0
PersonX doesn't refuse to invite PersonY to come,don't leave with y,oReact,0
PersonX refuses to decide to throw a party,Is relaxed throughout the day,xIntent,0
PersonX refuses to decide to throw a party,Isn't relaxed throughout the day,xIntent,0
PersonX doesn't refuse to decide to throw a party,Isn't relaxed throughout the day,xIntent,0
PersonX is by no means on a first date,keep his privacy secure,xNeed,0
PersonX is by no means on a first date,Don't keep his privacy secure,xNeed,0
PersonX isn't by no means on a first date,Don't keep his privacy secure,xNeed,0
PersonX barely decides to retire,to personally observe what he needs to work on,xEffect,0
PersonX barely decides to retire,To personally don't observe what he needs to work on,xEffect,0
PersonX barely doesn't decide to retire,To personally don't observe what he needs to work on,xEffect,0
PersonX has problem with visiting PersonY's uncle's farm,to hide it,xIntent,0
PersonX has problem with visiting PersonY's uncle's farm,don't hide it,xIntent,0
PersonX doesn't have problem with visiting PersonY's uncle's farm,don't hide it,xIntent,0
PersonX plays video games in the absence of PersonY's friends,to decide to spend time themselves,xWant,0
PersonX plays video games in the absence of PersonY's friends,don't decide to spend time themselves,xWant,0
PersonX doesn't play video games in the absence of PersonY's friends,don't decide to spend time themselves,xWant,0
PersonX disapproves giving PersonY money,uncomfortable,oEffect,0
PersonX disapproves giving PersonY money,not uncomfortable,oEffect,0
PersonX doesn't disapprove giving PersonY money,not uncomfortable,oEffect,0
PersonX disregards PersonY's course,made resist,xAttr,0
PersonX disregards PersonY's course,Make resist,xAttr,0
PersonX doesn't disregard PersonY's course,Make resist,xAttr,0
PersonX under no circumstances tells PersonY to call,to be overprotective,xAttr,0
PersonX under no circumstances tells PersonY to call,don't be overprotective,xAttr,0
PersonX under no circumstances doesn't tell PersonY to call,don't be overprotective,xAttr,0
PersonX no longer plays so well,see personY's hair,xWant,0
PersonX no longer plays so well,Don't see personY's hair,xWant,0
PersonX no longer doesn't play so well,Don't see personY's hair,xWant,0
PersonX is deprived of a baby boy,avoid getting caught,xEffect,0
PersonX is deprived of a baby boy,Don't avoid getting caught,xEffect,0
PersonX isn't deprived of a baby boy,Don't avoid getting caught,xEffect,0
PersonX disapproves forgiving PersonY,confused,oEffect,0
PersonX disapproves forgiving PersonY,not Confuse,oEffect,0
PersonX doesn't disapprove forgiving PersonY,not Confuse,oEffect,0
PersonX never visits PersonY's grandparents,To not break the law,oWant,0
PersonX never visits PersonY's grandparents,To not don't break the law,oWant,0
PersonX never doesn't visit PersonY's grandparents,To not don't break the law,oWant,0
PersonX fails to add PersonY,to get a work,oEffect,0
PersonX fails to add PersonY,don't get a work,oEffect,0
PersonX doesn't fail to add PersonY,don't get a work,oEffect,0
PersonX intentionally avoids and ignores PersonY,to check the wound,xWant,0
PersonX intentionally avoids and ignores PersonY,don't check the wound,xWant,0
PersonX intentionally doesn't avoid and ignores PersonY,don't check the wound,xWant,0
PersonX stops selling the car,frugal,xReact,0
PersonX stops selling the car,not frugal,xReact,0
PersonX doesn't stop selling the car,not frugal,xReact,0
PersonX is not at all washing the dishes,inhospitable,xAttr,0
PersonX is not at all washing the dishes,not inhospitable,xAttr,0
PersonX is at all washing the dishes,not inhospitable,xAttr,0
PersonX discontinues slamming PersonY's hand,to avoid losing,xAttr,0
PersonX discontinues slamming PersonY's hand,don't avoid losing,xAttr,0
PersonX doesn't discontinue slamming PersonY's hand,don't avoid losing,xAttr,0
PersonX disowns PersonX's own business,frustrated,xWant,0
PersonX disowns PersonX's own business,not Frustrate,xWant,0
PersonX doesn't disown PersonX's own business,not Frustrate,xWant,0
PersonX not by any means gives PersonY the information,mean,oReact,0
PersonX not by any means gives PersonY the information,Don't mean,oReact,0
PersonX not by any means doesn't give PersonY the information,Don't mean,oReact,0
PersonX has an unimportant meeting,good,xEffect,0
PersonX has an unimportant meeting,not good,xEffect,0
PersonX doesn't have an unimportant meeting,not good,xEffect,0
PersonX barely ever visits PersonY's grandmother,to continue with their work,oWant,0
PersonX barely ever visits PersonY's grandmother,don't continue with their work,oWant,0
PersonX barely ever doesn't visit PersonY's grandmother,don't continue with their work,oWant,0
PersonX unwraps PersonY's arms around PersonY's waist,boundry respecting,xAttr,0
PersonX unwraps PersonY's arms around PersonY's waist,not boundry respecting,xAttr,0
PersonX doesn't unwrap PersonY's arms around PersonY's waist,not boundry respecting,xAttr,0
PersonX fails to cut PersonY's grass,trapped,xAttr,0
PersonX fails to cut PersonY's grass,not Trap,xAttr,0
PersonX doesn't fail to cut PersonY's grass,not Trap,xAttr,0
PersonX prevents themselves from looking behind,unafraid,xEffect,0
PersonX prevents themselves from looking behind,not unafraid,xEffect,0
PersonX doesn't prevent themselves from looking behind,not unafraid,xEffect,0
PersonX chats in the absence of PersonY,takeout food,xIntent,0
PersonX chats in the absence of PersonY,not takeout food,xIntent,0
PersonX chats in the absence of PersonY,not takeout food,xIntent,0
PersonX on no condition plays ping pong,dull,xAttr,0
PersonX on no condition plays ping pong,not dull,xAttr,0
PersonX on no condition doesn't play ping pong,not dull,xAttr,0
PersonX makes their stop on time,gets fired for not doing their job,xReact,0
PersonX makes their stop on time,Gets fired for doing their job,xReact,0
PersonX doesn't make their stop on time,Gets fired for doing their job,xReact,0
PersonX refuses to go there,buys gifts,oReact,0
PersonX refuses to go there,Doesn't buy gifts,oReact,0
PersonX doesn't refuse to go there,Doesn't buy gifts,oReact,0
PersonX fails to add PersonY,cries,oWant,0
PersonX fails to add PersonY,Doesn't cry,oWant,0
PersonX doesn't fail to add PersonY,Doesn't cry,oWant,0
PersonX discontinues to work hard,to know about the party,xNeed,0
PersonX discontinues to work hard,don't know about the party,xNeed,0
PersonX doesn't discontinue to work hard,don't know about the party,xNeed,0
PersonX is unafraid it would hurt,to fix their problem,xReact,0
PersonX is unafraid it would hurt,don't fix their problem,xReact,0
PersonX isn't unafraid it would hurt,don't fix their problem,xReact,0
PersonX not at all gets what PersonY wanted,to work overtime,xAttr,0
PersonX not at all gets what PersonY wanted,don't work overtime,xAttr,0
PersonX not at all doesn't get what PersonY wanted,don't work overtime,xAttr,0
PersonX discontinues giving it to PersonY's mother,Home home and relax,xIntent,0
PersonX discontinues giving it to PersonY's mother,Home home and don't relax,xIntent,0
PersonX doesn't discontinue giving it to PersonY's mother,Home home and don't relax,xIntent,0
PersonX avoids fitting PersonY well,alone,xReact,0
PersonX avoids fitting PersonY well,not alone,xReact,0
PersonX doesn't avoid fitting PersonY well,not alone,xReact,0
PersonX not at all takes PersonY inside,mean,oEffect,0
PersonX not at all takes PersonY inside,Don't mean,oEffect,0
PersonX not at all doesn't take PersonY inside,Don't mean,oEffect,0
PersonX seldomly asks PersonY to dance,sad,xIntent,0
PersonX seldomly asks PersonY to dance,not sad,xIntent,0
PersonX seldomly doesn't ask PersonY to dance,not sad,xIntent,0
PersonX barely ever turns the radio,learn how to fish and buy pole from friend,xWant,0
PersonX barely ever turns the radio,Don't learn how to fish and buy pole from friend,xWant,0
PersonX barely ever doesn't turn the radio,Don't learn how to fish and buy pole from friend,xWant,0
PersonX fails to take the food out,for PersonY to do a better job,xNeed,0
PersonX fails to take the food out,For PersonY to don't do a better job,xNeed,0
PersonX doesn't fail to take the food out,For PersonY to don't do a better job,xNeed,0
PersonX denied the dare,to learn something different,xEffect,0
PersonX denied the dare,don't learn something different,xEffect,0
PersonX didn't deny the dare,don't learn something different,xEffect,0
PersonX in no way gives PersonY the best,helpful,xNeed,0
PersonX in no way gives PersonY the best,not helpful,xNeed,0
PersonX in no way doesn't give PersonY the best,not helpful,xNeed,0
PersonX no longer trains,reasonable,xWant,0
PersonX no longer trains,not reasonable,xWant,0
PersonX no longer doesn't train,not reasonable,xWant,0
PersonX resists establishing PersonY relationship,to be saying goodnight,xAttr,0
PersonX resists establishing PersonY relationship,To be say goodnight,xAttr,0
PersonX doesn't resist establishing PersonY relationship,To be say goodnight,xAttr,0
PersonX undoes PersonX's taxes,gets thanked,xNeed,0
PersonX undoes PersonX's taxes,Gets thank,xNeed,0
PersonX doesn't undo PersonX's taxes,Gets thank,xNeed,0
PersonX refuses to visit PersonY,To be selfish with the ball,xIntent,0
PersonX refuses to visit PersonY,don't be selfish with the ball,xIntent,0
PersonX doesn't refuse to visit PersonY,don't be selfish with the ball,xIntent,0
PersonX hardly plays football with PersonX's friends,to help Y,xEffect,0
PersonX hardly plays football with PersonX's friends,don't help Y,xEffect,0
PersonX hardly doesn't play football with PersonX's friends,don't help Y,xEffect,0
PersonX is rarely at PersonY's desk,unsatisfied,xEffect,0
PersonX is rarely at PersonY's desk,not Unsatisfy,xEffect,0
PersonX isn't rarely at PersonY's desk,not Unsatisfy,xEffect,0
PersonX barely takes PersonY to see,to avoid seeming ignorant,xWant,0
PersonX barely takes PersonY to see,don't avoid seeming ignorant,xWant,0
PersonX barely doesn't take PersonY to see,don't avoid seeming ignorant,xWant,0
PersonX avoids pressing PersonY's mouth,irresponsible,oEffect,0
PersonX avoids pressing PersonY's mouth,not irresponsible,oEffect,0
PersonX doesn't avoid pressing PersonY's mouth,not irresponsible,oEffect,0
PersonX opposes taking PersonY's photo,gets threatened,xNeed,0
PersonX opposes taking PersonY's photo,Gets threaten,xNeed,0
PersonX doesn't oppose taking PersonY's photo,Gets threaten,xNeed,0
PersonX avoids keeping PersonX's eye on the ball,greet personX,xReact,0
PersonX avoids keeping PersonX's eye on the ball,Don't greet personX,xReact,0
PersonX doesn't avoid keeping PersonX's eye on the ball,Don't greet personX,xReact,0
PersonX ceases trying to attack PersonY,gets hands dirty,xIntent,0
PersonX ceases trying to attack PersonY,Doesn't get hands dirty,xIntent,0
PersonX doesn't cease trying to attack PersonY,Doesn't get hands dirty,xIntent,0
PersonX spends few time with PersonY,stingy,oReact,0
PersonX spends few time with PersonY,Don't stingy,oReact,0
PersonX doesn't spend few time with PersonY,Don't stingy,oReact,0
PersonX avoids PersonY's parents.,irritable,xNeed,0
PersonX avoids PersonY's parents.,not irritable,xNeed,0
PersonX doesn't avoid PersonY's parents.,not irritable,xNeed,0
PersonX borrows little money,leave persony,xReact,0
PersonX borrows little money,Don't leave persony,xReact,0
PersonX doesn't borrow little money,Don't leave persony,xReact,0
PersonX hardly asks PersonY to accompany,to make an appointment at a rehab clinic,xReact,0
PersonX hardly asks PersonY to accompany,don't make an appointment at a rehab clinic,xReact,0
PersonX hardly doesn't ask PersonY to accompany,don't make an appointment at a rehab clinic,xReact,0
PersonX misarranges PersonY interview,avoid work that involves children,xAttr,0
PersonX misarranges PersonY interview,Don't avoid work that involves children,xAttr,0
PersonX doesn't misarrange PersonY interview,Don't avoid work that involves children,xAttr,0
PersonX discontinues making PersonX's dream come true,weakens,xNeed,0
PersonX discontinues making PersonX's dream come true,Doesn't weaken,xNeed,0
PersonX doesn't discontinue making PersonX's dream come true,Doesn't weaken,xNeed,0
PersonX hardly ever kisses PersonY tenderly,conflicted,xReact,0
PersonX hardly ever kisses PersonY tenderly,Didn't conflict,xReact,0
PersonX hardly ever doesn't kiss PersonY tenderly,Didn't conflict,xReact,0
PersonX fails to bring PersonY a spare key,protective,oReact,0
PersonX fails to bring PersonY a spare key,not protective,oReact,0
PersonX doesn't fail to bring PersonY a spare key,not protective,oReact,0
PersonX hardly ever gives PersonY advantage,does not get better at playing,xAttr,0
PersonX hardly ever gives PersonY advantage,Gets better at playing,xAttr,0
PersonX hardly ever doesn't give PersonY advantage,Gets better at playing,xAttr,0
PersonX under no circumstances finds my dog,mean,oWant,0
PersonX under no circumstances finds my dog,Don't mean,oWant,0
PersonX under no circumstances doesn't find my dog,Don't mean,oWant,0
PersonX disinvests PersonX's money,shunned,xEffect,0
PersonX disinvests PersonX's money,Didn't shun,xEffect,0
PersonX disinvests PersonX's money,Didn't shun,xEffect,0
PersonX invites a few people.,gets called by PersonY,xEffect,0
PersonX invites a few people.,Gets call by PersonY,xEffect,0
PersonX doesn't invite a few people.,Gets call by PersonY,xEffect,0
PersonX refuses to find PersonY's lost dog,decide to campaign,oEffect,0
PersonX refuses to find PersonY's lost dog,Don't decide to campaign,oEffect,0
PersonX doesn't refuse to find PersonY's lost dog,Don't decide to campaign,oEffect,0
PersonX hardly starts talking to PersonY,work on something else,xReact,0
PersonX hardly starts talking to PersonY,Don't work on something else,xReact,0
PersonX hardly doesn't start talking to PersonY,Don't work on something else,xReact,0
PersonX avoids shaveing PersonY's face,get let out of jail,xAttr,0
PersonX avoids shaveing PersonY's face,Get let out of jail,xAttr,0
PersonX doesn't avoid shaveing PersonY's face,Get let out of jail,xAttr,0
PersonX disapproves spending time with PersonX's family,unsentimental,xReact,0
PersonX disapproves spending time with PersonX's family,not unsentimental,xReact,0
PersonX doesn't disapprove spending time with PersonX's family,not unsentimental,xReact,0
PersonX hardly ever lifts PersonY's hands,to give it a second try,xWant,0
PersonX hardly ever lifts PersonY's hands,don't give it a second try,xWant,0
PersonX hardly ever doesn't lift PersonY's hands,don't give it a second try,xWant,0
PersonX stops accomplishing PersonY's work,nervous,oEffect,0
PersonX stops accomplishing PersonY's work,not nervous,oEffect,0
PersonX doesn't stop accomplishing PersonY's work,not nervous,oEffect,0
PersonX no longer has PersonY's back,a few options,xReact,0
PersonX no longer has PersonY's back,not a few options,xReact,0
PersonX no longer doesn't have PersonY's back,not a few options,xReact,0
PersonX disapproves forgiving PersonY,has fun at the zoo,xIntent,0
PersonX disapproves forgiving PersonY,Doesn't have fun at the zoo,xIntent,0
PersonX doesn't disapprove forgiving PersonY,Doesn't have fun at the zoo,xIntent,0
PersonX on no condition gets a puppy,to be alone,xAttr,0
PersonX on no condition gets a puppy,don't be alone,xAttr,0
PersonX on no condition doesn't get a puppy,don't be alone,xAttr,0
PersonX disbelieves PersonX's ears,to cause joy,oWant,0
PersonX disbelieves PersonX's ears,don't cause joy,oWant,0
PersonX doesn't disbelieve PersonX's ears,don't cause joy,oWant,0
PersonX opposes getting PersonX's own apartment,is thanked,xEffect,0
PersonX opposes getting PersonX's own apartment,Isn't thanked,xEffect,0
PersonX doesn't oppose getting PersonX's own apartment,Isn't thanked,xEffect,0
PersonX is seldomly playing tennis,to begin the process of moving to the Lonestar State,xReact,0
PersonX is seldomly playing tennis,don't begin the process of moving to the Lonestar State,xReact,0
PersonX isn't seldomly playing tennis,don't begin the process of moving to the Lonestar State,xReact,0
PersonX feels very unhappy,a cook,xWant,0
PersonX feels very unhappy,not a cook,xWant,0
PersonX doesn't feel very unhappy,not a cook,xWant,0
PersonX hardly ever enjoys PersonY's time together,sneak out of the house,xEffect,0
PersonX hardly ever enjoys PersonY's time together,Don't sneak out of the house,xEffect,0
PersonX hardly ever doesn't enjoy PersonY's time together,Don't sneak out of the house,xEffect,0
Person X avoids Person Y's friends.,introverted,xAttr,0
Person X avoids Person Y's friends.,Didn't introvert,xAttr,0
Person X doesn't avoid Person Y's friends.,Didn't introvert,xAttr,0
PersonX by no means buys a christmas tree,happy,xReact,0
PersonX by no means buys a christmas tree,not happy,xReact,0
PersonX by no means doesn't buy a christmas tree,not happy,xReact,0
PersonX resists giving PersonY the time,happy,oEffect,0
PersonX resists giving PersonY the time,not happy,oEffect,0
PersonX doesn't resist giving PersonY the time,not happy,oEffect,0
PersonX disapproves spending time with PersonX's family,keep their distance,xWant,0
PersonX disapproves spending time with PersonX's family,Don't keep their distance,xWant,0
PersonX doesn't disapprove spending time with PersonX's family,Don't keep their distance,xWant,0
PersonX has no arms.,decide to stop,xReact,0
PersonX has no arms.,Don't decide to stop,xReact,0
PersonX doesn't have no arms.,Don't decide to stop,xReact,0
PersonX not at all looks PersonY straight in the eye,to help Y,oWant,0
PersonX not at all looks PersonY straight in the eye,don't help Y,oWant,0
PersonX not at all doesn't look PersonY straight in the eye,don't help Y,oWant,0
PersonX takes it uneasy,becomes independent,xReact,0
PersonX takes it uneasy,Doesn't become independent,xReact,0
PersonX doesn't take it uneasy,Doesn't become independent,xReact,0
PersonX went without PersonY's permission,skillful,xIntent,0
PersonX went without PersonY's permission,not skillful,xIntent,0
PersonX didn't go without PersonY's permission,not skillful,xIntent,0
PersonX avoids playing cards,content,xAttr,0
PersonX avoids playing cards,not content,xAttr,0
PersonX doesn't avoid playing cards,not content,xAttr,0
Person X fails PersonY's mission,ignore person y,xWant,0
Person X fails PersonY's mission,Don't ignore person y,xWant,0
Person X doesn't fail PersonY's mission,Don't ignore person y,xWant,0
PersonX not at all meets PersonX's date,introverted,xWant,0
PersonX not at all meets PersonX's date,Didn't introvert,xWant,0
PersonX not at all doesn't meet PersonX's date,Didn't introvert,xWant,0
PersonX dislikes personY,save things,oWant,0
PersonX dislikes personY,Don't save things,oWant,0
PersonX doesn't dislike personY,Don't save things,oWant,0
PersonX is hardly cleaning PersonY's apartment,to kick out Y,xEffect,0
PersonX is hardly cleaning PersonY's apartment,don't kick out Y,xEffect,0
PersonX isn't hardly cleaning PersonY's apartment,don't kick out Y,xEffect,0
PersonX avoids a fight,laughs,xWant,0
PersonX avoids a fight,Doesn't laugh,xWant,0
PersonX doesn't avoid a fight,Doesn't laugh,xWant,0
PersonX has trouble with changing PersonY's mind,desperate,oReact,0
PersonX has trouble with changing PersonY's mind,not desperate,oReact,0
PersonX doesn't have trouble with changing PersonY's mind,not desperate,oReact,0
PersonX by no means says maybe,content,xAttr,0
PersonX by no means says maybe,not content,xAttr,0
PersonX by no means doesn't say maybe,not content,xAttr,0
PersonX not at all sells PersonX's goods,dissatisfied,xNeed,0
PersonX not at all sells PersonX's goods,not Dissatisfy,xNeed,0
PersonX not at all doesn't sell PersonX's goods,not Dissatisfy,xNeed,0
PersonX under no circumstances plays professional basketball,cries,xReact,0
PersonX under no circumstances plays professional basketball,Doesn't cry,xReact,0
PersonX under no circumstances doesn't play professional basketball,Doesn't cry,xReact,0
PersonX discontinues turning PersonY's head,their parent to be there for them,oWant,0
PersonX discontinues turning PersonY's head,Their parent to don't be there for them,oWant,0
PersonX doesn't discontinue turning PersonY's head,Their parent to don't be there for them,oWant,0
PersonX halts educating PersonY's children,loses out,oWant,0
PersonX halts educating PersonY's children,Doesn't lose out,oWant,0
PersonX halts educate PersonY's children,Doesn't lose out,oWant,0
PersonX gets unhealthy,stays at home all day,xWant,0
PersonX gets unhealthy,Doesn't stay at home all day,xWant,0
PersonX doesn't get unhealthy,Doesn't stay at home all day,xWant,0
PersonX hardly leads PersonY down the garden path,disappointed,xWant,0
PersonX hardly leads PersonY down the garden path,Didn't disappoint,xWant,0
PersonX hardly doesn't lead PersonY down the garden path,Didn't disappoint,xWant,0
PersonX refuses to press PersonY's mouth,to be close,xReact,0
PersonX refuses to press PersonY's mouth,don't be close,xReact,0
PersonX doesn't refuse to press PersonY's mouth,don't be close,xReact,0
PersonX is by no means on a first date,to find time to train,xNeed,0
PersonX is by no means on a first date,don't find time to train,xNeed,0
PersonX isn't by no means on a first date,don't find time to train,xNeed,0
PersonX barely ever wants a divorce,aggressive,oEffect,0
PersonX barely ever wants a divorce,not aggressive,oEffect,0
PersonX barely ever doesn't want a divorce,not aggressive,oEffect,0
PersonX not at all asks PersonY to marry,gets yelled at,oReact,0
PersonX not at all asks PersonY to marry,Gets yell at,oReact,0
PersonX not at all doesn't ask PersonY to marry,Gets yell at,oReact,0
PersonX asks PersonY no questions,satisfied,oReact,0
PersonX asks PersonY no questions,not satisfied,oReact,0
PersonX doesn't ask PersonY no questions,not satisfied,oReact,0
PersonX opposes buying the shirt,kind,xNeed,0
