p,q,r,output
PersonX does not take PersonY's money,to avoid contact with Y,xEffect,0
PersonX does not take PersonY's money,don't avoid contact with Y,xEffect,0
PersonX takes PersonY's money,don't avoid contact with Y,xEffect,0
PersonX does not give PersonY a discount,to keep silent,xWant,0
PersonX does not give PersonY a discount,don't keep silent,xWant,0
PersonX gives PersonY a discount,don't keep silent,xWant,0
PersonX does not feel sorry,uninterested,xReact,0
PersonX does not feel sorry,not uninterested,xReact,0
PersonX feels sorry,not uninterested,xReact,0
PersonX does not wave to PersonY,like a burden on PersonX,oReact,0
PersonX does not wave to PersonY,not like a burden on PersonX,oReact,0
PersonX waves to PersonY,not like a burden on PersonX,oReact,0
PersonX does not learn how to play the guitar,to work hard,xIntent,0
PersonX does not learn how to play the guitar,don't work hard,xIntent,0
PersonX learns how to play the guitar,don't work hard,xIntent,0
PersonX does not wash PersonY,uncaring,oEffect,0
PersonX does not wash PersonY,not uncaring,oEffect,0
PersonX washes PersonY,not uncaring,oEffect,0
PersonX does not give PersonY some tips,courteous,xReact,0
PersonX does not give PersonY some tips,not courteous,xReact,0
PersonX gives PersonY some tips,not courteous,xReact,0
PersonX does not break PersonY's neck,to go to bed,xWant,0
PersonX does not break PersonY's neck,don't go to bed,xWant,0
PersonX breaks PersonY's neck,don't go to bed,xWant,0
PersonX doesn't eat it,isolated,xWant,0
PersonX doesn't eat it,not Isolate,xWant,0
PersonX does eat it,not Isolate,xWant,0
PersonX does not live along the PersonY,to find out why they were being ignored,xReact,0
PersonX does not live along the PersonY,don't find out why they were being ignored,xReact,0
PersonX lives along the PersonY,don't find out why they were being ignored,xReact,0
PersonX does not buy a pregnancy test,To not rat people out,xIntent,0
PersonX does not buy a pregnancy test,To not don't rat people out,xIntent,0
PersonX buys a pregnancy test,To not don't rat people out,xIntent,0
PersonX does not tell PersonX's friends about it,worried,xIntent,0
PersonX does not tell PersonX's friends about it,Didn't worry,xIntent,0
PersonX does tell PersonX's friends about it,Didn't worry,xIntent,0
PersonX does not break up with PersonY's boyfriend,gets yelled at,oReact,0
PersonX does not break up with PersonY's boyfriend,Gets yell at,oReact,0
PersonX breaks up with PersonY's boyfriend,Gets yell at,oReact,0
PersonX does not work the room,have the keys,xReact,0
PersonX does not work the room,Don't have the keys,xReact,0
PersonX works the room,Don't have the keys,xReact,0
PersonX does not tell PersonY's sister,to let them tell,xEffect,0
PersonX does not tell PersonY's sister,don't let them tell,xEffect,0
PersonX tells PersonY's sister,don't let them tell,xEffect,0
PersonX does not treat PersonY differently,supported,oWant,0
PersonX does not treat PersonY differently,Didn't support,oWant,0
PersonX treats PersonY differently,Didn't support,oWant,0
PersonX does not declare war against PersonY,want to adopt the baby,xReact,0
PersonX does not declare war against PersonY,Don't want to adopt the baby,xReact,0
PersonX declares war against PersonY,Don't want to adopt the baby,xReact,0
PersonX does not learn how to play the guitar,to play with a friend his age,xWant,0
PersonX does not learn how to play the guitar,don't play with a friend his age,xWant,0
PersonX learns how to play the guitar,don't play with a friend his age,xWant,0
PersonX does not look at PersonY for a moment,becomes awkward in social situations,xIntent,0
PersonX does not look at PersonY for a moment,Doesn't become awkward in social situations,xIntent,0
PersonX looks at PersonY for a moment,Doesn't become awkward in social situations,xIntent,0
PersonX does not talk all the time,rude,xReact,0
PersonX does not talk all the time,not rude,xReact,0
PersonX talks all the time,not rude,xReact,0
PersonX does not invite PersonY's friends and family,to paint their own nails,xWant,0
PersonX does not invite PersonY's friends and family,don't paint their own nails,xWant,0
PersonX invites PersonY's friends and family,don't paint their own nails,xWant,0
PersonX does not turn PersonY around,ordinary,xIntent,0
PersonX does not turn PersonY around,not ordinary,xIntent,0
PersonX turns PersonY around,not ordinary,xIntent,0
PersonX does not invite all PersonX's friends over,to apologize,xIntent,0
PersonX does not invite all PersonX's friends over,don't apologize,xIntent,0
PersonX invites all PersonX's friends over,don't apologize,xIntent,0
PersonX does not sign the real estate deed,out of place,xWant,0
PersonX does not sign the real estate deed,not out of place,xWant,0
PersonX signs the real estate deed,not out of place,xWant,0
PersonX doesn't bite the hand that feeds PersonX,to be caring,xNeed,0
PersonX doesn't bite the hand that feeds PersonX,To be care,xNeed,0
PersonX does bite the hand that feeds PersonX,To be care,xNeed,0
PersonX does not stop talking to PersonY,unkind,xAttr,0
PersonX does not stop talking to PersonY,not unkind,xAttr,0
PersonX stops talking to PersonY,not unkind,xAttr,0
PersonX doesn't care what PersonY is up to.,to stay safe,xAttr,0
PersonX doesn't care what PersonY is up to.,don't stay safe,xAttr,0
PersonX does care what PersonY is up to.,don't stay safe,xAttr,0
PersonX does not have the last laugh,to avoid heights,xAttr,0
PersonX does not have the last laugh,don't avoid heights,xAttr,0
PersonX has the last laugh,don't avoid heights,xAttr,0
PersonX does not tell PersonY everything,wary,xAttr,0
PersonX does not tell PersonY everything,not wary,xAttr,0
PersonX does tell PersonY everything,not wary,xAttr,0
PersonX does not sit down beside PersonY,keep it a secret,oWant,0
PersonX does not sit down beside PersonY,Don't keep it a secret,oWant,0
PersonX sits down beside PersonY,Don't keep it a secret,oWant,0
PersonX does not jerk PersonY's head,comfortable,xAttr,0
PersonX does not jerk PersonY's head,not comfortable,xAttr,0
PersonX jerks PersonY's head,not comfortable,xAttr,0
PersonX does not braid PersonY's hair,to work,xWant,0
PersonX does not braid PersonY's hair,don't work,xWant,0
PersonX braids PersonY's hair,don't work,xWant,0
PersonX is not cleaning PersonY's apartment,to thank babysitter,xWant,0
PersonX is not cleaning PersonY's apartment,don't thank babysitter,xWant,0
PersonX is cleaning PersonY's apartment,don't thank babysitter,xWant,0
PersonX doesn't move to the suburbs,find another way to advertise,xWant,0
PersonX doesn't move to the suburbs,Don't find another way to advertise,xWant,0
PersonX moves to the suburbs,Don't find another way to advertise,xWant,0
PersonX does not try to reassure PersonY,ask for help,xAttr,0
PersonX does not try to reassure PersonY,Don't ask for help,xAttr,0
PersonX tries to reassure PersonY,Don't ask for help,xAttr,0
PersonX does not support PersonY's weight,teach persony to accept what they have,oReact,0
PersonX does not support PersonY's weight,Don't teach persony to accept what they have,oReact,0
PersonX supports PersonY's weight,Don't teach persony to accept what they have,oReact,0
PersonX does not eat at a nice restaurant,gentle,xWant,0
PersonX does not eat at a nice restaurant,not gentle,xWant,0
PersonX eats at a nice restaurant,not gentle,xWant,0
PersonX does not return to PersonY's home,broke,oEffect,0
PersonX does not return to PersonY's home,Didn't break,oEffect,0
PersonX returns to PersonY's home,Didn't break,oEffect,0
PersonX does not love PersonY still,to stay indoors,xWant,0
PersonX does not love PersonY still,don't stay indoors,xWant,0
PersonX loves PersonY still,don't stay indoors,xWant,0
PersonX does not ask PersonY to dinner,to not upset PersonY,oReact,0
PersonX does not ask PersonY to dinner,To not don't upset PersonY,oReact,0
PersonX asks PersonY to dinner,To not don't upset PersonY,oReact,0
PersonX does not buy everything PersonY needed,like going about his day,xIntent,0
PersonX does not buy everything PersonY needed,Like go about his day,xIntent,0
PersonX does buy everything PersonY needed,Like go about his day,xIntent,0
PersonX does not ask PersonY to dance,disinterested,xIntent,0
PersonX does not ask PersonY to dance,not Disinterest,xIntent,0
PersonX asks PersonY to dance,not Disinterest,xIntent,0
PersonX does not buy everything PersonY needed,left out that they weren't invited,xAttr,0
PersonX does not buy everything PersonY needed,Lefted out that they wereinvited,xAttr,0
PersonX does buy everything PersonY needed,Lefted out that they wereinvited,xAttr,0
PersonX would not mock PersonY,to abhor PersonY,xEffect,0
PersonX would not mock PersonY,don't abhor PersonY,xEffect,0
PersonX would mock PersonY,don't abhor PersonY,xEffect,0
PersonX does not advance towards PersonY,to dry themself,xNeed,0
PersonX does not advance towards PersonY,don't dry themself,xNeed,0
PersonX advances towards PersonY,don't dry themself,xNeed,0
PersonX does not put a hand on PersonY's shoulder,be alone,oReact,0
PersonX does not put a hand on PersonY's shoulder,Don't be alone,oReact,0
PersonX puts a hand on PersonY's shoulder,Don't be alone,oReact,0
PersonX does not believe PersonY's eyes,disappointed,xReact,0
PersonX does not believe PersonY's eyes,Didn't disappoint,xReact,0
PersonX believes PersonY's eyes,Didn't disappoint,xReact,0
PersonX does not look PersonY in the eyes,have low regard for PersonX,xIntent,0
PersonX does not look PersonY in the eyes,Don't have low regard for PersonX,xIntent,0
PersonX looks PersonY in the eyes,Don't have low regard for PersonX,xIntent,0
PersonX does not take PersonX to PersonY,does not get invited again,oReact,0
PersonX does not take PersonX to PersonY,Get inviteds again,oReact,0
PersonX takes PersonX to PersonY,Get inviteds again,oReact,0
PersonX does not bait PersonY's hook,to stay home,xReact,0
PersonX does not bait PersonY's hook,don't stay home,xReact,0
PersonX baits PersonY's hook,don't stay home,xReact,0
PersonX does not give PersonY notice,to avoid PersonY,xIntent,0
PersonX does not give PersonY notice,don't avoid PersonY,xIntent,0
PersonX gives PersonY notice,don't avoid PersonY,xIntent,0
PersonX does not awake PersonY,doesn't hire a lawyer,xWant,0
PersonX does not awake PersonY,Hires a lawyer,xWant,0
PersonX does awake PersonY,Hires a lawyer,xWant,0
PersonX does not keep PersonX's lips sealed,To eat with mom,xWant,0
PersonX does not keep PersonX's lips sealed,don't eat with mom,xWant,0
PersonX keeps PersonX's lips sealed,don't eat with mom,xWant,0
PersonX does not explain the situation to PersonY,know about person Y,xIntent,0
PersonX does not explain the situation to PersonY,Don't know about person Y,xIntent,0
PersonX explains the situation to PersonY,Don't know about person Y,xIntent,0
PersonX does not live on PersonX's own,worried,xIntent,0
PersonX does not live on PersonX's own,Didn't worry,xIntent,0
PersonX lives on PersonX's own,Didn't worry,xIntent,0
PersonX does not tell PersonX's boyfriend,preoccupied,oEffect,0
PersonX does not tell PersonX's boyfriend,Didn't preoccupy,oEffect,0
PersonX tells PersonX's boyfriend,Didn't preoccupy,oEffect,0
PersonX does not give PersonY order,polite,oReact,0
PersonX does not give PersonY order,not polite,oReact,0
PersonX gives PersonY order,not polite,oReact,0
PersonX does not wish PersonY a happy birthday,fail the class,oEffect,0
PersonX does not wish PersonY a happy birthday,Don't fail the class,oEffect,0
PersonX wishes PersonY a happy birthday,Don't fail the class,oEffect,0
PersonX does not pay PersonY dollars,lazy,xAttr,0
PersonX does not pay PersonY dollars,not lazy,xAttr,0
PersonX pays PersonY dollars,not lazy,xAttr,0
PersonX does not see PersonY times,be friends with PersonY,xReact,0
PersonX does not see PersonY times,Don't be friends with PersonY,xReact,0
PersonX sees PersonY times,Don't be friends with PersonY,xReact,0
PersonX doesn't provide PersonY's assessment,leave the place,xEffect,0
PersonX doesn't provide PersonY's assessment,Don't leave the place,xEffect,0
PersonX provides PersonY's assessment,Don't leave the place,xEffect,0
PersonX is not playing in a basketball game,make a decision,xReact,0
PersonX is not playing in a basketball game,Don't make a decision,xReact,0
PersonX is playing in a basketball game,Don't make a decision,xReact,0
PersonX does not accept the dare,unskilled,xWant,0
PersonX does not accept the dare,not unskilled,xWant,0
PersonX accepts the dare,not unskilled,xWant,0
PersonX did not texts PersonY's friend,does not have extra help,oWant,0
PersonX did not texts PersonY's friend,Has extra help,oWant,0
PersonX textsed PersonY's friend,Has extra help,oWant,0
PersonX does not check PersonX's car,go home with Person X,xAttr,0
PersonX does not check PersonX's car,Don't go home with Person X,xAttr,0
PersonX checks PersonX's car,Don't go home with Person X,xAttr,0
PersonX does not say hello to PersonY,respected,xIntent,0
PersonX does not say hello to PersonY,not Respect,xIntent,0
PersonX says hello to PersonY,not Respect,xIntent,0
PersonX does not represent PersonY's interests,thrifty,oReact,0
PersonX does not represent PersonY's interests,not thrifty,oReact,0
PersonX represents PersonY's interests,not thrifty,oReact,0
PersonX does not perform PersonY act,lonely,oWant,0
PersonX does not perform PersonY act,not lonely,oWant,0
PersonX performs PersonY act,not lonely,oWant,0
PersonX does not order a pizza instead,to have a drink with PersonY,xIntent,0
PersonX does not order a pizza instead,don't have a drink with PersonY,xIntent,0
PersonX orders a pizza instead,don't have a drink with PersonY,xIntent,0
PersonX does not get some candy,confused,xWant,0
PersonX does not get some candy,not Confuse,xWant,0
PersonX gets some candy,not Confuse,xWant,0
PersonX does not check PersonY's phone,unannounced,oEffect,0
PersonX does not check PersonY's phone,Didn't unannounce,oEffect,0
PersonX checks PersonY's phone,Didn't unannounce,oEffect,0
PersonX does not ask PersonY's parents,misunderstood,xIntent,0
PersonX does not ask PersonY's parents,not misunderstood,xIntent,0
PersonX asks PersonY's parents,not misunderstood,xIntent,0
PersonX does not help others,angry,xWant,0
PersonX does not help others,not angry,xWant,0
PersonX helps others,not angry,xWant,0
PersonX did not fix the leak,stays silent,xEffect,0
PersonX did not fix the leak,Doesn't stay silent,xEffect,0
PersonX fixed the leak,Doesn't stay silent,xEffect,0
PersonX does not lose a lot of blood,confused,xReact,0
PersonX does not lose a lot of blood,not Confuse,xReact,0
PersonX loses a lot of blood,not Confuse,xReact,0
PersonX does not dry PersonY,happiness,xNeed,0
PersonX does not dry PersonY,not happiness,xNeed,0
PersonX dries PersonY,not happiness,xNeed,0
PersonX does not give one,answers,xReact,0
PersonX does not give one,not answers,xReact,0
PersonX gives one,not answers,xReact,0
PersonX does not remove PersonY's fingers,gets asked to get the items,oReact,0
PersonX does not remove PersonY's fingers,Gets ask to get the items,oReact,0
PersonX removes PersonY's fingers,Gets ask to get the items,oReact,0
PersonX does not move PersonY's furniture,PersonY brings in their luggage,xReact,0
PersonX does not move PersonY's furniture,PersonY doesn't bring in their luggage,xReact,0
PersonX moves PersonY's furniture,PersonY doesn't bring in their luggage,xReact,0
PersonX does not pay PersonY's share,mean,oReact,0
PersonX does not pay PersonY's share,Don't mean,oReact,0
PersonX pays PersonY's share,Don't mean,oReact,0
PersonX does not burn PersonX's bridges,to repair it,xAttr,0
PersonX does not burn PersonX's bridges,don't repair it,xAttr,0
PersonX burns PersonX's bridges,don't repair it,xAttr,0
PersonX does not say something,to rest,xAttr,0
PersonX does not say something,don't rest,xAttr,0
PersonX does say something,don't rest,xAttr,0
PersonX does not create PersonY application,proud,xReact,0
PersonX does not create PersonY application,not proud,xReact,0
PersonX creates PersonY application,not proud,xReact,0
PersonX does not achieve PersonYs end,exhausted,xEffect,0
PersonX does not achieve PersonYs end,not Exhaust,xEffect,0
PersonX achieves PersonYs end,not Exhaust,xEffect,0
PersonX does not take PersonY back,doesn't recieve encouragement,oEffect,0
PersonX does not take PersonY back,Recieves encouragement,oEffect,0
PersonX takes PersonY back,Recieves encouragement,oEffect,0
PersonX does not kiss PersonY tenderly,disinterested,xAttr,0
PersonX does not kiss PersonY tenderly,not Disinterest,xAttr,0
PersonX kisses PersonY tenderly,not Disinterest,xAttr,0
PersonX does not give PersonY evidence,to stay home,xIntent,0
PersonX does not give PersonY evidence,don't stay home,xIntent,0
PersonX gives PersonY evidence,don't stay home,xIntent,0
PersonX does not beg for money,question why friends aren't invited,xAttr,0
PersonX does not beg for money,Question why friends are invited,xAttr,0
PersonX begs for money,Question why friends are invited,xAttr,0
PersonX does not talk to PersonX's brother,insignificant,xAttr,0
PersonX does not talk to PersonX's brother,not insignificant,xAttr,0
PersonX talks to PersonX's brother,not insignificant,xAttr,0
PersonX doesn't interact with anyone,anxious,xNeed,0
PersonX doesn't interact with anyone,not anxious,xNeed,0
PersonX does interact with anyone,not anxious,xNeed,0
PersonX does not sing PersonY a song,ashamed,xWant,0
PersonX does not sing PersonY a song,Didn't ashame,xWant,0
PersonX sings PersonY a song,Didn't ashame,xWant,0
PersonX does not stop talking to PersonY,keep going,xWant,0
PersonX does not stop talking to PersonY,Don't keep going,xWant,0
PersonX stops talking to PersonY,Don't keep going,xWant,0
PersonX does not improve PersonY's skills,went to home,xWant,0
PersonX does not improve PersonY's skills,Didn't go to home,xWant,0
PersonX improves PersonY's skills,Didn't go to home,xWant,0
PersonX won't speak to PersonY,to do house chore,xReact,0
PersonX won't speak to PersonY,don't do house chore,xReact,0
PersonX will speak to PersonY,don't do house chore,xReact,0
PersonX does not kiss the top of PersonY's head,to avoid dating Y,oEffect,0
PersonX does not kiss the top of PersonY's head,don't avoid dating Y,oEffect,0
PersonX kisses the top of PersonY's head,don't avoid dating Y,oEffect,0
PersonX does not pay PersonY dollars,to relax,xEffect,0
PersonX does not pay PersonY dollars,don't relax,xEffect,0
PersonX pays PersonY dollars,don't relax,xEffect,0
PersonX does not draw PersonY closer,to make it up to PersonY,xReact,0
PersonX does not draw PersonY closer,don't make it up to PersonY,xReact,0
PersonX draws PersonY closer,don't make it up to PersonY,xReact,0
PersonX does not support PersonY's family,had to have been adopted or lost at an early age,xAttr,0
PersonX does not support PersonY's family,Didn't have to have been adopted or lost at an early age,xAttr,0
PersonX supports PersonY's family,Didn't have to have been adopted or lost at an early age,xAttr,0
PersonX does not win the game for PersonX's team,pick PersonY up,xAttr,0
PersonX does not win the game for PersonX's team,Don't pick PersonY up,xAttr,0
PersonX wins the game for PersonX's team,Don't pick PersonY up,xAttr,0
PersonX does not call PersonX's office,angry,xReact,0
PersonX does not call PersonX's office,not angry,xReact,0
PersonX calls PersonX's office,not angry,xReact,0
PersonX does not speak well of PersonY,gets screamed at,xAttr,0
PersonX does not speak well of PersonY,Gets scream at,xAttr,0
PersonX speaks well of PersonY,Gets scream at,xAttr,0
PersonX does not go swimming with friends,to withold information,oReact,0
PersonX does not go swimming with friends,not to withold information,oReact,0
PersonX goes swimming with friends,not to withold information,oReact,0
PersonX does not pay PersonY's electric bill,combative,oEffect,0
PersonX does not pay PersonY's electric bill,not combative,oEffect,0
PersonX pays PersonY's electric bill,not combative,oEffect,0
PersonX does not share with PersonY,gets guilt tripped,xEffect,0
PersonX does not share with PersonY,Doesn't get guilt tripped,xEffect,0
PersonX shares with PersonY,Doesn't get guilt tripped,xEffect,0
Person X cannot go,to understand why,xReact,0
Person X cannot go,don't understand why,xReact,0
Person X can go,don't understand why,xReact,0
PersonX does not live along the PersonY,terrible,xAttr,0
PersonX does not live along the PersonY,not terrible,xAttr,0
PersonX lives along the PersonY,not terrible,xAttr,0
PersonX does not perform PersonY act,honest,xReact,0
PersonX does not perform PersonY act,not honest,xReact,0
PersonX performs PersonY act,not honest,xReact,0
PersonX does not load PersonY's car,they are called out on their behavior,xWant,0
PersonX does not load PersonY's car,They aren't called out on their behavior,xWant,0
PersonX loads PersonY's car,They aren't called out on their behavior,xWant,0
PersonX does not set a trap,to play with person x's father,xReact,0
PersonX does not set a trap,don't play with person x's father,xReact,0
PersonX sets a trap,don't play with person x's father,xReact,0
PersonX does not bite PersonY's finger,to be unhelpful,oReact,0
PersonX does not bite PersonY's finger,don't be unhelpful,oReact,0
PersonX bites PersonY's finger,don't be unhelpful,oReact,0
PersonX does not bend PersonY's ear,to put on gloves,xWant,0
PersonX does not bend PersonY's ear,don't put on gloves,xWant,0
PersonX bends PersonY's ear,don't put on gloves,xWant,0
PersonX does not give PersonX's consent,remorse,xNeed,0
PersonX does not give PersonX's consent,not remorse,xNeed,0
PersonX gives PersonX's consent,not remorse,xNeed,0
PersonX does not graduate high school,involve the police,xEffect,0
PersonX does not graduate high school,Don't involve the police,xEffect,0
PersonX graduates high school,Don't involve the police,xEffect,0
PersonX does not impress PersonX's parents,professional,xAttr,0
PersonX does not impress PersonX's parents,not professional,xAttr,0
PersonX impresses PersonX's parents,not professional,xAttr,0
PersonX does not ask PersonY to marry PersonY,to not put PersonY under pressure,xAttr,0
PersonX does not ask PersonY to marry PersonY,To not don't put PersonY under pressure,xAttr,0
PersonX asks PersonY to marry PersonY,To not don't put PersonY under pressure,xAttr,0
PersonX does not pull PersonY's face,reasonable,xEffect,0
PersonX does not pull PersonY's face,not reasonable,xEffect,0
PersonX pulls PersonY's face,not reasonable,xEffect,0
PersonX does not hang up on PersonY,to be alone,xAttr,0
PersonX does not hang up on PersonY,don't be alone,xAttr,0
PersonX hangs up on PersonY,don't be alone,xAttr,0
PersonX does not support PersonY's weight,upset,oWant,0
PersonX does not support PersonY's weight,Don't upset,oWant,0
PersonX supports PersonY's weight,Don't upset,oWant,0
PersonX does not buy a metal detector,to go away,xWant,0
PersonX does not buy a metal detector,don't go away,xWant,0
PersonX buys a metal detector,don't go away,xWant,0
PersonX does not advance toward PersonY,vengeful,oReact,0
PersonX does not advance toward PersonY,not vengeful,oReact,0
PersonX advances toward PersonY,not vengeful,oReact,0
PersonX does not understand PersonY.,frustrated,xAttr,0
PersonX does not understand PersonY.,not Frustrate,xAttr,0
PersonX understands PersonY.,not Frustrate,xAttr,0
PersonX does not act on PersonY's behalf,jealous of the employees,xWant,0
PersonX does not act on PersonY's behalf,not jealous of the employees,xWant,0
PersonX acts on PersonY's behalf,not jealous of the employees,xWant,0
PersonX does not do PersonY's work,honor the vow,xAttr,0
PersonX does not do PersonY's work,Don't honor the vow,xAttr,0
PersonX does PersonY's work,Don't honor the vow,xAttr,0
PersonX does not enter PersonY house,thankful,xWant,0
PersonX does not enter PersonY house,not thankful,xWant,0
PersonX enters PersonY house,not thankful,xWant,0
PersonX does not pull PersonY's face,confused,xReact,0
PersonX does not pull PersonY's face,not Confuse,xReact,0
PersonX pulls PersonY's face,not Confuse,xReact,0
PersonX does not take advantage of PersonY,PersonY to get up on own,xAttr,0
PersonX does not take advantage of PersonY,PersonY to don't get up on own,xAttr,0
PersonX takes advantage of PersonY,PersonY to don't get up on own,xAttr,0
PersonX does not paint the living room,put off,xReact,0
PersonX does not paint the living room,Put off,xReact,0
PersonX paints the living room,Put off,xReact,0
PersonX does not make PersonY award,yells at PersonX,oReact,0
PersonX does not make PersonY award,Doesn't yell at PersonX,oReact,0
PersonX makes PersonY award,Doesn't yell at PersonX,oReact,0
PersonX does not teach PersonY a lesson,to avoid any connection with Y,xReact,0
PersonX does not teach PersonY a lesson,don't avoid any connection with Y,xReact,0
PersonX teaches PersonY a lesson,don't avoid any connection with Y,xReact,0
PersonX does not start a relationship,to pay PersonX for the grocery,xWant,0
PersonX does not start a relationship,don't pay PersonX for the grocery,xWant,0
PersonX starts a relationship,don't pay PersonX for the grocery,xWant,0
PersonX does not play against PersonY,to keep resting,xAttr,0
PersonX does not play against PersonY,don't keep resting,xAttr,0
PersonX plays against PersonY,don't keep resting,xAttr,0
PersonX does not prepare dinner,annoyed,xIntent,0
PersonX does not prepare dinner,not Annoy,xIntent,0
PersonX prepares dinner,not Annoy,xIntent,0
PersonX does not have dinner together,to be mean,xReact,0
PersonX does not have dinner together,don't be mean,xReact,0
PersonX has dinner together,don't be mean,xReact,0
PersonX does not say bye,be thankful to PersonX,xNeed,0
PersonX does not say bye,Don't be thankful to PersonX,xNeed,0
PersonX says bye,Don't be thankful to PersonX,xNeed,0
PersonX does not hit PersonY's head,to buy vegetables,xIntent,0
PersonX does not hit PersonY's head,don't buy vegetables,xIntent,0
PersonX hits PersonY's head,don't buy vegetables,xIntent,0
PersonX does not give PersonY utterance,lonely,oReact,0
PersonX does not give PersonY utterance,not lonely,oReact,0
PersonX gives PersonY utterance,not lonely,oReact,0
PersonX does not lead PersonX's team to victory,caring,xWant,0
PersonX does not lead PersonX's team to victory,not Care,xWant,0
PersonX leads PersonX's team to victory,not Care,xWant,0
PersonX does not lose all of PersonY's money,to skip breakfast,xReact,0
PersonX does not lose all of PersonY's money,don't skip breakfast,xReact,0
PersonX does lose all of PersonY's money,don't skip breakfast,xReact,0
PersonX does not go back to PersonY's house,to seduce persony,xWant,0
PersonX does not go back to PersonY's house,don't seduce persony,xWant,0
PersonX goes back to PersonY's house,don't seduce persony,xWant,0
PersonX does not turn two,gets insulted at the drive through window,xWant,0
PersonX does not turn two,Gets insult at the drive through window,xWant,0
PersonX turns two,Gets insult at the drive through window,xWant,0
PersonX does not bite PersonY's finger,uninterested,xAttr,0
PersonX does not bite PersonY's finger,not uninterested,xAttr,0
PersonX bites PersonY's finger,not uninterested,xAttr,0
PersonX does not have lost PersonY's keys,to refuse to do something,xReact,0
PersonX does not have lost PersonY's keys,don't refuse to do something,xReact,0
PersonX have losts PersonY's keys,don't refuse to do something,xReact,0
PersonX does not look PersonY in the eye,is undecided,oReact,0
PersonX does not look PersonY in the eye,Isn't undecided,oReact,0
PersonX looks PersonY in the eye,Isn't undecided,oReact,0
PersonX does not give PersonY a massage,thankful,xAttr,0
PersonX does not give PersonY a massage,not thankful,xAttr,0
PersonX gives PersonY a massage,not thankful,xAttr,0
PersonX doesn't take a painting class,PersonX finds another means to get PersonY to the shelter,xWant,0
PersonX doesn't take a painting class,PersonX doesn't find another means to get PersonY to the shelter,xWant,0
PersonX takes a painting class,PersonX doesn't find another means to get PersonY to the shelter,xWant,0
PersonX does not take PersonX's toddler,to be able to retire,xAttr,0
PersonX does not take PersonX's toddler,don't be able to retire,xAttr,0
PersonX takes PersonX's toddler,don't be able to retire,xAttr,0
PersonX does not kill PersonY's husband,shy,oReact,0
PersonX does not kill PersonY's husband,not shy,oReact,0
PersonX kills PersonY's husband,not shy,oReact,0
PersonX does not make PersonY award,to teach at home,xReact,0
PersonX does not make PersonY award,don't teach at home,xReact,0
PersonX makes PersonY award,don't teach at home,xReact,0
PersonX does not move to mexico,happy,xReact,0
PersonX does not move to mexico,not happy,xReact,0
PersonX moves to mexico,not happy,xReact,0
PersonX does not sit down with PersonY,borrowed,xAttr,0
PersonX does not sit down with PersonY,not Borrow,xAttr,0
PersonX sits down with PersonY,not Borrow,xAttr,0
PersonX can't find what PersonY is looking for,kind,xWant,0
PersonX can't find what PersonY is looking for,not kind,xWant,0
PersonX can find what PersonY is looking for,not kind,xWant,0
PersonX does not conquer PersonX's fears,to go to shop,xReact,0
PersonX does not conquer PersonX's fears,don't go to shop,xReact,0
PersonX conquers PersonX's fears,don't go to shop,xReact,0
PersonX does not take PersonY's girlfriend out,lazy,xWant,0
PersonX does not take PersonY's girlfriend out,not lazy,xWant,0
PersonX takes PersonY's girlfriend out,not lazy,xWant,0
PersonX does not break up with PersonY's boyfriend,to thank PersonX,xIntent,0
PersonX does not break up with PersonY's boyfriend,don't thank PersonX,xIntent,0
PersonX breaks up with PersonY's boyfriend,don't thank PersonX,xIntent,0
PersonX does not conceive a child,rejected,xReact,0
PersonX does not conceive a child,not Reject,xReact,0
PersonX conceives a child,not Reject,xReact,0
PersonX does not give PersonY a book,inconsiderate,oWant,0
PersonX does not give PersonY a book,not inconsiderate,oWant,0
PersonX gives PersonY a book,not inconsiderate,oWant,0
PersonX does not impress PersonX's parents,plans a time to do their own research,xIntent,0
PersonX does not impress PersonX's parents,Doesn't plan a time to do their own research,xIntent,0
PersonX impresses PersonX's parents,Doesn't plan a time to do their own research,xIntent,0
PersonX does not live on PersonX's own,understanding,xNeed,0
PersonX does not live on PersonX's own,not Understand,xNeed,0
PersonX lives on PersonX's own,not Understand,xNeed,0
PersonX does not rid go karts,lonely,xAttr,0
PersonX does not rid go karts,not lonely,xAttr,0
PersonX rids go karts,not lonely,xAttr,0
PersonX does not start yelling at PersonY,misses Y,oWant,0
PersonX does not start yelling at PersonY,Doesn't miss Y,oWant,0
PersonX starts yelling at PersonY,Doesn't miss Y,oWant,0
PersonX does not knock PersonY off his perch,bored,xAttr,0
PersonX does not knock PersonY off his perch,not bored,xAttr,0
PersonX knocks PersonY off his perch,not bored,xAttr,0
PersonX does not order some pizza,unavailable,xAttr,0
PersonX does not order some pizza,not unavailable,xAttr,0
PersonX orders some pizza,not unavailable,xAttr,0
PersonX does not take PersonY inside,talented,xNeed,0
PersonX does not take PersonY inside,not talented,xNeed,0
PersonX takes PersonY inside,not talented,xNeed,0
PersonX does not settle PersonX's affairs,to keep all the money,xWant,0
PersonX does not settle PersonX's affairs,don't keep all the money,xWant,0
PersonX settles PersonX's affairs,don't keep all the money,xWant,0
PersonX does not change PersonY's tire,keep them to themselves,xAttr,0
PersonX does not change PersonY's tire,Don't keep them to themselves,xAttr,0
PersonX changes PersonY's tire,Don't keep them to themselves,xAttr,0
